Date,Nation,Metric,Admissions
28/12/2020,England,NewAdmissions,2795
29/12/2020,England,NewAdmissions,2886
29/12/2020,Northern Ireland,NewAdmissions,52
29/12/2020,Scotland,NewAdmissions,154
29/12/2020,Wales,NewAdmissions,136
30/12/2020,Scotland,NewAdmissions,187
30/12/2020,Northern Ireland,NewAdmissions,48
30/12/2020,Wales,NewAdmissions,164
30/12/2020,England,NewAdmissions,2861
31/12/2020,England,NewAdmissions,2536
31/12/2020,Scotland,NewAdmissions,175
31/12/2020,Wales,NewAdmissions,141
31/12/2020,Northern Ireland,NewAdmissions,38
01/01/2021,Wales,NewAdmissions,154
01/01/2021,Northern Ireland,NewAdmissions,40
01/01/2021,Scotland,NewAdmissions,130
01/01/2021,England,NewAdmissions,3010
02/01/2021,England,NewAdmissions,3145
02/01/2021,Wales,NewAdmissions,85
02/01/2021,Scotland,NewAdmissions,152
02/01/2021,Northern Ireland,NewAdmissions,43
03/01/2021,Northern Ireland,NewAdmissions,53
03/01/2021,Scotland,NewAdmissions,138
03/01/2021,Wales,NewAdmissions,86
03/01/2021,England,NewAdmissions,3351
04/01/2021,England,NewAdmissions,3587
04/01/2021,Scotland,NewAdmissions,188
04/01/2021,Northern Ireland,NewAdmissions,58
04/01/2021,Wales,NewAdmissions,86
05/01/2021,Scotland,NewAdmissions,192
05/01/2021,Northern Ireland,NewAdmissions,67
05/01/2021,Wales,NewAdmissions,146
05/01/2021,England,NewAdmissions,3697
06/01/2021,England,NewAdmissions,3967
06/01/2021,Wales,NewAdmissions,144
06/01/2021,Scotland,NewAdmissions,205
06/01/2021,Northern Ireland,NewAdmissions,67
07/01/2021,Northern Ireland,NewAdmissions,60
07/01/2021,Scotland,NewAdmissions,203
07/01/2021,Wales,NewAdmissions,159
07/01/2021,England,NewAdmissions,3849
08/01/2021,England,NewAdmissions,3549
08/01/2021,Northern Ireland,NewAdmissions,88
08/01/2021,Scotland,NewAdmissions,201
08/01/2021,Wales,NewAdmissions,142
09/01/2021,Wales,NewAdmissions,140
09/01/2021,Scotland,NewAdmissions,181
09/01/2021,Northern Ireland,NewAdmissions,63
09/01/2021,England,NewAdmissions,3718
10/01/2021,England,NewAdmissions,3571
10/01/2021,Scotland,NewAdmissions,172
10/01/2021,Northern Ireland,NewAdmissions,75
10/01/2021,Wales,NewAdmissions,95
11/01/2021,Scotland,NewAdmissions,241
11/01/2021,Northern Ireland,NewAdmissions,75
11/01/2021,Wales,NewAdmissions,84
11/01/2021,England,NewAdmissions,3894
12/01/2021,England,NewAdmissions,4134
12/01/2021,Wales,NewAdmissions,147
12/01/2021,Scotland,NewAdmissions,208
12/01/2021,Northern Ireland,NewAdmissions,68
13/01/2021,Northern Ireland,NewAdmissions,62
13/01/2021,Wales,NewAdmissions,129
13/01/2021,Scotland,NewAdmissions,181
13/01/2021,England,NewAdmissions,3840
14/01/2021,England,NewAdmissions,3678
14/01/2021,Wales,NewAdmissions,122
14/01/2021,Scotland,NewAdmissions,200
14/01/2021,Northern Ireland,NewAdmissions,64
15/01/2021,Scotland,NewAdmissions,182
15/01/2021,Northern Ireland,NewAdmissions,59
15/01/2021,Wales,NewAdmissions,124
15/01/2021,England,NewAdmissions,3295
16/01/2021,England,NewAdmissions,3569
16/01/2021,Wales,NewAdmissions,110
16/01/2021,Northern Ireland,NewAdmissions,61
16/01/2021,Scotland,NewAdmissions,173
17/01/2021,Scotland,NewAdmissions,161
17/01/2021,Northern Ireland,NewAdmissions,56
17/01/2021,Wales,NewAdmissions,93
17/01/2021,England,NewAdmissions,3424
18/01/2021,England,NewAdmissions,3711
18/01/2021,Northern Ireland,NewAdmissions,63
18/01/2021,Scotland,NewAdmissions,172
18/01/2021,Wales,NewAdmissions,102
19/01/2021,Northern Ireland,NewAdmissions,54
19/01/2021,Scotland,NewAdmissions,197
19/01/2021,Wales,NewAdmissions,126
19/01/2021,England,NewAdmissions,3768
20/01/2021,England,NewAdmissions,3679
20/01/2021,Scotland,NewAdmissions,184
20/01/2021,Wales,NewAdmissions,110
20/01/2021,Northern Ireland,NewAdmissions,56
21/01/2021,Wales,NewAdmissions,116
21/01/2021,Scotland,NewAdmissions,195
21/01/2021,Northern Ireland,NewAdmissions,50
21/01/2021,England,NewAdmissions,3237
22/01/2021,England,NewAdmissions,3016
22/01/2021,Wales,NewAdmissions,133
22/01/2021,Scotland,NewAdmissions,171
22/01/2021,Northern Ireland,NewAdmissions,47
23/01/2021,Scotland,NewAdmissions,148
23/01/2021,Northern Ireland,NewAdmissions,40
23/01/2021,Wales,NewAdmissions,135
23/01/2021,England,NewAdmissions,2780
24/01/2021,England,NewAdmissions,2824
24/01/2021,Northern Ireland,NewAdmissions,47
24/01/2021,Scotland,NewAdmissions,120
24/01/2021,Wales,NewAdmissions,110
25/01/2021,Scotland,NewAdmissions,148
25/01/2021,Northern Ireland,NewAdmissions,38
25/01/2021,Wales,NewAdmissions,75
25/01/2021,England,NewAdmissions,2648
26/01/2021,England,NewAdmissions,2799
26/01/2021,Northern Ireland,NewAdmissions,54
26/01/2021,Wales,NewAdmissions,120
26/01/2021,Scotland,NewAdmissions,159
27/01/2021,Scotland,NewAdmissions,155
27/01/2021,Wales,NewAdmissions,112
27/01/2021,Northern Ireland,NewAdmissions,39
27/01/2021,England,NewAdmissions,2742
28/01/2021,England,NewAdmissions,2719
28/01/2021,Northern Ireland,NewAdmissions,35
28/01/2021,Wales,NewAdmissions,132
28/01/2021,Scotland,NewAdmissions,139
29/01/2021,Wales,NewAdmissions,97
29/01/2021,Scotland,NewAdmissions,152
29/01/2021,Northern Ireland,NewAdmissions,48
29/01/2021,England,NewAdmissions,2379
30/01/2021,England,NewAdmissions,2193
30/01/2021,Scotland,NewAdmissions,116
30/01/2021,Wales,NewAdmissions,103
30/01/2021,Northern Ireland,NewAdmissions,38
31/01/2021,Scotland,NewAdmissions,108
31/01/2021,Wales,NewAdmissions,77
31/01/2021,Northern Ireland,NewAdmissions,26
31/01/2021,England,NewAdmissions,2183
01/02/2021,England,NewAdmissions,2347
01/02/2021,Northern Ireland,NewAdmissions,43
01/02/2021,Wales,NewAdmissions,80
01/02/2021,Scotland,NewAdmissions,126
02/02/2021,Wales,NewAdmissions,99
02/02/2021,Scotland,NewAdmissions,110
02/02/2021,Northern Ireland,NewAdmissions,42
02/02/2021,England,NewAdmissions,2222
03/02/2021,England,NewAdmissions,2096
03/02/2021,Northern Ireland,NewAdmissions,30
03/02/2021,Scotland,NewAdmissions,113
03/02/2021,Wales,NewAdmissions,108
04/02/2021,Wales,NewAdmissions,93
04/02/2021,Northern Ireland,NewAdmissions,25
04/02/2021,Scotland,NewAdmissions,111
04/02/2021,England,NewAdmissions,1907
05/02/2021,England,NewAdmissions,1757
05/02/2021,Wales,NewAdmissions,93
05/02/2021,Scotland,NewAdmissions,113
05/02/2021,Northern Ireland,NewAdmissions,27
06/02/2021,Northern Ireland,NewAdmissions,25
06/02/2021,Wales,NewAdmissions,88
06/02/2021,Scotland,NewAdmissions,91
06/02/2021,England,NewAdmissions,1679
07/02/2021,England,NewAdmissions,1675
07/02/2021,Scotland,NewAdmissions,96
07/02/2021,Northern Ireland,NewAdmissions,19
07/02/2021,Wales,NewAdmissions,57
08/02/2021,Wales,NewAdmissions,65
08/02/2021,Scotland,NewAdmissions,83
08/02/2021,Northern Ireland,NewAdmissions,23
08/02/2021,England,NewAdmissions,1739
09/02/2021,England,NewAdmissions,1531
09/02/2021,Wales,NewAdmissions,87
09/02/2021,Scotland,NewAdmissions,96
09/02/2021,Northern Ireland,NewAdmissions,17
10/02/2021,Wales,NewAdmissions,85
10/02/2021,Northern Ireland,NewAdmissions,17
10/02/2021,Scotland,NewAdmissions,81
10/02/2021,England,NewAdmissions,1535
11/02/2021,England,NewAdmissions,1440
11/02/2021,Scotland,NewAdmissions,95
11/02/2021,Northern Ireland,NewAdmissions,22
11/02/2021,Wales,NewAdmissions,106
12/02/2021,Northern Ireland,NewAdmissions,17
12/02/2021,Scotland,NewAdmissions,95
12/02/2021,Wales,NewAdmissions,76
12/02/2021,England,NewAdmissions,1318
13/02/2021,England,NewAdmissions,1240
13/02/2021,Northern Ireland,NewAdmissions,17
13/02/2021,Scotland,NewAdmissions,71
13/02/2021,Wales,NewAdmissions,99
14/02/2021,Northern Ireland,NewAdmissions,12
14/02/2021,Wales,NewAdmissions,91
14/02/2021,Scotland,NewAdmissions,66
14/02/2021,England,NewAdmissions,1364
15/02/2021,England,NewAdmissions,1322
15/02/2021,Wales,NewAdmissions,63
15/02/2021,Scotland,NewAdmissions,87
15/02/2021,Northern Ireland,NewAdmissions,25
16/02/2021,Northern Ireland,NewAdmissions,17
16/02/2021,Scotland,NewAdmissions,98
16/02/2021,Wales,NewAdmissions,63
16/02/2021,England,NewAdmissions,1311
17/02/2021,Northern Ireland,NewAdmissions,15
17/02/2021,Wales,NewAdmissions,86
17/02/2021,Scotland,NewAdmissions,73
17/02/2021,England,NewAdmissions,1233
18/02/2021,England,NewAdmissions,1149
18/02/2021,Northern Ireland,NewAdmissions,24
18/02/2021,Scotland,NewAdmissions,78
18/02/2021,Wales,NewAdmissions,78
19/02/2021,Wales,NewAdmissions,90
19/02/2021,Northern Ireland,NewAdmissions,25
19/02/2021,Scotland,NewAdmissions,89
19/02/2021,England,NewAdmissions,1068
20/02/2021,England,NewAdmissions,904
20/02/2021,Northern Ireland,NewAdmissions,15
20/02/2021,Wales,NewAdmissions,83
20/02/2021,Scotland,NewAdmissions,82
21/02/2021,Wales,NewAdmissions,65
21/02/2021,Scotland,NewAdmissions,69
21/02/2021,Northern Ireland,NewAdmissions,10
21/02/2021,England,NewAdmissions,1008
22/02/2021,England,NewAdmissions,980
22/02/2021,Northern Ireland,NewAdmissions,17
22/02/2021,Wales,NewAdmissions,45
22/02/2021,Scotland,NewAdmissions,72
23/02/2021,Northern Ireland,NewAdmissions,21
23/02/2021,Scotland,NewAdmissions,65
23/02/2021,Wales,NewAdmissions,53
23/02/2021,England,NewAdmissions,976
24/02/2021,England,NewAdmissions,874
24/02/2021,Wales,NewAdmissions,70
24/02/2021,Northern Ireland,NewAdmissions,18
24/02/2021,Scotland,NewAdmissions,57
25/02/2021,Northern Ireland,NewAdmissions,15
25/02/2021,Scotland,NewAdmissions,51
25/02/2021,Wales,NewAdmissions,69
25/02/2021,England,NewAdmissions,832
26/02/2021,England,NewAdmissions,718
26/02/2021,Wales,NewAdmissions,66
26/02/2021,Northern Ireland,NewAdmissions,11
26/02/2021,Scotland,NewAdmissions,62
27/02/2021,Wales,NewAdmissions,55
27/02/2021,Scotland,NewAdmissions,50
27/02/2021,Northern Ireland,NewAdmissions,10
27/02/2021,England,NewAdmissions,624
28/02/2021,England,NewAdmissions,662
28/02/2021,Northern Ireland,NewAdmissions,11
28/02/2021,Scotland,NewAdmissions,54
28/02/2021,Wales,NewAdmissions,47
01/03/2021,Wales,NewAdmissions,30
01/03/2021,Scotland,NewAdmissions,68
01/03/2021,Northern Ireland,NewAdmissions,11
01/03/2021,England,NewAdmissions,704
02/03/2021,England,NewAdmissions,683
02/03/2021,Scotland,NewAdmissions,64
02/03/2021,Wales,NewAdmissions,73
02/03/2021,Northern Ireland,NewAdmissions,14
03/03/2021,Wales,NewAdmissions,52
03/03/2021,Scotland,NewAdmissions,40
03/03/2021,Northern Ireland,NewAdmissions,14
03/03/2021,England,NewAdmissions,607
04/03/2021,England,NewAdmissions,596
04/03/2021,Northern Ireland,NewAdmissions,11
04/03/2021,Scotland,NewAdmissions,46
04/03/2021,Wales,NewAdmissions,50
05/03/2021,Scotland,NewAdmissions,38
05/03/2021,Wales,NewAdmissions,61
05/03/2021,Northern Ireland,NewAdmissions,9
05/03/2021,England,NewAdmissions,487
06/03/2021,England,NewAdmissions,528
06/03/2021,Wales,NewAdmissions,61
06/03/2021,Northern Ireland,NewAdmissions,11
06/03/2021,Scotland,NewAdmissions,34
07/03/2021,Northern Ireland,NewAdmissions,8
07/03/2021,Wales,NewAdmissions,39
07/03/2021,Scotland,NewAdmissions,23
07/03/2021,England,NewAdmissions,461
08/03/2021,England,NewAdmissions,501
08/03/2021,Northern Ireland,NewAdmissions,10
08/03/2021,Scotland,NewAdmissions,33
08/03/2021,Wales,NewAdmissions,26
09/03/2021,Scotland,NewAdmissions,45
09/03/2021,Northern Ireland,NewAdmissions,4
09/03/2021,Wales,NewAdmissions,40
09/03/2021,England,NewAdmissions,483
10/03/2021,England,NewAdmissions,494
10/03/2021,Wales,NewAdmissions,30
10/03/2021,Northern Ireland,NewAdmissions,12
10/03/2021,Scotland,NewAdmissions,34
11/03/2021,Wales,NewAdmissions,48
11/03/2021,Northern Ireland,NewAdmissions,12
11/03/2021,Scotland,NewAdmissions,34
11/03/2021,England,NewAdmissions,449
12/03/2021,England,NewAdmissions,386
12/03/2021,Northern Ireland,NewAdmissions,10
12/03/2021,Wales,NewAdmissions,39
12/03/2021,Scotland,NewAdmissions,38
13/03/2021,Wales,NewAdmissions,36
13/03/2021,Scotland,NewAdmissions,29
13/03/2021,Northern Ireland,NewAdmissions,10
13/03/2021,England,NewAdmissions,385
14/03/2021,England,NewAdmissions,357
14/03/2021,Wales,NewAdmissions,40
14/03/2021,Northern Ireland,NewAdmissions,7
14/03/2021,Scotland,NewAdmissions,25
15/03/2021,Scotland,NewAdmissions,40
15/03/2021,Northern Ireland,NewAdmissions,7
15/03/2021,Wales,NewAdmissions,23
15/03/2021,England,NewAdmissions,431
16/03/2021,England,NewAdmissions,364
16/03/2021,Scotland,NewAdmissions,25
16/03/2021,Wales,NewAdmissions,39
16/03/2021,Northern Ireland,NewAdmissions,10
17/03/2021,Wales,NewAdmissions,55
17/03/2021,Scotland,NewAdmissions,35
17/03/2021,Northern Ireland,NewAdmissions,6
17/03/2021,England,NewAdmissions,343
18/03/2021,England,NewAdmissions,351
18/03/2021,Scotland,NewAdmissions,32
18/03/2021,Northern Ireland,NewAdmissions,6
18/03/2021,Wales,NewAdmissions,59
19/03/2021,Wales,NewAdmissions,57
19/03/2021,Scotland,NewAdmissions,22
19/03/2021,Northern Ireland,NewAdmissions,10
19/03/2021,England,NewAdmissions,283
20/03/2021,England,NewAdmissions,287
20/03/2021,Scotland,NewAdmissions,19
20/03/2021,Wales,NewAdmissions,51
20/03/2021,Northern Ireland,NewAdmissions,3
21/03/2021,Scotland,NewAdmissions,29
21/03/2021,Northern Ireland,NewAdmissions,9
21/03/2021,Wales,NewAdmissions,43
21/03/2021,England,NewAdmissions,279
22/03/2021,England,NewAdmissions,294
22/03/2021,Wales,NewAdmissions,30
22/03/2021,Northern Ireland,NewAdmissions,6
22/03/2021,Scotland,NewAdmissions,32
23/03/2021,Scotland,NewAdmissions,28
23/03/2021,Northern Ireland,NewAdmissions,8
23/03/2021,Wales,NewAdmissions,37
23/03/2021,England,NewAdmissions,295
24/03/2021,England,NewAdmissions,277
24/03/2021,Scotland,NewAdmissions,28
24/03/2021,Wales,NewAdmissions,35
24/03/2021,Northern Ireland,NewAdmissions,6
25/03/2021,Scotland,NewAdmissions,30
25/03/2021,Wales,NewAdmissions,19
25/03/2021,Northern Ireland,NewAdmissions,5
25/03/2021,England,NewAdmissions,288
26/03/2021,England,NewAdmissions,245
26/03/2021,Northern Ireland,NewAdmissions,6
26/03/2021,Wales,NewAdmissions,18
26/03/2021,Scotland,NewAdmissions,23
27/03/2021,Wales,NewAdmissions,29
27/03/2021,Scotland,NewAdmissions,20
27/03/2021,Northern Ireland,NewAdmissions,5
27/03/2021,England,NewAdmissions,217
28/03/2021,England,NewAdmissions,221
28/03/2021,Wales,NewAdmissions,19
28/03/2021,Northern Ireland,NewAdmissions,5
28/03/2021,Scotland,NewAdmissions,25
29/03/2021,Scotland,NewAdmissions,22
29/03/2021,Northern Ireland,NewAdmissions,10
29/03/2021,Wales,NewAdmissions,11
29/03/2021,England,NewAdmissions,206
30/03/2021,England,NewAdmissions,217
30/03/2021,Scotland,NewAdmissions,20
30/03/2021,Wales,NewAdmissions,17
30/03/2021,Northern Ireland,NewAdmissions,3
31/03/2021,Wales,NewAdmissions,17
31/03/2021,Scotland,NewAdmissions,22
31/03/2021,Northern Ireland,NewAdmissions,2
31/03/2021,England,NewAdmissions,225
01/04/2021,England,NewAdmissions,180
01/04/2021,Scotland,NewAdmissions,23
01/04/2021,Northern Ireland,NewAdmissions,6
01/04/2021,Wales,NewAdmissions,21
02/04/2021,Wales,NewAdmissions,25
02/04/2021,Scotland,NewAdmissions,25
02/04/2021,Northern Ireland,NewAdmissions,7
02/04/2021,England,NewAdmissions,178
03/04/2021,England,NewAdmissions,179
03/04/2021,Northern Ireland,NewAdmissions,6
03/04/2021,Wales,NewAdmissions,22
03/04/2021,Scotland,NewAdmissions,16
04/04/2021,Northern Ireland,NewAdmissions,3
04/04/2021,Scotland,NewAdmissions,15
04/04/2021,Wales,NewAdmissions,21
04/04/2021,England,NewAdmissions,156
05/04/2021,England,NewAdmissions,188
05/04/2021,Northern Ireland,NewAdmissions,1
05/04/2021,Wales,NewAdmissions,17
05/04/2021,Scotland,NewAdmissions,31
06/04/2021,Wales,NewAdmissions,17
06/04/2021,Scotland,NewAdmissions,18
06/04/2021,Northern Ireland,NewAdmissions,4
06/04/2021,England,NewAdmissions,183
07/04/2021,England,NewAdmissions,189
07/04/2021,Northern Ireland,NewAdmissions,5
07/04/2021,Scotland,NewAdmissions,22
07/04/2021,Wales,NewAdmissions,18
08/04/2021,Scotland,NewAdmissions,20
08/04/2021,Northern Ireland,NewAdmissions,2
08/04/2021,Wales,NewAdmissions,16
08/04/2021,England,NewAdmissions,167
09/04/2021,England,NewAdmissions,167
09/04/2021,Scotland,NewAdmissions,21
09/04/2021,Wales,NewAdmissions,16
09/04/2021,Northern Ireland,NewAdmissions,2
10/04/2021,Northern Ireland,NewAdmissions,8
10/04/2021,Scotland,NewAdmissions,13
10/04/2021,Wales,NewAdmissions,13
10/04/2021,England,NewAdmissions,151
11/04/2021,England,NewAdmissions,175
11/04/2021,Scotland,NewAdmissions,14
11/04/2021,Wales,NewAdmissions,14
11/04/2021,Northern Ireland,NewAdmissions,4
12/04/2021,Northern Ireland,NewAdmissions,1
12/04/2021,Wales,NewAdmissions,17
12/04/2021,Scotland,NewAdmissions,12
12/04/2021,England,NewAdmissions,173
13/04/2021,England,NewAdmissions,153
13/04/2021,Northern Ireland,NewAdmissions,4
13/04/2021,Scotland,NewAdmissions,12
13/04/2021,Wales,NewAdmissions,11
14/04/2021,Scotland,NewAdmissions,16
14/04/2021,Wales,NewAdmissions,20
14/04/2021,Northern Ireland,NewAdmissions,2
14/04/2021,England,NewAdmissions,156
15/04/2021,England,NewAdmissions,127
15/04/2021,Northern Ireland,NewAdmissions,3
15/04/2021,Wales,NewAdmissions,16
15/04/2021,Scotland,NewAdmissions,14
16/04/2021,Wales,NewAdmissions,21
16/04/2021,Scotland,NewAdmissions,15
16/04/2021,Northern Ireland,NewAdmissions,4
16/04/2021,England,NewAdmissions,118
17/04/2021,England,NewAdmissions,135
17/04/2021,Scotland,NewAdmissions,11
17/04/2021,Wales,NewAdmissions,10
17/04/2021,Northern Ireland,NewAdmissions,2
18/04/2021,Scotland,NewAdmissions,12
18/04/2021,Wales,NewAdmissions,15
18/04/2021,Northern Ireland,NewAdmissions,0
18/04/2021,England,NewAdmissions,112
19/04/2021,England,NewAdmissions,138
19/04/2021,Northern Ireland,NewAdmissions,2
19/04/2021,Wales,NewAdmissions,20
19/04/2021,Scotland,NewAdmissions,16
20/04/2021,Wales,NewAdmissions,22
20/04/2021,Scotland,NewAdmissions,10
20/04/2021,Northern Ireland,NewAdmissions,3
20/04/2021,England,NewAdmissions,98
21/04/2021,England,NewAdmissions,126
21/04/2021,Scotland,NewAdmissions,14
21/04/2021,Northern Ireland,NewAdmissions,8
21/04/2021,Wales,NewAdmissions,23
22/04/2021,Scotland,NewAdmissions,13
22/04/2021,Northern Ireland,NewAdmissions,3
22/04/2021,Wales,NewAdmissions,13
22/04/2021,England,NewAdmissions,92
23/04/2021,England,NewAdmissions,124
23/04/2021,Northern Ireland,NewAdmissions,4
23/04/2021,Scotland,NewAdmissions,14
23/04/2021,Wales,NewAdmissions,10
24/04/2021,Northern Ireland,NewAdmissions,6
24/04/2021,Scotland,NewAdmissions,10
24/04/2021,Wales,NewAdmissions,15
24/04/2021,England,NewAdmissions,99
25/04/2021,England,NewAdmissions,107
25/04/2021,Wales,NewAdmissions,17
25/04/2021,Northern Ireland,NewAdmissions,4
25/04/2021,Scotland,NewAdmissions,9
26/04/2021,Scotland,NewAdmissions,13
26/04/2021,Northern Ireland,NewAdmissions,3
26/04/2021,Wales,NewAdmissions,10
26/04/2021,England,NewAdmissions,108
27/04/2021,England,NewAdmissions,128
27/04/2021,Scotland,NewAdmissions,13
27/04/2021,Northern Ireland,NewAdmissions,3
27/04/2021,Wales,NewAdmissions,19
28/04/2021,Wales,NewAdmissions,12
28/04/2021,Scotland,NewAdmissions,7
28/04/2021,Northern Ireland,NewAdmissions,5
28/04/2021,England,NewAdmissions,89
29/04/2021,England,NewAdmissions,80
29/04/2021,Scotland,NewAdmissions,11
29/04/2021,Northern Ireland,NewAdmissions,2
29/04/2021,Wales,NewAdmissions,9
30/04/2021,Northern Ireland,NewAdmissions,6
30/04/2021,Scotland,NewAdmissions,13
30/04/2021,Wales,NewAdmissions,12
30/04/2021,England,NewAdmissions,82
01/05/2021,England,NewAdmissions,68
01/05/2021,Northern Ireland,NewAdmissions,2
01/05/2021,Wales,NewAdmissions,20
01/05/2021,Scotland,NewAdmissions,9
02/05/2021,Scotland,NewAdmissions,7
02/05/2021,Northern Ireland,NewAdmissions,1
02/05/2021,Wales,NewAdmissions,21
02/05/2021,England,NewAdmissions,92
03/05/2021,England,NewAdmissions,98
03/05/2021,Wales,NewAdmissions,13
03/05/2021,Scotland,NewAdmissions,6
03/05/2021,Northern Ireland,NewAdmissions,6
04/05/2021,Wales,NewAdmissions,14
04/05/2021,Northern Ireland,NewAdmissions,2
04/05/2021,Scotland,NewAdmissions,10
04/05/2021,England,NewAdmissions,76
05/05/2021,England,NewAdmissions,96
05/05/2021,Wales,NewAdmissions,12
05/05/2021,Northern Ireland,NewAdmissions,4
05/05/2021,Scotland,NewAdmissions,7
06/05/2021,Scotland,NewAdmissions,16
06/05/2021,Northern Ireland,NewAdmissions,3
06/05/2021,Wales,NewAdmissions,15
06/05/2021,England,NewAdmissions,88
07/05/2021,England,NewAdmissions,77
07/05/2021,Scotland,NewAdmissions,11
07/05/2021,Wales,NewAdmissions,13
07/05/2021,Northern Ireland,NewAdmissions,1
08/05/2021,Northern Ireland,NewAdmissions,1
08/05/2021,Scotland,NewAdmissions,13
08/05/2021,Wales,NewAdmissions,15
08/05/2021,England,NewAdmissions,80
09/05/2021,England,NewAdmissions,76
09/05/2021,Wales,NewAdmissions,11
09/05/2021,Scotland,NewAdmissions,11
09/05/2021,Northern Ireland,NewAdmissions,3
10/05/2021,Wales,NewAdmissions,19
10/05/2021,Scotland,NewAdmissions,8
10/05/2021,Northern Ireland,NewAdmissions,4
10/05/2021,England,NewAdmissions,76
11/05/2021,England,NewAdmissions,79
11/05/2021,Northern Ireland,NewAdmissions,2
11/05/2021,Scotland,NewAdmissions,14
11/05/2021,Wales,NewAdmissions,13
12/05/2021,Wales,NewAdmissions,13
12/05/2021,Northern Ireland,NewAdmissions,1
12/05/2021,Scotland,NewAdmissions,13
12/05/2021,England,NewAdmissions,93
13/05/2021,England,NewAdmissions,74
13/05/2021,Northern Ireland,NewAdmissions,2
13/05/2021,Scotland,NewAdmissions,10
13/05/2021,Wales,NewAdmissions,18
14/05/2021,Northern Ireland,NewAdmissions,4
14/05/2021,Scotland,NewAdmissions,12
14/05/2021,Wales,NewAdmissions,9
14/05/2021,England,NewAdmissions,72
15/05/2021,England,NewAdmissions,70
15/05/2021,Scotland,NewAdmissions,6
15/05/2021,Northern Ireland,NewAdmissions,0
15/05/2021,Wales,NewAdmissions,14
16/05/2021,Wales,NewAdmissions,9
16/05/2021,Northern Ireland,NewAdmissions,0
16/05/2021,Scotland,NewAdmissions,12
16/05/2021,England,NewAdmissions,59
17/05/2021,England,NewAdmissions,74
17/05/2021,Wales,NewAdmissions,12
17/05/2021,Scotland,NewAdmissions,11
17/05/2021,Northern Ireland,NewAdmissions,6
18/05/2021,Scotland,NewAdmissions,21
18/05/2021,Wales,NewAdmissions,14
18/05/2021,Northern Ireland,NewAdmissions,2
18/05/2021,England,NewAdmissions,90
19/05/2021,England,NewAdmissions,93
19/05/2021,Wales,NewAdmissions,13
19/05/2021,Northern Ireland,NewAdmissions,2
19/05/2021,Scotland,NewAdmissions,19
20/05/2021,Northern Ireland,NewAdmissions,0
20/05/2021,Wales,NewAdmissions,15
20/05/2021,Scotland,NewAdmissions,19
20/05/2021,England,NewAdmissions,98
21/05/2021,England,NewAdmissions,85
21/05/2021,Wales,NewAdmissions,12
21/05/2021,Scotland,NewAdmissions,26
21/05/2021,Northern Ireland,NewAdmissions,0
22/05/2021,Wales,NewAdmissions,21
22/05/2021,Scotland,NewAdmissions,20
22/05/2021,Northern Ireland,NewAdmissions,3
22/05/2021,England,NewAdmissions,75
23/05/2021,England,NewAdmissions,77
23/05/2021,Northern Ireland,NewAdmissions,1
23/05/2021,Wales,NewAdmissions,22
23/05/2021,Scotland,NewAdmissions,16
24/05/2021,Scotland,NewAdmissions,21
24/05/2021,Wales,NewAdmissions,18
24/05/2021,Northern Ireland,NewAdmissions,4
24/05/2021,England,NewAdmissions,98
25/05/2021,England,NewAdmissions,88
25/05/2021,Wales,NewAdmissions,24
25/05/2021,Northern Ireland,NewAdmissions,3
25/05/2021,Scotland,NewAdmissions,20
26/05/2021,Northern Ireland,NewAdmissions,1
26/05/2021,Scotland,NewAdmissions,14
26/05/2021,Wales,NewAdmissions,22
26/05/2021,England,NewAdmissions,95
27/05/2021,England,NewAdmissions,83
27/05/2021,Scotland,NewAdmissions,17
27/05/2021,Wales,NewAdmissions,27
27/05/2021,Northern Ireland,NewAdmissions,1
28/05/2021,Scotland,NewAdmissions,26
28/05/2021,Wales,NewAdmissions,18
28/05/2021,Northern Ireland,NewAdmissions,2
28/05/2021,England,NewAdmissions,92
29/05/2021,England,NewAdmissions,69
29/05/2021,Wales,NewAdmissions,7
29/05/2021,Scotland,NewAdmissions,27
29/05/2021,Northern Ireland,NewAdmissions,0
30/05/2021,Wales,NewAdmissions,12
30/05/2021,Northern Ireland,NewAdmissions,0
30/05/2021,Scotland,NewAdmissions,20
30/05/2021,England,NewAdmissions,80
31/05/2021,England,NewAdmissions,98
31/05/2021,Wales,NewAdmissions,6
31/05/2021,Northern Ireland,NewAdmissions,0
31/05/2021,Scotland,NewAdmissions,20
01/06/2021,Scotland,NewAdmissions,33
01/06/2021,Northern Ireland,NewAdmissions,1
01/06/2021,Wales,NewAdmissions,7
01/06/2021,England,NewAdmissions,115
02/06/2021,England,NewAdmissions,101
02/06/2021,Wales,NewAdmissions,6
02/06/2021,Northern Ireland,NewAdmissions,2
02/06/2021,Scotland,NewAdmissions,23
03/06/2021,Northern Ireland,NewAdmissions,1
03/06/2021,Wales,NewAdmissions,2
03/06/2021,Scotland,NewAdmissions,33
03/06/2021,England,NewAdmissions,93
04/06/2021,England,NewAdmissions,96
04/06/2021,Scotland,NewAdmissions,24
04/06/2021,Northern Ireland,NewAdmissions,1
04/06/2021,Wales,NewAdmissions,5
05/06/2021,Wales,NewAdmissions,9
05/06/2021,Scotland,NewAdmissions,22
05/06/2021,Northern Ireland,NewAdmissions,0
05/06/2021,England,NewAdmissions,96
06/06/2021,England,NewAdmissions,121
06/06/2021,Scotland,NewAdmissions,30
06/06/2021,Northern Ireland,NewAdmissions,1
