Date,Nation,Metric,Deaths
09/02/2021,Wales,DeathsByDate,29
09/02/2021,Scotland,DeathsByDate,58
09/02/2021,Northern Ireland,DeathsByDate,6
10/02/2021,Northern Ireland,DeathsByDate,11
10/02/2021,England,DeathsByDate,629
10/02/2021,Wales,DeathsByDate,29
10/02/2021,Scotland,DeathsByDate,42
11/02/2021,Scotland,DeathsByDate,45
11/02/2021,England,DeathsByDate,590
11/02/2021,Wales,DeathsByDate,27
11/02/2021,Northern Ireland,DeathsByDate,13
12/02/2021,Northern Ireland,DeathsByDate,11
12/02/2021,Wales,DeathsByDate,31
12/02/2021,Scotland,DeathsByDate,47
12/02/2021,England,DeathsByDate,546
13/02/2021,England,DeathsByDate,512
13/02/2021,Wales,DeathsByDate,31
13/02/2021,Scotland,DeathsByDate,35
13/02/2021,Northern Ireland,DeathsByDate,8
14/02/2021,Northern Ireland,DeathsByDate,8
14/02/2021,Scotland,DeathsByDate,42
14/02/2021,England,DeathsByDate,520
14/02/2021,Wales,DeathsByDate,32
15/02/2021,England,DeathsByDate,549
15/02/2021,Wales,DeathsByDate,16
15/02/2021,Scotland,DeathsByDate,41
15/02/2021,Northern Ireland,DeathsByDate,8
16/02/2021,Northern Ireland,DeathsByDate,17
16/02/2021,Wales,DeathsByDate,16
16/02/2021,Scotland,DeathsByDate,34
16/02/2021,England,DeathsByDate,501
17/02/2021,Scotland,DeathsByDate,35
17/02/2021,Wales,DeathsByDate,18
17/02/2021,England,DeathsByDate,438
17/02/2021,Northern Ireland,DeathsByDate,13
18/02/2021,Northern Ireland,DeathsByDate,7
18/02/2021,England,DeathsByDate,454
18/02/2021,Scotland,DeathsByDate,41
18/02/2021,Wales,DeathsByDate,19
19/02/2021,Scotland,DeathsByDate,50
19/02/2021,Wales,DeathsByDate,26
19/02/2021,England,DeathsByDate,390
19/02/2021,Northern Ireland,DeathsByDate,3
20/02/2021,Northern Ireland,DeathsByDate,7
20/02/2021,Wales,DeathsByDate,21
20/02/2021,Scotland,DeathsByDate,36
20/02/2021,England,DeathsByDate,388
21/02/2021,Wales,DeathsByDate,21
21/02/2021,Scotland,DeathsByDate,28
21/02/2021,England,DeathsByDate,355
21/02/2021,Northern Ireland,DeathsByDate,7
22/02/2021,Northern Ireland,DeathsByDate,12
22/02/2021,England,DeathsByDate,325
22/02/2021,Scotland,DeathsByDate,26
22/02/2021,Wales,DeathsByDate,15
23/02/2021,Wales,DeathsByDate,18
23/02/2021,England,DeathsByDate,336
23/02/2021,Scotland,DeathsByDate,22
23/02/2021,Northern Ireland,DeathsByDate,3
24/02/2021,Northern Ireland,DeathsByDate,8
24/02/2021,England,DeathsByDate,317
24/02/2021,Scotland,DeathsByDate,24
24/02/2021,Wales,DeathsByDate,17
25/02/2021,Wales,DeathsByDate,17
25/02/2021,Scotland,DeathsByDate,23
25/02/2021,England,DeathsByDate,308
25/02/2021,Northern Ireland,DeathsByDate,7
26/02/2021,Northern Ireland,DeathsByDate,6
26/02/2021,Scotland,DeathsByDate,19
26/02/2021,England,DeathsByDate,262
26/02/2021,Wales,DeathsByDate,16
27/02/2021,England,DeathsByDate,265
27/02/2021,Scotland,DeathsByDate,27
27/02/2021,Wales,DeathsByDate,13
27/02/2021,Northern Ireland,DeathsByDate,3
28/02/2021,Northern Ireland,DeathsByDate,4
28/02/2021,Wales,DeathsByDate,7
28/02/2021,England,DeathsByDate,257
28/02/2021,Scotland,DeathsByDate,12
01/03/2021,Scotland,DeathsByDate,23
01/03/2021,England,DeathsByDate,254
01/03/2021,Wales,DeathsByDate,14
01/03/2021,Northern Ireland,DeathsByDate,5
02/03/2021,Northern Ireland,DeathsByDate,4
02/03/2021,Scotland,DeathsByDate,18
02/03/2021,England,DeathsByDate,210
02/03/2021,Wales,DeathsByDate,11
03/03/2021,Scotland,DeathsByDate,14
03/03/2021,England,DeathsByDate,188
03/03/2021,Wales,DeathsByDate,11
03/03/2021,Northern Ireland,DeathsByDate,5
04/03/2021,Northern Ireland,DeathsByDate,3
04/03/2021,Wales,DeathsByDate,11
04/03/2021,Scotland,DeathsByDate,16
04/03/2021,England,DeathsByDate,204
05/03/2021,Wales,DeathsByDate,6
05/03/2021,England,DeathsByDate,203
05/03/2021,Scotland,DeathsByDate,12
05/03/2021,Northern Ireland,DeathsByDate,1
06/03/2021,Northern Ireland,DeathsByDate,6
06/03/2021,Scotland,DeathsByDate,12
06/03/2021,England,DeathsByDate,178
06/03/2021,Wales,DeathsByDate,13
07/03/2021,England,DeathsByDate,175
07/03/2021,Wales,DeathsByDate,8
07/03/2021,Scotland,DeathsByDate,11
07/03/2021,Northern Ireland,DeathsByDate,3
08/03/2021,Northern Ireland,DeathsByDate,2
08/03/2021,Wales,DeathsByDate,8
08/03/2021,Scotland,DeathsByDate,22
08/03/2021,England,DeathsByDate,165
09/03/2021,Scotland,DeathsByDate,14
09/03/2021,Wales,DeathsByDate,4
09/03/2021,England,DeathsByDate,160
09/03/2021,Northern Ireland,DeathsByDate,6
10/03/2021,Northern Ireland,DeathsByDate,6
10/03/2021,England,DeathsByDate,136
10/03/2021,Wales,DeathsByDate,14
10/03/2021,Scotland,DeathsByDate,5
11/03/2021,England,DeathsByDate,152
11/03/2021,Scotland,DeathsByDate,11
11/03/2021,Wales,DeathsByDate,4
11/03/2021,Northern Ireland,DeathsByDate,6
12/03/2021,Northern Ireland,DeathsByDate,2
12/03/2021,Wales,DeathsByDate,7
12/03/2021,Scotland,DeathsByDate,9
12/03/2021,England,DeathsByDate,117
13/03/2021,Wales,DeathsByDate,6
13/03/2021,Scotland,DeathsByDate,6
13/03/2021,England,DeathsByDate,123
13/03/2021,Northern Ireland,DeathsByDate,0
14/03/2021,Northern Ireland,DeathsByDate,1
14/03/2021,Scotland,DeathsByDate,15
14/03/2021,Wales,DeathsByDate,7
14/03/2021,England,DeathsByDate,115
15/03/2021,Wales,DeathsByDate,8
15/03/2021,Scotland,DeathsByDate,7
15/03/2021,England,DeathsByDate,122
15/03/2021,Northern Ireland,DeathsByDate,2
16/03/2021,Northern Ireland,DeathsByDate,3
16/03/2021,England,DeathsByDate,94
16/03/2021,Wales,DeathsByDate,4
16/03/2021,Scotland,DeathsByDate,13
17/03/2021,Scotland,DeathsByDate,12
17/03/2021,England,DeathsByDate,104
17/03/2021,Wales,DeathsByDate,9
17/03/2021,Northern Ireland,DeathsByDate,2
18/03/2021,Northern Ireland,DeathsByDate,4
18/03/2021,Scotland,DeathsByDate,6
18/03/2021,England,DeathsByDate,85
18/03/2021,Wales,DeathsByDate,5
19/03/2021,Scotland,DeathsByDate,11
19/03/2021,England,DeathsByDate,82
19/03/2021,Wales,DeathsByDate,8
19/03/2021,Northern Ireland,DeathsByDate,3
20/03/2021,Northern Ireland,DeathsByDate,2
20/03/2021,Scotland,DeathsByDate,8
20/03/2021,England,DeathsByDate,89
20/03/2021,Wales,DeathsByDate,2
21/03/2021,Wales,DeathsByDate,5
21/03/2021,England,DeathsByDate,109
21/03/2021,Scotland,DeathsByDate,10
21/03/2021,Northern Ireland,DeathsByDate,3
22/03/2021,Northern Ireland,DeathsByDate,4
22/03/2021,Wales,DeathsByDate,5
22/03/2021,England,DeathsByDate,89
22/03/2021,Scotland,DeathsByDate,9
23/03/2021,Scotland,DeathsByDate,9
23/03/2021,England,DeathsByDate,83
23/03/2021,Wales,DeathsByDate,2
23/03/2021,Northern Ireland,DeathsByDate,1
24/03/2021,Northern Ireland,DeathsByDate,0
24/03/2021,England,DeathsByDate,58
24/03/2021,Scotland,DeathsByDate,6
24/03/2021,Wales,DeathsByDate,6
25/03/2021,Scotland,DeathsByDate,9
25/03/2021,Wales,DeathsByDate,2
25/03/2021,England,DeathsByDate,68
25/03/2021,Northern Ireland,DeathsByDate,0
26/03/2021,Northern Ireland,DeathsByDate,4
26/03/2021,Wales,DeathsByDate,2
26/03/2021,Scotland,DeathsByDate,8
26/03/2021,England,DeathsByDate,61
27/03/2021,Scotland,DeathsByDate,5
27/03/2021,Wales,DeathsByDate,2
27/03/2021,England,DeathsByDate,55
27/03/2021,Northern Ireland,DeathsByDate,3
28/03/2021,Northern Ireland,DeathsByDate,1
28/03/2021,Wales,DeathsByDate,0
28/03/2021,England,DeathsByDate,43
28/03/2021,Scotland,DeathsByDate,6
29/03/2021,Scotland,DeathsByDate,7
29/03/2021,Wales,DeathsByDate,2
29/03/2021,England,DeathsByDate,58
29/03/2021,Northern Ireland,DeathsByDate,4
30/03/2021,Northern Ireland,DeathsByDate,1
30/03/2021,Scotland,DeathsByDate,5
30/03/2021,England,DeathsByDate,50
30/03/2021,Wales,DeathsByDate,0
31/03/2021,Wales,DeathsByDate,3
31/03/2021,England,DeathsByDate,64
31/03/2021,Scotland,DeathsByDate,6
31/03/2021,Northern Ireland,DeathsByDate,0
01/04/2021,Northern Ireland,DeathsByDate,2
01/04/2021,Scotland,DeathsByDate,6
01/04/2021,England,DeathsByDate,54
01/04/2021,Wales,DeathsByDate,1
02/04/2021,Scotland,DeathsByDate,5
02/04/2021,England,DeathsByDate,38
02/04/2021,Wales,DeathsByDate,5
02/04/2021,Northern Ireland,DeathsByDate,2
03/04/2021,Northern Ireland,DeathsByDate,2
03/04/2021,Scotland,DeathsByDate,4
03/04/2021,England,DeathsByDate,34
03/04/2021,Wales,DeathsByDate,2
04/04/2021,Scotland,DeathsByDate,0
04/04/2021,Wales,DeathsByDate,1
04/04/2021,England,DeathsByDate,51
04/04/2021,Northern Ireland,DeathsByDate,1
05/04/2021,Northern Ireland,DeathsByDate,3
05/04/2021,Scotland,DeathsByDate,5
05/04/2021,England,DeathsByDate,35
05/04/2021,Wales,DeathsByDate,2
06/04/2021,England,DeathsByDate,37
06/04/2021,Scotland,DeathsByDate,3
06/04/2021,Wales,DeathsByDate,3
06/04/2021,Northern Ireland,DeathsByDate,2
07/04/2021,Northern Ireland,DeathsByDate,2
07/04/2021,England,DeathsByDate,38
07/04/2021,Scotland,DeathsByDate,5
07/04/2021,Wales,DeathsByDate,1
08/04/2021,Scotland,DeathsByDate,4
08/04/2021,Wales,DeathsByDate,2
08/04/2021,England,DeathsByDate,52
08/04/2021,Northern Ireland,DeathsByDate,3
09/04/2021,Northern Ireland,DeathsByDate,2
09/04/2021,Wales,DeathsByDate,2
09/04/2021,Scotland,DeathsByDate,2
09/04/2021,England,DeathsByDate,32
10/04/2021,England,DeathsByDate,36
10/04/2021,Scotland,DeathsByDate,5
10/04/2021,Wales,DeathsByDate,1
10/04/2021,Northern Ireland,DeathsByDate,1
11/04/2021,Northern Ireland,DeathsByDate,2
11/04/2021,Wales,DeathsByDate,1
11/04/2021,England,DeathsByDate,34
11/04/2021,Scotland,DeathsByDate,4
12/04/2021,Wales,DeathsByDate,2
12/04/2021,Scotland,DeathsByDate,0
12/04/2021,England,DeathsByDate,36
12/04/2021,Northern Ireland,DeathsByDate,0
13/04/2021,Northern Ireland,DeathsByDate,3
13/04/2021,England,DeathsByDate,37
13/04/2021,Scotland,DeathsByDate,6
13/04/2021,Wales,DeathsByDate,1
14/04/2021,Scotland,DeathsByDate,2
14/04/2021,Wales,DeathsByDate,4
14/04/2021,England,DeathsByDate,26
14/04/2021,Northern Ireland,DeathsByDate,3
15/04/2021,Northern Ireland,DeathsByDate,0
15/04/2021,England,DeathsByDate,37
15/04/2021,Wales,DeathsByDate,2
15/04/2021,Scotland,DeathsByDate,4
16/04/2021,England,DeathsByDate,28
16/04/2021,Scotland,DeathsByDate,1
16/04/2021,Wales,DeathsByDate,2
16/04/2021,Northern Ireland,DeathsByDate,1
17/04/2021,Northern Ireland,DeathsByDate,1
17/04/2021,Scotland,DeathsByDate,4
17/04/2021,England,DeathsByDate,36
17/04/2021,Wales,DeathsByDate,1
18/04/2021,England,DeathsByDate,27
18/04/2021,Scotland,DeathsByDate,1
18/04/2021,Wales,DeathsByDate,3
18/04/2021,Northern Ireland,DeathsByDate,0
19/04/2021,Northern Ireland,DeathsByDate,1
19/04/2021,Wales,DeathsByDate,1
19/04/2021,England,DeathsByDate,17
19/04/2021,Scotland,DeathsByDate,3
20/04/2021,England,DeathsByDate,30
20/04/2021,Scotland,DeathsByDate,3
20/04/2021,Wales,DeathsByDate,2
20/04/2021,Northern Ireland,DeathsByDate,0
21/04/2021,Northern Ireland,DeathsByDate,3
21/04/2021,England,DeathsByDate,26
21/04/2021,Scotland,DeathsByDate,7
21/04/2021,Wales,DeathsByDate,0
22/04/2021,Wales,DeathsByDate,0
22/04/2021,Scotland,DeathsByDate,2
22/04/2021,England,DeathsByDate,28
22/04/2021,Northern Ireland,DeathsByDate,3
23/04/2021,Northern Ireland,DeathsByDate,0
23/04/2021,Wales,DeathsByDate,3
23/04/2021,Scotland,DeathsByDate,3
23/04/2021,England,DeathsByDate,23
24/04/2021,Scotland,DeathsByDate,2
24/04/2021,England,DeathsByDate,19
24/04/2021,Wales,DeathsByDate,2
24/04/2021,Northern Ireland,DeathsByDate,1
25/04/2021,Northern Ireland,DeathsByDate,1
25/04/2021,Scotland,DeathsByDate,3
25/04/2021,England,DeathsByDate,22
25/04/2021,Wales,DeathsByDate,1
26/04/2021,Wales,DeathsByDate,0
26/04/2021,England,DeathsByDate,19
26/04/2021,Scotland,DeathsByDate,2
26/04/2021,Northern Ireland,DeathsByDate,0
27/04/2021,Northern Ireland,DeathsByDate,1
27/04/2021,Wales,DeathsByDate,0
27/04/2021,Scotland,DeathsByDate,1
27/04/2021,England,DeathsByDate,23
28/04/2021,Scotland,DeathsByDate,2
28/04/2021,Wales,DeathsByDate,0
28/04/2021,England,DeathsByDate,19
28/04/2021,Northern Ireland,DeathsByDate,0
29/04/2021,Northern Ireland,DeathsByDate,0
29/04/2021,Scotland,DeathsByDate,2
29/04/2021,England,DeathsByDate,15
29/04/2021,Wales,DeathsByDate,0
30/04/2021,Scotland,DeathsByDate,0
30/04/2021,England,DeathsByDate,16
30/04/2021,Wales,DeathsByDate,0
30/04/2021,Northern Ireland,DeathsByDate,0
01/05/2021,Northern Ireland,DeathsByDate,1
01/05/2021,Scotland,DeathsByDate,1
01/05/2021,Wales,DeathsByDate,0
01/05/2021,England,DeathsByDate,14
02/05/2021,Scotland,DeathsByDate,2
02/05/2021,Wales,DeathsByDate,1
02/05/2021,England,DeathsByDate,16
02/05/2021,Northern Ireland,DeathsByDate,0
03/05/2021,Northern Ireland,DeathsByDate,0
03/05/2021,England,DeathsByDate,17
03/05/2021,Scotland,DeathsByDate,0
03/05/2021,Wales,DeathsByDate,0
04/05/2021,England,DeathsByDate,14
04/05/2021,Wales,DeathsByDate,0
04/05/2021,Scotland,DeathsByDate,1
04/05/2021,Northern Ireland,DeathsByDate,0
05/05/2021,Northern Ireland,DeathsByDate,0
05/05/2021,England,DeathsByDate,20
05/05/2021,Wales,DeathsByDate,1
05/05/2021,Scotland,DeathsByDate,1
06/05/2021,Scotland,DeathsByDate,1
06/05/2021,England,DeathsByDate,14
06/05/2021,Wales,DeathsByDate,1
06/05/2021,Northern Ireland,DeathsByDate,1
07/05/2021,Northern Ireland,DeathsByDate,0
07/05/2021,England,DeathsByDate,16
07/05/2021,Wales,DeathsByDate,2
07/05/2021,Scotland,DeathsByDate,0
08/05/2021,Scotland,DeathsByDate,0
08/05/2021,Wales,DeathsByDate,2
08/05/2021,England,DeathsByDate,17
08/05/2021,Northern Ireland,DeathsByDate,1
09/05/2021,Northern Ireland,DeathsByDate,0
09/05/2021,England,DeathsByDate,11
09/05/2021,Scotland,DeathsByDate,0
09/05/2021,Wales,DeathsByDate,0
10/05/2021,Wales,DeathsByDate,0
10/05/2021,England,DeathsByDate,7
10/05/2021,Scotland,DeathsByDate,1
10/05/2021,Northern Ireland,DeathsByDate,0
11/05/2021,Northern Ireland,DeathsByDate,2
11/05/2021,Scotland,DeathsByDate,0
11/05/2021,England,DeathsByDate,19
11/05/2021,Wales,DeathsByDate,0
12/05/2021,England,DeathsByDate,13
12/05/2021,Scotland,DeathsByDate,2
12/05/2021,Wales,DeathsByDate,0
12/05/2021,Northern Ireland,DeathsByDate,0
13/05/2021,Northern Ireland,DeathsByDate,2
13/05/2021,Scotland,DeathsByDate,2
13/05/2021,England,DeathsByDate,10
13/05/2021,Wales,DeathsByDate,1
14/05/2021,Wales,DeathsByDate,2
14/05/2021,Scotland,DeathsByDate,2
14/05/2021,England,DeathsByDate,9
14/05/2021,Northern Ireland,DeathsByDate,1
15/05/2021,Northern Ireland,DeathsByDate,0
15/05/2021,Scotland,DeathsByDate,0
15/05/2021,England,DeathsByDate,13
15/05/2021,Wales,DeathsByDate,2
16/05/2021,Wales,DeathsByDate,1
16/05/2021,Scotland,DeathsByDate,1
16/05/2021,England,DeathsByDate,10
16/05/2021,Northern Ireland,DeathsByDate,2
17/05/2021,Northern Ireland,DeathsByDate,0
17/05/2021,England,DeathsByDate,11
17/05/2021,Scotland,DeathsByDate,2
17/05/2021,Wales,DeathsByDate,0
18/05/2021,Wales,DeathsByDate,1
18/05/2021,England,DeathsByDate,9
18/05/2021,Scotland,DeathsByDate,0
18/05/2021,Northern Ireland,DeathsByDate,1
19/05/2021,Northern Ireland,DeathsByDate,0
19/05/2021,Scotland,DeathsByDate,0
19/05/2021,Wales,DeathsByDate,1
19/05/2021,England,DeathsByDate,3
20/05/2021,Wales,DeathsByDate,0
20/05/2021,Scotland,DeathsByDate,1
20/05/2021,England,DeathsByDate,6
20/05/2021,Northern Ireland,DeathsByDate,0
21/05/2021,Northern Ireland,DeathsByDate,1
21/05/2021,Scotland,DeathsByDate,0
21/05/2021,England,DeathsByDate,16
21/05/2021,Wales,DeathsByDate,1
22/05/2021,Wales,DeathsByDate,0
22/05/2021,England,DeathsByDate,3
22/05/2021,Scotland,DeathsByDate,1
22/05/2021,Northern Ireland,DeathsByDate,0
23/05/2021,Northern Ireland,DeathsByDate,1
23/05/2021,Wales,DeathsByDate,0
23/05/2021,England,DeathsByDate,14
23/05/2021,Scotland,DeathsByDate,1
24/05/2021,Wales,DeathsByDate,1
24/05/2021,Scotland,DeathsByDate,1
24/05/2021,England,DeathsByDate,13
24/05/2021,Northern Ireland,DeathsByDate,1
25/05/2021,Northern Ireland,DeathsByDate,0
25/05/2021,England,DeathsByDate,8
25/05/2021,Scotland,DeathsByDate,2
25/05/2021,Wales,DeathsByDate,1
26/05/2021,England,DeathsByDate,12
26/05/2021,Wales,DeathsByDate,1
26/05/2021,Scotland,DeathsByDate,1
26/05/2021,Northern Ireland,DeathsByDate,0
27/05/2021,Northern Ireland,DeathsByDate,0
27/05/2021,Scotland,DeathsByDate,0
27/05/2021,England,DeathsByDate,8
27/05/2021,Wales,DeathsByDate,0
28/05/2021,Scotland,DeathsByDate,1
28/05/2021,Wales,DeathsByDate,0
28/05/2021,England,DeathsByDate,12
28/05/2021,Northern Ireland,DeathsByDate,1
29/05/2021,Northern Ireland,DeathsByDate,0
29/05/2021,Scotland,DeathsByDate,3
29/05/2021,Wales,DeathsByDate,0
29/05/2021,England,DeathsByDate,9
30/05/2021,Wales,DeathsByDate,0
30/05/2021,England,DeathsByDate,8
30/05/2021,Scotland,DeathsByDate,1
30/05/2021,Northern Ireland,DeathsByDate,0
31/05/2021,Northern Ireland,DeathsByDate,1
31/05/2021,Wales,DeathsByDate,0
31/05/2021,England,DeathsByDate,10
31/05/2021,Scotland,DeathsByDate,0
01/06/2021,Wales,DeathsByDate,0
01/06/2021,England,DeathsByDate,9
01/06/2021,Scotland,DeathsByDate,1
01/06/2021,Northern Ireland,DeathsByDate,0
02/06/2021,Northern Ireland,DeathsByDate,1
02/06/2021,Wales,DeathsByDate,0
02/06/2021,Scotland,DeathsByDate,1
02/06/2021,England,DeathsByDate,10
03/06/2021,Scotland,DeathsByDate,2
03/06/2021,Wales,DeathsByDate,0
03/06/2021,England,DeathsByDate,14
03/06/2021,Northern Ireland,DeathsByDate,0
04/06/2021,Northern Ireland,DeathsByDate,0
04/06/2021,Scotland,DeathsByDate,1
04/06/2021,England,DeathsByDate,13
04/06/2021,Wales,DeathsByDate,0
05/06/2021,Scotland,DeathsByDate,1
05/06/2021,Wales,DeathsByDate,1
05/06/2021,England,DeathsByDate,5
05/06/2021,Northern Ireland,DeathsByDate,0
06/06/2021,Northern Ireland,DeathsByDate,0
06/06/2021,Wales,DeathsByDate,0
06/06/2021,England,DeathsByDate,12
06/06/2021,Scotland,DeathsByDate,1
07/06/2021,England,DeathsByDate,5
07/06/2021,Scotland,DeathsByDate,1
07/06/2021,Wales,DeathsByDate,0
07/06/2021,Northern Ireland,DeathsByDate,0
08/06/2021,Northern Ireland,DeathsByDate,1
08/06/2021,Scotland,DeathsByDate,1
08/06/2021,Wales,DeathsByDate,0
08/06/2021,England,DeathsByDate,13
09/06/2021,Wales,DeathsByDate,0
09/06/2021,England,DeathsByDate,14
09/06/2021,Scotland,DeathsByDate,3
09/06/2021,Northern Ireland,DeathsByDate,0
10/06/2021,Northern Ireland,DeathsByDate,0
10/06/2021,Scotland,DeathsByDate,0
10/06/2021,England,DeathsByDate,16
10/06/2021,Wales,DeathsByDate,0
11/06/2021,England,DeathsByDate,11
11/06/2021,Wales,DeathsByDate,0
11/06/2021,Scotland,DeathsByDate,1
11/06/2021,Northern Ireland,DeathsByDate,1
12/06/2021,Northern Ireland,DeathsByDate,1
12/06/2021,Scotland,DeathsByDate,0
12/06/2021,England,DeathsByDate,11
12/06/2021,Wales,DeathsByDate,0
13/06/2021,England,DeathsByDate,9
13/06/2021,Wales,DeathsByDate,0
13/06/2021,Scotland,DeathsByDate,3
13/06/2021,Northern Ireland,DeathsByDate,0
14/06/2021,Northern Ireland,DeathsByDate,0
14/06/2021,Scotland,DeathsByDate,1
14/06/2021,Wales,DeathsByDate,0
14/06/2021,England,DeathsByDate,12
15/06/2021,Wales,DeathsByDate,0
15/06/2021,England,DeathsByDate,15
15/06/2021,Scotland,DeathsByDate,6
15/06/2021,Northern Ireland,DeathsByDate,0
16/06/2021,Northern Ireland,DeathsByDate,0
16/06/2021,England,DeathsByDate,15
16/06/2021,Wales,DeathsByDate,0
16/06/2021,Scotland,DeathsByDate,1
17/06/2021,Wales,DeathsByDate,0
17/06/2021,Scotland,DeathsByDate,2
17/06/2021,England,DeathsByDate,7
17/06/2021,Northern Ireland,DeathsByDate,0
18/06/2021,Northern Ireland,DeathsByDate,0
18/06/2021,England,DeathsByDate,14
18/06/2021,Scotland,DeathsByDate,3
18/06/2021,Wales,DeathsByDate,0
19/06/2021,England,DeathsByDate,17
19/06/2021,Wales,DeathsByDate,1
19/06/2021,Scotland,DeathsByDate,2
19/06/2021,Northern Ireland,DeathsByDate,0
20/06/2021,Northern Ireland,DeathsByDate,0
20/06/2021,Scotland,DeathsByDate,2
20/06/2021,England,DeathsByDate,20
20/06/2021,Wales,DeathsByDate,0
21/06/2021,Wales,DeathsByDate,0
21/06/2021,Scotland,DeathsByDate,1
21/06/2021,England,DeathsByDate,12
21/06/2021,Northern Ireland,DeathsByDate,0
22/06/2021,Northern Ireland,DeathsByDate,0
22/06/2021,Wales,DeathsByDate,0
22/06/2021,England,DeathsByDate,13
22/06/2021,Scotland,DeathsByDate,5
23/06/2021,Scotland,DeathsByDate,1
23/06/2021,Wales,DeathsByDate,1
23/06/2021,England,DeathsByDate,6
23/06/2021,Northern Ireland,DeathsByDate,1
24/06/2021,Northern Ireland,DeathsByDate,1
24/06/2021,Scotland,DeathsByDate,3
24/06/2021,Wales,DeathsByDate,2
24/06/2021,England,DeathsByDate,23
25/06/2021,Scotland,DeathsByDate,1
25/06/2021,Wales,DeathsByDate,0
25/06/2021,England,DeathsByDate,21
25/06/2021,Northern Ireland,DeathsByDate,0
26/06/2021,Northern Ireland,DeathsByDate,0
26/06/2021,Scotland,DeathsByDate,7
26/06/2021,Wales,DeathsByDate,0
26/06/2021,England,DeathsByDate,10
27/06/2021,Wales,DeathsByDate,0
27/06/2021,Scotland,DeathsByDate,4
27/06/2021,England,DeathsByDate,20
27/06/2021,Northern Ireland,DeathsByDate,0
28/06/2021,Northern Ireland,DeathsByDate,0
28/06/2021,Wales,DeathsByDate,0
28/06/2021,England,DeathsByDate,13
28/06/2021,Scotland,DeathsByDate,5
29/06/2021,Wales,DeathsByDate,0
29/06/2021,Scotland,DeathsByDate,3
29/06/2021,England,DeathsByDate,21
29/06/2021,Northern Ireland,DeathsByDate,0
30/06/2021,Northern Ireland,DeathsByDate,0
30/06/2021,England,DeathsByDate,23
30/06/2021,Scotland,DeathsByDate,3
30/06/2021,Wales,DeathsByDate,0
01/07/2021,England,DeathsByDate,25
01/07/2021,Wales,DeathsByDate,0
01/07/2021,Scotland,DeathsByDate,2
01/07/2021,Northern Ireland,DeathsByDate,1
02/07/2021,Northern Ireland,DeathsByDate,1
02/07/2021,Wales,DeathsByDate,1
02/07/2021,England,DeathsByDate,26
02/07/2021,Scotland,DeathsByDate,3
03/07/2021,Scotland,DeathsByDate,2
03/07/2021,England,DeathsByDate,27
03/07/2021,Wales,DeathsByDate,0
03/07/2021,Northern Ireland,DeathsByDate,2
04/07/2021,Northern Ireland,DeathsByDate,1
04/07/2021,England,DeathsByDate,24
04/07/2021,Wales,DeathsByDate,0
04/07/2021,Scotland,DeathsByDate,5
05/07/2021,England,DeathsByDate,21
05/07/2021,Wales,DeathsByDate,0
05/07/2021,Scotland,DeathsByDate,6
05/07/2021,Northern Ireland,DeathsByDate,0
06/07/2021,Northern Ireland,DeathsByDate,0
06/07/2021,Scotland,DeathsByDate,13
06/07/2021,England,DeathsByDate,22
06/07/2021,Wales,DeathsByDate,0
07/07/2021,Wales,DeathsByDate,1
07/07/2021,Scotland,DeathsByDate,6
07/07/2021,England,DeathsByDate,28
07/07/2021,Northern Ireland,DeathsByDate,0
08/07/2021,Northern Ireland,DeathsByDate,1
08/07/2021,England,DeathsByDate,30
08/07/2021,Wales,DeathsByDate,0
08/07/2021,Scotland,DeathsByDate,11
09/07/2021,England,DeathsByDate,43
09/07/2021,Scotland,DeathsByDate,8
09/07/2021,Wales,DeathsByDate,1
09/07/2021,Northern Ireland,DeathsByDate,1
10/07/2021,Northern Ireland,DeathsByDate,1
10/07/2021,England,DeathsByDate,34
10/07/2021,Wales,DeathsByDate,1
10/07/2021,Scotland,DeathsByDate,9
11/07/2021,Wales,DeathsByDate,1
11/07/2021,Scotland,DeathsByDate,5
11/07/2021,England,DeathsByDate,28
11/07/2021,Northern Ireland,DeathsByDate,1
12/07/2021,Northern Ireland,DeathsByDate,0
12/07/2021,Wales,DeathsByDate,1
12/07/2021,Scotland,DeathsByDate,7
12/07/2021,England,DeathsByDate,34
13/07/2021,Scotland,DeathsByDate,8
13/07/2021,Wales,DeathsByDate,2
13/07/2021,England,DeathsByDate,40
13/07/2021,Northern Ireland,DeathsByDate,0
14/07/2021,Northern Ireland,DeathsByDate,0
14/07/2021,Wales,DeathsByDate,2
14/07/2021,England,DeathsByDate,38
14/07/2021,Scotland,DeathsByDate,7
15/07/2021,Scotland,DeathsByDate,8
15/07/2021,England,DeathsByDate,45
15/07/2021,Wales,DeathsByDate,1
15/07/2021,Northern Ireland,DeathsByDate,0
16/07/2021,Northern Ireland,DeathsByDate,3
16/07/2021,Scotland,DeathsByDate,5
16/07/2021,Wales,DeathsByDate,3
16/07/2021,England,DeathsByDate,44
17/07/2021,England,DeathsByDate,49
17/07/2021,Scotland,DeathsByDate,6
17/07/2021,Wales,DeathsByDate,3
17/07/2021,Northern Ireland,DeathsByDate,1
18/07/2021,Northern Ireland,DeathsByDate,1
18/07/2021,England,DeathsByDate,60
18/07/2021,Scotland,DeathsByDate,9
18/07/2021,Wales,DeathsByDate,2
19/07/2021,Wales,DeathsByDate,1
19/07/2021,Scotland,DeathsByDate,9
19/07/2021,England,DeathsByDate,76
