Date,Nation,Metric,Deaths
10/06/2020,Scotland,CumDeathsByDate,
10/06/2020,Wales,CumDeathsByDate,1442
10/06/2020,England,CumDeathsByDate,37416
11/06/2020,England,CumDeathsByDate,37546
11/06/2020,Wales,CumDeathsByDate,1447
11/06/2020,Northern Ireland,CumDeathsByDate,
11/06/2020,Scotland,CumDeathsByDate,
12/06/2020,Scotland,CumDeathsByDate,
12/06/2020,Wales,CumDeathsByDate,1451
12/06/2020,England,CumDeathsByDate,37686
12/06/2020,Northern Ireland,CumDeathsByDate,
13/06/2020,Northern Ireland,CumDeathsByDate,
13/06/2020,Scotland,CumDeathsByDate,
13/06/2020,Wales,CumDeathsByDate,1457
13/06/2020,England,CumDeathsByDate,37792
14/06/2020,England,CumDeathsByDate,37936
14/06/2020,Wales,CumDeathsByDate,1464
14/06/2020,Northern Ireland,CumDeathsByDate,
14/06/2020,Scotland,CumDeathsByDate,
15/06/2020,Scotland,CumDeathsByDate,
15/06/2020,Wales,CumDeathsByDate,1470
15/06/2020,England,CumDeathsByDate,38063
15/06/2020,Northern Ireland,CumDeathsByDate,
16/06/2020,Northern Ireland,CumDeathsByDate,
16/06/2020,Scotland,CumDeathsByDate,
16/06/2020,England,CumDeathsByDate,38185
16/06/2020,Wales,CumDeathsByDate,1478
17/06/2020,England,CumDeathsByDate,38296
17/06/2020,Wales,CumDeathsByDate,1479
17/06/2020,Northern Ireland,CumDeathsByDate,
17/06/2020,Scotland,CumDeathsByDate,
18/06/2020,Scotland,CumDeathsByDate,
18/06/2020,Wales,CumDeathsByDate,1479
18/06/2020,England,CumDeathsByDate,38411
18/06/2020,Northern Ireland,CumDeathsByDate,
19/06/2020,Northern Ireland,CumDeathsByDate,
19/06/2020,Scotland,CumDeathsByDate,
19/06/2020,Wales,CumDeathsByDate,1483
19/06/2020,England,CumDeathsByDate,38510
20/06/2020,England,CumDeathsByDate,38607
20/06/2020,Wales,CumDeathsByDate,1486
20/06/2020,Northern Ireland,CumDeathsByDate,
20/06/2020,Scotland,CumDeathsByDate,
21/06/2020,Scotland,CumDeathsByDate,
21/06/2020,England,CumDeathsByDate,38707
21/06/2020,Wales,CumDeathsByDate,1491
21/06/2020,Northern Ireland,CumDeathsByDate,
22/06/2020,Northern Ireland,CumDeathsByDate,
22/06/2020,Scotland,CumDeathsByDate,
22/06/2020,Wales,CumDeathsByDate,1493
22/06/2020,England,CumDeathsByDate,38814
23/06/2020,England,CumDeathsByDate,38946
23/06/2020,Wales,CumDeathsByDate,1494
23/06/2020,Northern Ireland,CumDeathsByDate,
23/06/2020,Scotland,CumDeathsByDate,
24/06/2020,Scotland,CumDeathsByDate,
24/06/2020,Wales,CumDeathsByDate,1500
24/06/2020,England,CumDeathsByDate,39070
24/06/2020,Northern Ireland,CumDeathsByDate,
25/06/2020,Northern Ireland,CumDeathsByDate,
25/06/2020,Scotland,CumDeathsByDate,
25/06/2020,England,CumDeathsByDate,39205
25/06/2020,Wales,CumDeathsByDate,1509
26/06/2020,Wales,CumDeathsByDate,1511
26/06/2020,England,CumDeathsByDate,39320
26/06/2020,Northern Ireland,CumDeathsByDate,
26/06/2020,Scotland,CumDeathsByDate,
27/06/2020,Scotland,CumDeathsByDate,
27/06/2020,England,CumDeathsByDate,39412
27/06/2020,Wales,CumDeathsByDate,1517
27/06/2020,Northern Ireland,CumDeathsByDate,
28/06/2020,Northern Ireland,CumDeathsByDate,
28/06/2020,Scotland,CumDeathsByDate,
28/06/2020,England,CumDeathsByDate,39509
28/06/2020,Wales,CumDeathsByDate,1519
29/06/2020,England,CumDeathsByDate,39592
29/06/2020,Wales,CumDeathsByDate,1522
29/06/2020,Northern Ireland,CumDeathsByDate,
29/06/2020,Scotland,CumDeathsByDate,
30/06/2020,Scotland,CumDeathsByDate,
30/06/2020,England,CumDeathsByDate,39686
30/06/2020,Wales,CumDeathsByDate,1526
30/06/2020,Northern Ireland,CumDeathsByDate,
01/07/2020,Northern Ireland,CumDeathsByDate,
01/07/2020,Scotland,CumDeathsByDate,
01/07/2020,England,CumDeathsByDate,39765
01/07/2020,Wales,CumDeathsByDate,1530
02/07/2020,Wales,CumDeathsByDate,1533
02/07/2020,England,CumDeathsByDate,39851
02/07/2020,Northern Ireland,CumDeathsByDate,
02/07/2020,Scotland,CumDeathsByDate,
03/07/2020,Scotland,CumDeathsByDate,
03/07/2020,England,CumDeathsByDate,39933
03/07/2020,Wales,CumDeathsByDate,1533
03/07/2020,Northern Ireland,CumDeathsByDate,
04/07/2020,Northern Ireland,CumDeathsByDate,
04/07/2020,Scotland,CumDeathsByDate,
04/07/2020,Wales,CumDeathsByDate,1535
04/07/2020,England,CumDeathsByDate,40017
05/07/2020,England,CumDeathsByDate,40090
05/07/2020,Wales,CumDeathsByDate,1537
05/07/2020,Northern Ireland,CumDeathsByDate,
05/07/2020,Scotland,CumDeathsByDate,
06/07/2020,Scotland,CumDeathsByDate,
06/07/2020,England,CumDeathsByDate,40167
06/07/2020,Wales,CumDeathsByDate,1539
06/07/2020,Northern Ireland,CumDeathsByDate,
07/07/2020,Northern Ireland,CumDeathsByDate,
07/07/2020,Scotland,CumDeathsByDate,
07/07/2020,England,CumDeathsByDate,40231
07/07/2020,Wales,CumDeathsByDate,1540
08/07/2020,England,CumDeathsByDate,40313
08/07/2020,Wales,CumDeathsByDate,1541
08/07/2020,Northern Ireland,CumDeathsByDate,
08/07/2020,Scotland,CumDeathsByDate,
09/07/2020,Scotland,CumDeathsByDate,
09/07/2020,Wales,CumDeathsByDate,1542
09/07/2020,England,CumDeathsByDate,40410
09/07/2020,Northern Ireland,CumDeathsByDate,
10/07/2020,Northern Ireland,CumDeathsByDate,
10/07/2020,Scotland,CumDeathsByDate,
10/07/2020,England,CumDeathsByDate,40474
10/07/2020,Wales,CumDeathsByDate,1542
11/07/2020,England,CumDeathsByDate,40552
11/07/2020,Wales,CumDeathsByDate,1543
11/07/2020,Northern Ireland,CumDeathsByDate,
11/07/2020,Scotland,CumDeathsByDate,
12/07/2020,Scotland,CumDeathsByDate,
12/07/2020,England,CumDeathsByDate,40610
12/07/2020,Wales,CumDeathsByDate,1543
12/07/2020,Northern Ireland,CumDeathsByDate,
13/07/2020,Northern Ireland,CumDeathsByDate,
13/07/2020,Scotland,CumDeathsByDate,
13/07/2020,Wales,CumDeathsByDate,1545
13/07/2020,England,CumDeathsByDate,40687
14/07/2020,England,CumDeathsByDate,40768
14/07/2020,Wales,CumDeathsByDate,1546
14/07/2020,Northern Ireland,CumDeathsByDate,
14/07/2020,Scotland,CumDeathsByDate,
15/07/2020,Scotland,CumDeathsByDate,
15/07/2020,Wales,CumDeathsByDate,1546
15/07/2020,England,CumDeathsByDate,40841
15/07/2020,Northern Ireland,CumDeathsByDate,
16/07/2020,Northern Ireland,CumDeathsByDate,
16/07/2020,Scotland,CumDeathsByDate,
16/07/2020,Wales,CumDeathsByDate,1547
16/07/2020,England,CumDeathsByDate,40894
17/07/2020,Wales,CumDeathsByDate,1547
17/07/2020,England,CumDeathsByDate,40967
17/07/2020,Northern Ireland,CumDeathsByDate,
17/07/2020,Scotland,CumDeathsByDate,
18/07/2020,Scotland,CumDeathsByDate,
18/07/2020,England,CumDeathsByDate,41028
18/07/2020,Wales,CumDeathsByDate,1547
18/07/2020,Northern Ireland,CumDeathsByDate,
19/07/2020,Northern Ireland,CumDeathsByDate,
19/07/2020,Scotland,CumDeathsByDate,
19/07/2020,Wales,CumDeathsByDate,1547
19/07/2020,England,CumDeathsByDate,41091
20/07/2020,England,CumDeathsByDate,41158
20/07/2020,Wales,CumDeathsByDate,1547
20/07/2020,Northern Ireland,CumDeathsByDate,
20/07/2020,Scotland,CumDeathsByDate,
21/07/2020,Scotland,CumDeathsByDate,
21/07/2020,Wales,CumDeathsByDate,1548
21/07/2020,England,CumDeathsByDate,41220
21/07/2020,Northern Ireland,CumDeathsByDate,
22/07/2020,Northern Ireland,CumDeathsByDate,
22/07/2020,Scotland,CumDeathsByDate,
22/07/2020,England,CumDeathsByDate,41301
22/07/2020,Wales,CumDeathsByDate,1549
23/07/2020,England,CumDeathsByDate,41360
23/07/2020,Wales,CumDeathsByDate,1549
23/07/2020,Northern Ireland,CumDeathsByDate,
23/07/2020,Scotland,CumDeathsByDate,
24/07/2020,Scotland,CumDeathsByDate,
24/07/2020,Wales,CumDeathsByDate,1550
24/07/2020,England,CumDeathsByDate,41403
24/07/2020,Northern Ireland,CumDeathsByDate,
25/07/2020,Northern Ireland,CumDeathsByDate,
25/07/2020,Scotland,CumDeathsByDate,
25/07/2020,Wales,CumDeathsByDate,1552
25/07/2020,England,CumDeathsByDate,41459
26/07/2020,Wales,CumDeathsByDate,1554
26/07/2020,England,CumDeathsByDate,41534
26/07/2020,Northern Ireland,CumDeathsByDate,
26/07/2020,Scotland,CumDeathsByDate,
27/07/2020,Scotland,CumDeathsByDate,
27/07/2020,England,CumDeathsByDate,41585
27/07/2020,Wales,CumDeathsByDate,1555
27/07/2020,Northern Ireland,CumDeathsByDate,
28/07/2020,Northern Ireland,CumDeathsByDate,
28/07/2020,Scotland,CumDeathsByDate,
28/07/2020,Wales,CumDeathsByDate,1557
28/07/2020,England,CumDeathsByDate,41635
29/07/2020,Wales,CumDeathsByDate,1561
29/07/2020,England,CumDeathsByDate,41693
29/07/2020,Northern Ireland,CumDeathsByDate,
29/07/2020,Scotland,CumDeathsByDate,
30/07/2020,Scotland,CumDeathsByDate,
30/07/2020,England,CumDeathsByDate,41738
30/07/2020,Wales,CumDeathsByDate,1563
30/07/2020,Northern Ireland,CumDeathsByDate,
31/07/2020,Northern Ireland,CumDeathsByDate,
31/07/2020,Scotland,CumDeathsByDate,
31/07/2020,Wales,CumDeathsByDate,1567
31/07/2020,England,CumDeathsByDate,41808
01/08/2020,Wales,CumDeathsByDate,1569
01/08/2020,England,CumDeathsByDate,41858
01/08/2020,Northern Ireland,CumDeathsByDate,
01/08/2020,Scotland,CumDeathsByDate,
02/08/2020,Scotland,CumDeathsByDate,
02/08/2020,England,CumDeathsByDate,41911
02/08/2020,Wales,CumDeathsByDate,1571
02/08/2020,Northern Ireland,CumDeathsByDate,
03/08/2020,Northern Ireland,CumDeathsByDate,
03/08/2020,Scotland,CumDeathsByDate,
03/08/2020,Wales,CumDeathsByDate,1572
03/08/2020,England,CumDeathsByDate,41961
04/08/2020,England,CumDeathsByDate,42009
04/08/2020,Wales,CumDeathsByDate,1575
04/08/2020,Northern Ireland,CumDeathsByDate,
04/08/2020,Scotland,CumDeathsByDate,
05/08/2020,Scotland,CumDeathsByDate,
05/08/2020,Wales,CumDeathsByDate,1578
05/08/2020,England,CumDeathsByDate,42049
05/08/2020,Northern Ireland,CumDeathsByDate,
06/08/2020,Northern Ireland,CumDeathsByDate,
06/08/2020,Scotland,CumDeathsByDate,
06/08/2020,England,CumDeathsByDate,42105
06/08/2020,Wales,CumDeathsByDate,1578
07/08/2020,Wales,CumDeathsByDate,1579
07/08/2020,England,CumDeathsByDate,42165
07/08/2020,Northern Ireland,CumDeathsByDate,
07/08/2020,Scotland,CumDeathsByDate,
08/08/2020,Scotland,CumDeathsByDate,
08/08/2020,Wales,CumDeathsByDate,1584
08/08/2020,England,CumDeathsByDate,42225
08/08/2020,Northern Ireland,CumDeathsByDate,
09/08/2020,Northern Ireland,CumDeathsByDate,
09/08/2020,Scotland,CumDeathsByDate,
09/08/2020,England,CumDeathsByDate,42285
09/08/2020,Wales,CumDeathsByDate,1584
10/08/2020,Wales,CumDeathsByDate,1586
10/08/2020,England,CumDeathsByDate,42348
10/08/2020,Northern Ireland,CumDeathsByDate,
10/08/2020,Scotland,CumDeathsByDate,
11/08/2020,Scotland,CumDeathsByDate,
11/08/2020,Wales,CumDeathsByDate,1586
11/08/2020,England,CumDeathsByDate,42422
11/08/2020,Northern Ireland,CumDeathsByDate,
12/08/2020,Northern Ireland,CumDeathsByDate,
12/08/2020,Scotland,CumDeathsByDate,
12/08/2020,England,CumDeathsByDate,42492
12/08/2020,Wales,CumDeathsByDate,1587
13/08/2020,Wales,CumDeathsByDate,1588
13/08/2020,England,CumDeathsByDate,42557
13/08/2020,Northern Ireland,CumDeathsByDate,
13/08/2020,Scotland,CumDeathsByDate,
14/08/2020,Scotland,CumDeathsByDate,
14/08/2020,Wales,CumDeathsByDate,1589
14/08/2020,England,CumDeathsByDate,42609
14/08/2020,Northern Ireland,CumDeathsByDate,
15/08/2020,Northern Ireland,CumDeathsByDate,
15/08/2020,Scotland,CumDeathsByDate,
15/08/2020,England,CumDeathsByDate,42683
15/08/2020,Wales,CumDeathsByDate,1589
16/08/2020,England,CumDeathsByDate,42731
16/08/2020,Wales,CumDeathsByDate,1589
16/08/2020,Northern Ireland,CumDeathsByDate,
16/08/2020,Scotland,CumDeathsByDate,
17/08/2020,Scotland,CumDeathsByDate,
17/08/2020,Wales,CumDeathsByDate,
17/08/2020,England,CumDeathsByDate,42784
17/08/2020,Northern Ireland,CumDeathsByDate,
18/08/2020,Northern Ireland,CumDeathsByDate,
18/08/2020,Scotland,CumDeathsByDate,
18/08/2020,Wales,CumDeathsByDate,
18/08/2020,England,CumDeathsByDate,42830
19/08/2020,England,CumDeathsByDate,42882
19/08/2020,Wales,CumDeathsByDate,
19/08/2020,Northern Ireland,CumDeathsByDate,
19/08/2020,Scotland,CumDeathsByDate,
20/08/2020,Scotland,CumDeathsByDate,
20/08/2020,England,CumDeathsByDate,42938
20/08/2020,Wales,CumDeathsByDate,
20/08/2020,Northern Ireland,CumDeathsByDate,
21/08/2020,Northern Ireland,CumDeathsByDate,
21/08/2020,Scotland,CumDeathsByDate,
21/08/2020,Wales,CumDeathsByDate,
21/08/2020,England,CumDeathsByDate,42977
22/08/2020,Wales,CumDeathsByDate,
22/08/2020,England,CumDeathsByDate,43020
22/08/2020,Northern Ireland,CumDeathsByDate,
22/08/2020,Scotland,CumDeathsByDate,
23/08/2020,Scotland,CumDeathsByDate,
23/08/2020,England,CumDeathsByDate,43072
23/08/2020,Wales,CumDeathsByDate,
23/08/2020,Northern Ireland,CumDeathsByDate,
24/08/2020,Northern Ireland,CumDeathsByDate,
24/08/2020,Scotland,CumDeathsByDate,
24/08/2020,Wales,CumDeathsByDate,
24/08/2020,England,CumDeathsByDate,43115
25/08/2020,Wales,CumDeathsByDate,
25/08/2020,England,CumDeathsByDate,43173
25/08/2020,Northern Ireland,CumDeathsByDate,
25/08/2020,Scotland,CumDeathsByDate,
26/08/2020,Scotland,CumDeathsByDate,
26/08/2020,Wales,CumDeathsByDate,
26/08/2020,England,CumDeathsByDate,43229
26/08/2020,Northern Ireland,CumDeathsByDate,
27/08/2020,Northern Ireland,CumDeathsByDate,
27/08/2020,Scotland,CumDeathsByDate,
27/08/2020,England,CumDeathsByDate,43274
27/08/2020,Wales,CumDeathsByDate,
28/08/2020,England,CumDeathsByDate,43322
28/08/2020,Wales,CumDeathsByDate,
28/08/2020,Northern Ireland,CumDeathsByDate,
28/08/2020,Scotland,CumDeathsByDate,
29/08/2020,Scotland,CumDeathsByDate,
29/08/2020,Wales,CumDeathsByDate,
29/08/2020,England,CumDeathsByDate,43365
29/08/2020,Northern Ireland,CumDeathsByDate,
30/08/2020,Northern Ireland,CumDeathsByDate,
30/08/2020,Scotland,CumDeathsByDate,
30/08/2020,England,CumDeathsByDate,43400
30/08/2020,Wales,CumDeathsByDate,
31/08/2020,England,CumDeathsByDate,43462
31/08/2020,Wales,CumDeathsByDate,
31/08/2020,Northern Ireland,CumDeathsByDate,
31/08/2020,Scotland,CumDeathsByDate,
01/09/2020,Scotland,CumDeathsByDate,
01/09/2020,Wales,CumDeathsByDate,
01/09/2020,England,CumDeathsByDate,43517
01/09/2020,Northern Ireland,CumDeathsByDate,
02/09/2020,Northern Ireland,CumDeathsByDate,
02/09/2020,Scotland,CumDeathsByDate,
02/09/2020,Wales,CumDeathsByDate,
02/09/2020,England,CumDeathsByDate,43561
03/09/2020,Wales,CumDeathsByDate,
03/09/2020,England,CumDeathsByDate,43612
03/09/2020,Northern Ireland,CumDeathsByDate,
03/09/2020,Scotland,CumDeathsByDate,
04/09/2020,Scotland,CumDeathsByDate,
04/09/2020,Wales,CumDeathsByDate,
04/09/2020,England,CumDeathsByDate,43670
04/09/2020,Northern Ireland,CumDeathsByDate,
05/09/2020,Northern Ireland,CumDeathsByDate,
05/09/2020,Scotland,CumDeathsByDate,
05/09/2020,Wales,CumDeathsByDate,
05/09/2020,England,CumDeathsByDate,43740
06/09/2020,Wales,CumDeathsByDate,
06/09/2020,England,CumDeathsByDate,43792
06/09/2020,Northern Ireland,CumDeathsByDate,
06/09/2020,Scotland,CumDeathsByDate,
07/09/2020,Scotland,CumDeathsByDate,
07/09/2020,England,CumDeathsByDate,43843
07/09/2020,Wales,CumDeathsByDate,
07/09/2020,Northern Ireland,CumDeathsByDate,
08/09/2020,Northern Ireland,CumDeathsByDate,
08/09/2020,Scotland,CumDeathsByDate,
08/09/2020,Wales,CumDeathsByDate,
08/09/2020,England,CumDeathsByDate,43900
09/09/2020,England,CumDeathsByDate,43951
09/09/2020,Wales,CumDeathsByDate,
09/09/2020,Northern Ireland,CumDeathsByDate,
09/09/2020,Scotland,CumDeathsByDate,
10/09/2020,Scotland,CumDeathsByDate,
10/09/2020,Wales,CumDeathsByDate,
10/09/2020,England,CumDeathsByDate,43992
10/09/2020,Northern Ireland,CumDeathsByDate,
11/09/2020,Northern Ireland,CumDeathsByDate,
11/09/2020,Scotland,CumDeathsByDate,
11/09/2020,Wales,CumDeathsByDate,
11/09/2020,England,CumDeathsByDate,44032
12/09/2020,England,CumDeathsByDate,44089
12/09/2020,Wales,CumDeathsByDate,
12/09/2020,Northern Ireland,CumDeathsByDate,
12/09/2020,Scotland,CumDeathsByDate,
13/09/2020,Scotland,CumDeathsByDate,
13/09/2020,England,CumDeathsByDate,44144
13/09/2020,Wales,CumDeathsByDate,
13/09/2020,Northern Ireland,CumDeathsByDate,
14/09/2020,England,CumDeathsByDate,44203
14/09/2020,Northern Ireland,CumDeathsByDate,
14/09/2020,Wales,CumDeathsByDate,
14/09/2020,Scotland,CumDeathsByDate,
15/09/2020,Scotland,CumDeathsByDate,
15/09/2020,England,CumDeathsByDate,44273
15/09/2020,Northern Ireland,CumDeathsByDate,
15/09/2020,Wales,CumDeathsByDate,
16/09/2020,Northern Ireland,CumDeathsByDate,
16/09/2020,England,CumDeathsByDate,44335
16/09/2020,Wales,CumDeathsByDate,
16/09/2020,Scotland,CumDeathsByDate,
17/09/2020,Scotland,CumDeathsByDate,
17/09/2020,England,CumDeathsByDate,44398
17/09/2020,Wales,CumDeathsByDate,
17/09/2020,Northern Ireland,CumDeathsByDate,
18/09/2020,Wales,CumDeathsByDate,
18/09/2020,Northern Ireland,CumDeathsByDate,
18/09/2020,England,CumDeathsByDate,44464
18/09/2020,Scotland,CumDeathsByDate,
19/09/2020,Scotland,CumDeathsByDate,
19/09/2020,Northern Ireland,CumDeathsByDate,
19/09/2020,England,CumDeathsByDate,44523
19/09/2020,Wales,CumDeathsByDate,
20/09/2020,Wales,CumDeathsByDate,
20/09/2020,Northern Ireland,CumDeathsByDate,
20/09/2020,England,CumDeathsByDate,44595
20/09/2020,Scotland,CumDeathsByDate,
21/09/2020,Scotland,CumDeathsByDate,
21/09/2020,Wales,CumDeathsByDate,
21/09/2020,England,CumDeathsByDate,44663
21/09/2020,Northern Ireland,CumDeathsByDate,
22/09/2020,Northern Ireland,CumDeathsByDate,
22/09/2020,Wales,CumDeathsByDate,
22/09/2020,England,CumDeathsByDate,44742
22/09/2020,Scotland,CumDeathsByDate,
23/09/2020,Scotland,CumDeathsByDate,
23/09/2020,Wales,CumDeathsByDate,
23/09/2020,England,CumDeathsByDate,44834
23/09/2020,Northern Ireland,CumDeathsByDate,
24/09/2020,Northern Ireland,CumDeathsByDate,
24/09/2020,Wales,CumDeathsByDate,
24/09/2020,England,CumDeathsByDate,44907
24/09/2020,Scotland,CumDeathsByDate,
25/09/2020,Scotland,CumDeathsByDate,
25/09/2020,England,CumDeathsByDate,44978
25/09/2020,Northern Ireland,CumDeathsByDate,
25/09/2020,Wales,CumDeathsByDate,
26/09/2020,Wales,CumDeathsByDate,
26/09/2020,England,CumDeathsByDate,45048
26/09/2020,Northern Ireland,CumDeathsByDate,
26/09/2020,Scotland,CumDeathsByDate,
27/09/2020,Scotland,CumDeathsByDate,
27/09/2020,Northern Ireland,CumDeathsByDate,
27/09/2020,Wales,CumDeathsByDate,
27/09/2020,England,CumDeathsByDate,45142
28/09/2020,England,CumDeathsByDate,45239
28/09/2020,Northern Ireland,CumDeathsByDate,
28/09/2020,Wales,CumDeathsByDate,
28/09/2020,Scotland,CumDeathsByDate,
29/09/2020,Scotland,CumDeathsByDate,
29/09/2020,Northern Ireland,CumDeathsByDate,
29/09/2020,England,CumDeathsByDate,45313
29/09/2020,Wales,CumDeathsByDate,
30/09/2020,Wales,CumDeathsByDate,
30/09/2020,Northern Ireland,CumDeathsByDate,
30/09/2020,England,CumDeathsByDate,45408
30/09/2020,Scotland,CumDeathsByDate,
01/10/2020,Scotland,CumDeathsByDate,
01/10/2020,Northern Ireland,CumDeathsByDate,
01/10/2020,England,CumDeathsByDate,45515
01/10/2020,Wales,CumDeathsByDate,
02/10/2020,England,CumDeathsByDate,45620
02/10/2020,Northern Ireland,CumDeathsByDate,
02/10/2020,Wales,CumDeathsByDate,
02/10/2020,Scotland,CumDeathsByDate,
03/10/2020,Scotland,CumDeathsByDate,
03/10/2020,Northern Ireland,CumDeathsByDate,
03/10/2020,England,CumDeathsByDate,45723
03/10/2020,Wales,CumDeathsByDate,
04/10/2020,England,CumDeathsByDate,45810
04/10/2020,Northern Ireland,CumDeathsByDate,
04/10/2020,Wales,CumDeathsByDate,
04/10/2020,Scotland,CumDeathsByDate,
05/10/2020,Scotland,CumDeathsByDate,
05/10/2020,Wales,CumDeathsByDate,
05/10/2020,England,CumDeathsByDate,45914
05/10/2020,Northern Ireland,CumDeathsByDate,
06/10/2020,Wales,CumDeathsByDate,
06/10/2020,Northern Ireland,CumDeathsByDate,
06/10/2020,England,CumDeathsByDate,46019
06/10/2020,Scotland,CumDeathsByDate,
07/10/2020,Scotland,CumDeathsByDate,
07/10/2020,Northern Ireland,CumDeathsByDate,
07/10/2020,Wales,CumDeathsByDate,
07/10/2020,England,CumDeathsByDate,46137
08/10/2020,Northern Ireland,CumDeathsByDate,
08/10/2020,England,CumDeathsByDate,46250
08/10/2020,Wales,CumDeathsByDate,
08/10/2020,Scotland,CumDeathsByDate,
09/10/2020,Scotland,CumDeathsByDate,
09/10/2020,Wales,CumDeathsByDate,
09/10/2020,England,CumDeathsByDate,46361
09/10/2020,Northern Ireland,CumDeathsByDate,
10/10/2020,Northern Ireland,CumDeathsByDate,
10/10/2020,England,CumDeathsByDate,46483
10/10/2020,Wales,CumDeathsByDate,
10/10/2020,Scotland,CumDeathsByDate,
11/10/2020,Scotland,CumDeathsByDate,
11/10/2020,England,CumDeathsByDate,46626
11/10/2020,Northern Ireland,CumDeathsByDate,
11/10/2020,Wales,CumDeathsByDate,
12/10/2020,England,CumDeathsByDate,46757
12/10/2020,Northern Ireland,CumDeathsByDate,
12/10/2020,Wales,CumDeathsByDate,
12/10/2020,Scotland,CumDeathsByDate,
13/10/2020,Scotland,CumDeathsByDate,
13/10/2020,Northern Ireland,CumDeathsByDate,
13/10/2020,Wales,CumDeathsByDate,
13/10/2020,England,CumDeathsByDate,46891
14/10/2020,Wales,CumDeathsByDate,
14/10/2020,England,CumDeathsByDate,47030
14/10/2020,Northern Ireland,CumDeathsByDate,
14/10/2020,Scotland,CumDeathsByDate,
15/10/2020,Scotland,CumDeathsByDate,
15/10/2020,Northern Ireland,CumDeathsByDate,
15/10/2020,Wales,CumDeathsByDate,
15/10/2020,England,CumDeathsByDate,47190
16/10/2020,England,CumDeathsByDate,47352
16/10/2020,Wales,CumDeathsByDate,
16/10/2020,Northern Ireland,CumDeathsByDate,
16/10/2020,Scotland,CumDeathsByDate,
17/10/2020,Scotland,CumDeathsByDate,
17/10/2020,Wales,CumDeathsByDate,
17/10/2020,Northern Ireland,CumDeathsByDate,
17/10/2020,England,CumDeathsByDate,47554
18/10/2020,Northern Ireland,CumDeathsByDate,
18/10/2020,Wales,CumDeathsByDate,
18/10/2020,England,CumDeathsByDate,47704
18/10/2020,Scotland,CumDeathsByDate,
19/10/2020,Scotland,CumDeathsByDate,
19/10/2020,Wales,CumDeathsByDate,
19/10/2020,England,CumDeathsByDate,47900
19/10/2020,Northern Ireland,CumDeathsByDate,
20/10/2020,Wales,CumDeathsByDate,
20/10/2020,England,CumDeathsByDate,48125
20/10/2020,Northern Ireland,CumDeathsByDate,
20/10/2020,Scotland,CumDeathsByDate,
21/10/2020,Scotland,CumDeathsByDate,
21/10/2020,Wales,CumDeathsByDate,
21/10/2020,Northern Ireland,CumDeathsByDate,
21/10/2020,England,CumDeathsByDate,48372
22/10/2020,Northern Ireland,CumDeathsByDate,
22/10/2020,England,CumDeathsByDate,48607
22/10/2020,Wales,CumDeathsByDate,
22/10/2020,Scotland,CumDeathsByDate,
23/10/2020,Scotland,CumDeathsByDate,
23/10/2020,Wales,CumDeathsByDate,
23/10/2020,England,CumDeathsByDate,48849
23/10/2020,Northern Ireland,CumDeathsByDate,
24/10/2020,Wales,CumDeathsByDate,
24/10/2020,Northern Ireland,CumDeathsByDate,
24/10/2020,England,CumDeathsByDate,49073
24/10/2020,Scotland,CumDeathsByDate,
25/10/2020,Scotland,CumDeathsByDate,
25/10/2020,Wales,CumDeathsByDate,
25/10/2020,England,CumDeathsByDate,49315
25/10/2020,Northern Ireland,CumDeathsByDate,
26/10/2020,England,CumDeathsByDate,49573
26/10/2020,Northern Ireland,CumDeathsByDate,
26/10/2020,Wales,CumDeathsByDate,
26/10/2020,Scotland,CumDeathsByDate,
27/10/2020,Scotland,CumDeathsByDate,
27/10/2020,England,CumDeathsByDate,49835
27/10/2020,Northern Ireland,CumDeathsByDate,
27/10/2020,Wales,CumDeathsByDate,
28/10/2020,Northern Ireland,CumDeathsByDate,
28/10/2020,Wales,CumDeathsByDate,
28/10/2020,England,CumDeathsByDate,50108
28/10/2020,Scotland,CumDeathsByDate,
29/10/2020,Scotland,CumDeathsByDate,
29/10/2020,England,CumDeathsByDate,50400
29/10/2020,Northern Ireland,CumDeathsByDate,
29/10/2020,Wales,CumDeathsByDate,
30/10/2020,England,CumDeathsByDate,50731
30/10/2020,Northern Ireland,CumDeathsByDate,
30/10/2020,Wales,CumDeathsByDate,
30/10/2020,Scotland,CumDeathsByDate,
31/10/2020,Scotland,CumDeathsByDate,
31/10/2020,England,CumDeathsByDate,51055
31/10/2020,Wales,CumDeathsByDate,
31/10/2020,Northern Ireland,CumDeathsByDate,
01/11/2020,England,CumDeathsByDate,51378
01/11/2020,Wales,CumDeathsByDate,
01/11/2020,Northern Ireland,CumDeathsByDate,
01/11/2020,Scotland,CumDeathsByDate,
02/11/2020,Scotland,CumDeathsByDate,
02/11/2020,England,CumDeathsByDate,51703
02/11/2020,Northern Ireland,CumDeathsByDate,
02/11/2020,Wales,CumDeathsByDate,
03/11/2020,Northern Ireland,CumDeathsByDate,
03/11/2020,Wales,CumDeathsByDate,
03/11/2020,England,CumDeathsByDate,52042
03/11/2020,Scotland,CumDeathsByDate,
04/11/2020,Scotland,CumDeathsByDate,
04/11/2020,England,CumDeathsByDate,52362
04/11/2020,Wales,CumDeathsByDate,
04/11/2020,Northern Ireland,CumDeathsByDate,
05/11/2020,England,CumDeathsByDate,52730
05/11/2020,Wales,CumDeathsByDate,
05/11/2020,Northern Ireland,CumDeathsByDate,
05/11/2020,Scotland,CumDeathsByDate,
