Date,Nation,Metric,Deaths
06/11/2020,Scotland,CumDeathsByDate,
06/11/2020,Northern Ireland,CumDeathsByDate,
06/11/2020,Wales,CumDeathsByDate,
06/11/2020,England,CumDeathsByDate,53106
07/11/2020,England,CumDeathsByDate,53499
07/11/2020,Wales,CumDeathsByDate,
07/11/2020,Northern Ireland,CumDeathsByDate,
07/11/2020,Scotland,CumDeathsByDate,
08/11/2020,Scotland,CumDeathsByDate,
08/11/2020,England,CumDeathsByDate,53894
08/11/2020,Wales,CumDeathsByDate,
08/11/2020,Northern Ireland,CumDeathsByDate,
09/11/2020,Northern Ireland,CumDeathsByDate,
09/11/2020,England,CumDeathsByDate,54368
09/11/2020,Wales,CumDeathsByDate,
09/11/2020,Scotland,CumDeathsByDate,
10/11/2020,Scotland,CumDeathsByDate,
10/11/2020,Wales,CumDeathsByDate,
10/11/2020,Northern Ireland,CumDeathsByDate,
10/11/2020,England,CumDeathsByDate,54734
11/11/2020,Northern Ireland,CumDeathsByDate,
11/11/2020,Wales,CumDeathsByDate,
11/11/2020,England,CumDeathsByDate,55105
11/11/2020,Scotland,CumDeathsByDate,
12/11/2020,Scotland,CumDeathsByDate,
12/11/2020,Northern Ireland,CumDeathsByDate,
12/11/2020,England,CumDeathsByDate,55517
12/11/2020,Wales,CumDeathsByDate,
13/11/2020,Wales,CumDeathsByDate,
13/11/2020,Northern Ireland,CumDeathsByDate,
13/11/2020,England,CumDeathsByDate,55919
13/11/2020,Scotland,CumDeathsByDate,
14/11/2020,Scotland,CumDeathsByDate,
14/11/2020,Wales,CumDeathsByDate,
14/11/2020,Northern Ireland,CumDeathsByDate,
14/11/2020,England,CumDeathsByDate,56344
15/11/2020,England,CumDeathsByDate,56778
15/11/2020,Northern Ireland,CumDeathsByDate,
15/11/2020,Wales,CumDeathsByDate,
15/11/2020,Scotland,CumDeathsByDate,
16/11/2020,Scotland,CumDeathsByDate,
16/11/2020,England,CumDeathsByDate,57184
16/11/2020,Wales,CumDeathsByDate,
16/11/2020,Northern Ireland,CumDeathsByDate,
17/11/2020,England,CumDeathsByDate,57619
17/11/2020,Northern Ireland,CumDeathsByDate,
17/11/2020,Wales,CumDeathsByDate,
17/11/2020,Scotland,CumDeathsByDate,
18/11/2020,Scotland,CumDeathsByDate,
18/11/2020,Northern Ireland,CumDeathsByDate,
18/11/2020,Wales,CumDeathsByDate,
18/11/2020,England,CumDeathsByDate,58121
19/11/2020,Wales,CumDeathsByDate,
19/11/2020,England,CumDeathsByDate,58572
19/11/2020,Northern Ireland,CumDeathsByDate,
19/11/2020,Scotland,CumDeathsByDate,
20/11/2020,Scotland,CumDeathsByDate,
20/11/2020,Northern Ireland,CumDeathsByDate,
20/11/2020,England,CumDeathsByDate,59038
20/11/2020,Wales,CumDeathsByDate,
21/11/2020,Wales,CumDeathsByDate,
21/11/2020,England,CumDeathsByDate,59505
21/11/2020,Northern Ireland,CumDeathsByDate,
21/11/2020,Scotland,CumDeathsByDate,
22/11/2020,Scotland,CumDeathsByDate,
22/11/2020,England,CumDeathsByDate,59988
22/11/2020,Wales,CumDeathsByDate,
22/11/2020,Northern Ireland,CumDeathsByDate,
23/11/2020,Wales,CumDeathsByDate,
23/11/2020,England,CumDeathsByDate,60456
23/11/2020,Northern Ireland,CumDeathsByDate,
23/11/2020,Scotland,CumDeathsByDate,
24/11/2020,Scotland,CumDeathsByDate,
24/11/2020,Wales,CumDeathsByDate,
24/11/2020,England,CumDeathsByDate,60928
24/11/2020,Northern Ireland,CumDeathsByDate,
25/11/2020,England,CumDeathsByDate,61436
25/11/2020,Wales,CumDeathsByDate,
25/11/2020,Northern Ireland,CumDeathsByDate,
25/11/2020,Scotland,CumDeathsByDate,
26/11/2020,Scotland,CumDeathsByDate,
26/11/2020,Wales,CumDeathsByDate,
26/11/2020,Northern Ireland,CumDeathsByDate,
26/11/2020,England,CumDeathsByDate,61885
27/11/2020,Wales,CumDeathsByDate,
27/11/2020,Northern Ireland,CumDeathsByDate,
27/11/2020,England,CumDeathsByDate,62325
27/11/2020,Scotland,CumDeathsByDate,
28/11/2020,Scotland,CumDeathsByDate,
28/11/2020,England,CumDeathsByDate,62784
28/11/2020,Northern Ireland,CumDeathsByDate,
28/11/2020,Wales,CumDeathsByDate,
29/11/2020,Northern Ireland,CumDeathsByDate,
29/11/2020,Wales,CumDeathsByDate,
29/11/2020,England,CumDeathsByDate,63261
29/11/2020,Scotland,CumDeathsByDate,
30/11/2020,Scotland,CumDeathsByDate,
30/11/2020,England,CumDeathsByDate,63720
30/11/2020,Wales,CumDeathsByDate,
30/11/2020,Northern Ireland,CumDeathsByDate,
01/12/2020,England,CumDeathsByDate,64152
01/12/2020,Wales,CumDeathsByDate,
01/12/2020,Northern Ireland,CumDeathsByDate,
01/12/2020,Scotland,CumDeathsByDate,
02/12/2020,Scotland,CumDeathsByDate,
02/12/2020,England,CumDeathsByDate,64579
02/12/2020,Wales,CumDeathsByDate,
02/12/2020,Northern Ireland,CumDeathsByDate,
03/12/2020,Wales,CumDeathsByDate,
03/12/2020,Northern Ireland,CumDeathsByDate,
03/12/2020,England,CumDeathsByDate,65081
03/12/2020,Scotland,CumDeathsByDate,
04/12/2020,Scotland,CumDeathsByDate,
04/12/2020,England,CumDeathsByDate,65569
04/12/2020,Northern Ireland,CumDeathsByDate,
04/12/2020,Wales,CumDeathsByDate,
05/12/2020,Wales,CumDeathsByDate,
05/12/2020,England,CumDeathsByDate,66003
05/12/2020,Northern Ireland,CumDeathsByDate,
05/12/2020,Scotland,CumDeathsByDate,
06/12/2020,Scotland,CumDeathsByDate,
06/12/2020,Northern Ireland,CumDeathsByDate,
06/12/2020,Wales,CumDeathsByDate,
06/12/2020,England,CumDeathsByDate,66443
07/12/2020,England,CumDeathsByDate,66894
07/12/2020,Wales,CumDeathsByDate,
07/12/2020,Northern Ireland,CumDeathsByDate,
07/12/2020,Scotland,CumDeathsByDate,
08/12/2020,Scotland,CumDeathsByDate,
08/12/2020,Wales,CumDeathsByDate,
08/12/2020,England,CumDeathsByDate,67366
08/12/2020,Northern Ireland,CumDeathsByDate,
09/12/2020,Wales,CumDeathsByDate,
09/12/2020,Northern Ireland,CumDeathsByDate,
09/12/2020,England,CumDeathsByDate,67823
09/12/2020,Scotland,CumDeathsByDate,
10/12/2020,Scotland,CumDeathsByDate,
10/12/2020,England,CumDeathsByDate,68303
10/12/2020,Wales,CumDeathsByDate,
10/12/2020,Northern Ireland,CumDeathsByDate,
11/12/2020,Wales,CumDeathsByDate,
11/12/2020,England,CumDeathsByDate,68808
11/12/2020,Northern Ireland,CumDeathsByDate,
11/12/2020,Scotland,CumDeathsByDate,
12/12/2020,Scotland,CumDeathsByDate,
12/12/2020,England,CumDeathsByDate,69295
12/12/2020,Wales,CumDeathsByDate,
12/12/2020,Northern Ireland,CumDeathsByDate,
13/12/2020,Northern Ireland,CumDeathsByDate,
13/12/2020,Wales,CumDeathsByDate,
13/12/2020,England,CumDeathsByDate,69764
13/12/2020,Scotland,CumDeathsByDate,
14/12/2020,Scotland,CumDeathsByDate,
14/12/2020,England,CumDeathsByDate,70276
14/12/2020,Northern Ireland,CumDeathsByDate,
14/12/2020,Wales,CumDeathsByDate,
15/12/2020,England,CumDeathsByDate,70759
15/12/2020,Wales,CumDeathsByDate,
15/12/2020,Northern Ireland,CumDeathsByDate,
15/12/2020,Scotland,CumDeathsByDate,
16/12/2020,Scotland,CumDeathsByDate,
16/12/2020,Northern Ireland,CumDeathsByDate,
16/12/2020,Wales,CumDeathsByDate,
16/12/2020,England,CumDeathsByDate,71211
17/12/2020,Northern Ireland,CumDeathsByDate,
17/12/2020,Wales,CumDeathsByDate,
17/12/2020,England,CumDeathsByDate,71770
17/12/2020,Scotland,CumDeathsByDate,
18/12/2020,Scotland,CumDeathsByDate,
18/12/2020,England,CumDeathsByDate,72326
18/12/2020,Northern Ireland,CumDeathsByDate,
18/12/2020,Wales,CumDeathsByDate,
19/12/2020,England,CumDeathsByDate,72852
19/12/2020,Wales,CumDeathsByDate,
19/12/2020,Northern Ireland,CumDeathsByDate,
19/12/2020,Scotland,CumDeathsByDate,
20/12/2020,Scotland,CumDeathsByDate,
20/12/2020,Northern Ireland,CumDeathsByDate,
20/12/2020,Wales,CumDeathsByDate,
20/12/2020,England,CumDeathsByDate,73390
21/12/2020,England,CumDeathsByDate,74026
21/12/2020,Northern Ireland,CumDeathsByDate,
21/12/2020,Wales,CumDeathsByDate,
21/12/2020,Scotland,CumDeathsByDate,
22/12/2020,Scotland,CumDeathsByDate,
22/12/2020,England,CumDeathsByDate,74650
22/12/2020,Wales,CumDeathsByDate,
22/12/2020,Northern Ireland,CumDeathsByDate,
23/12/2020,Wales,CumDeathsByDate,
23/12/2020,Northern Ireland,CumDeathsByDate,
23/12/2020,England,CumDeathsByDate,75263
23/12/2020,Scotland,CumDeathsByDate,
24/12/2020,Scotland,CumDeathsByDate,
24/12/2020,Wales,CumDeathsByDate,
24/12/2020,Northern Ireland,CumDeathsByDate,
24/12/2020,England,CumDeathsByDate,75860
25/12/2020,Northern Ireland,CumDeathsByDate,
25/12/2020,England,CumDeathsByDate,76503
25/12/2020,Wales,CumDeathsByDate,
25/12/2020,Scotland,CumDeathsByDate,
26/12/2020,Scotland,CumDeathsByDate,
26/12/2020,Northern Ireland,CumDeathsByDate,
26/12/2020,Wales,CumDeathsByDate,
26/12/2020,England,CumDeathsByDate,77198
27/12/2020,Northern Ireland,CumDeathsByDate,
27/12/2020,England,CumDeathsByDate,77893
27/12/2020,Wales,CumDeathsByDate,
27/12/2020,Scotland,CumDeathsByDate,
28/12/2020,England,CumDeathsByDate,78600
29/12/2020,England,CumDeathsByDate,79293
30/12/2020,England,CumDeathsByDate,80040
31/12/2020,England,CumDeathsByDate,80816
01/01/2021,England,CumDeathsByDate,81589
02/01/2021,England,CumDeathsByDate,82383
03/01/2021,England,CumDeathsByDate,83155
04/01/2021,England,CumDeathsByDate,84047
05/01/2021,England,CumDeathsByDate,84989
06/01/2021,England,CumDeathsByDate,85958
07/01/2021,England,CumDeathsByDate,86985
08/01/2021,England,CumDeathsByDate,88014
09/01/2021,England,CumDeathsByDate,89081
10/01/2021,England,CumDeathsByDate,90214
11/01/2021,England,CumDeathsByDate,91364
12/01/2021,England,CumDeathsByDate,92602
13/01/2021,England,CumDeathsByDate,93842
14/01/2021,England,CumDeathsByDate,95064
15/01/2021,England,CumDeathsByDate,96318
16/01/2021,England,CumDeathsByDate,97650
17/01/2021,England,CumDeathsByDate,98974
18/01/2021,England,CumDeathsByDate,100306
19/01/2021,England,CumDeathsByDate,101743
20/01/2021,England,CumDeathsByDate,103089
21/01/2021,England,CumDeathsByDate,104388
22/01/2021,England,CumDeathsByDate,105675
23/01/2021,England,CumDeathsByDate,106921
24/01/2021,England,CumDeathsByDate,108114
25/01/2021,England,CumDeathsByDate,109362
26/01/2021,England,CumDeathsByDate,110506
27/01/2021,England,CumDeathsByDate,111707
28/01/2021,England,CumDeathsByDate,112913
29/01/2021,England,CumDeathsByDate,114033
30/01/2021,England,CumDeathsByDate,115044
31/01/2021,England,CumDeathsByDate,116039
01/02/2021,England,CumDeathsByDate,117032
02/02/2021,England,CumDeathsByDate,117986
03/02/2021,England,CumDeathsByDate,118976
04/02/2021,England,CumDeathsByDate,119843
05/02/2021,England,CumDeathsByDate,120725
06/02/2021,England,CumDeathsByDate,121521
07/02/2021,England,CumDeathsByDate,122339
08/02/2021,England,CumDeathsByDate,123158
09/02/2021,England,CumDeathsByDate,123929
10/02/2021,England,CumDeathsByDate,124701
11/02/2021,England,CumDeathsByDate,125437
12/02/2021,England,CumDeathsByDate,126108
13/02/2021,England,CumDeathsByDate,126770
14/02/2021,England,CumDeathsByDate,127448
15/02/2021,England,CumDeathsByDate,128158
16/02/2021,England,CumDeathsByDate,128834
17/02/2021,England,CumDeathsByDate,129441
18/02/2021,England,CumDeathsByDate,130050
19/02/2021,England,CumDeathsByDate,130608
20/02/2021,England,CumDeathsByDate,131155
21/02/2021,England,CumDeathsByDate,131668
22/02/2021,England,CumDeathsByDate,132144
23/02/2021,England,CumDeathsByDate,132643
24/02/2021,England,CumDeathsByDate,133112
25/02/2021,England,CumDeathsByDate,133578
26/02/2021,England,CumDeathsByDate,133993
27/02/2021,England,CumDeathsByDate,134399
28/02/2021,England,CumDeathsByDate,134801
01/03/2021,England,CumDeathsByDate,135213
02/03/2021,England,CumDeathsByDate,135577
03/03/2021,England,CumDeathsByDate,135911
04/03/2021,England,CumDeathsByDate,136266
05/03/2021,England,CumDeathsByDate,136607
06/03/2021,England,CumDeathsByDate,136935
07/03/2021,England,CumDeathsByDate,137271
08/03/2021,England,CumDeathsByDate,137619
09/03/2021,England,CumDeathsByDate,137939
10/03/2021,England,CumDeathsByDate,138250
11/03/2021,England,CumDeathsByDate,138587
12/03/2021,England,CumDeathsByDate,138868
13/03/2021,England,CumDeathsByDate,139165
14/03/2021,England,CumDeathsByDate,139431
15/03/2021,England,CumDeathsByDate,139729
16/03/2021,England,CumDeathsByDate,140001
17/03/2021,England,CumDeathsByDate,140254
18/03/2021,England,CumDeathsByDate,140498
19/03/2021,England,CumDeathsByDate,140732
20/03/2021,England,CumDeathsByDate,140978
21/03/2021,England,CumDeathsByDate,141245
22/03/2021,England,CumDeathsByDate,141482
23/03/2021,England,CumDeathsByDate,141718
24/03/2021,England,CumDeathsByDate,141919
25/03/2021,England,CumDeathsByDate,142142
26/03/2021,England,CumDeathsByDate,142346
27/03/2021,England,CumDeathsByDate,142530
28/03/2021,England,CumDeathsByDate,142708
29/03/2021,England,CumDeathsByDate,142935
30/03/2021,England,CumDeathsByDate,143119
31/03/2021,England,CumDeathsByDate,143344
01/04/2021,England,CumDeathsByDate,143541
02/04/2021,England,CumDeathsByDate,143720
03/04/2021,England,CumDeathsByDate,143879
04/04/2021,England,CumDeathsByDate,144075
05/04/2021,England,CumDeathsByDate,144257
06/04/2021,England,CumDeathsByDate,144444
07/04/2021,England,CumDeathsByDate,144612
08/04/2021,England,CumDeathsByDate,144806
09/04/2021,England,CumDeathsByDate,144993
10/04/2021,England,CumDeathsByDate,145156
11/04/2021,England,CumDeathsByDate,145343
12/04/2021,England,CumDeathsByDate,145521
13/04/2021,England,CumDeathsByDate,145694
14/04/2021,England,CumDeathsByDate,145861
15/04/2021,England,CumDeathsByDate,146031
16/04/2021,England,CumDeathsByDate,146187
17/04/2021,England,CumDeathsByDate,146366
18/04/2021,England,CumDeathsByDate,146549
19/04/2021,England,CumDeathsByDate,146719
20/04/2021,England,CumDeathsByDate,146888
21/04/2021,England,CumDeathsByDate,147039
22/04/2021,England,CumDeathsByDate,147211
23/04/2021,England,CumDeathsByDate,147366
24/04/2021,England,CumDeathsByDate,147516
25/04/2021,England,CumDeathsByDate,147663
26/04/2021,England,CumDeathsByDate,147799
27/04/2021,England,CumDeathsByDate,147962
28/04/2021,England,CumDeathsByDate,148120
29/04/2021,England,CumDeathsByDate,148257
30/04/2021,England,CumDeathsByDate,148414
01/05/2021,England,CumDeathsByDate,148584
02/05/2021,England,CumDeathsByDate,148711
03/05/2021,England,CumDeathsByDate,148869
04/05/2021,England,CumDeathsByDate,149018
05/05/2021,England,CumDeathsByDate,149174
06/05/2021,England,CumDeathsByDate,149307
07/05/2021,England,CumDeathsByDate,149472
08/05/2021,England,CumDeathsByDate,149641
09/05/2021,England,CumDeathsByDate,149807
10/05/2021,England,CumDeathsByDate,149958
11/05/2021,England,CumDeathsByDate,150123
12/05/2021,England,CumDeathsByDate,150259
13/05/2021,England,CumDeathsByDate,150411
14/05/2021,England,CumDeathsByDate,150564
15/05/2021,England,CumDeathsByDate,150719
16/05/2021,England,CumDeathsByDate,150851
17/05/2021,England,CumDeathsByDate,150982
18/05/2021,England,CumDeathsByDate,151120
19/05/2021,England,CumDeathsByDate,151238
20/05/2021,England,CumDeathsByDate,151348
21/05/2021,England,CumDeathsByDate,151490
22/05/2021,England,CumDeathsByDate,151607
23/05/2021,England,CumDeathsByDate,151732
24/05/2021,England,CumDeathsByDate,151860
25/05/2021,England,CumDeathsByDate,151980
26/05/2021,England,CumDeathsByDate,152121
27/05/2021,England,CumDeathsByDate,152221
28/05/2021,England,CumDeathsByDate,152322
29/05/2021,England,CumDeathsByDate,152421
30/05/2021,England,CumDeathsByDate,152514
31/05/2021,England,CumDeathsByDate,152617
01/06/2021,England,CumDeathsByDate,152715
02/06/2021,England,CumDeathsByDate,152810
03/06/2021,England,CumDeathsByDate,152908
04/06/2021,England,CumDeathsByDate,152957
05/06/2021,England,CumDeathsByDate,152971
06/06/2021,England,CumDeathsByDate,152982
07/06/2021,England,CumDeathsByDate,152986
08/06/2021,England,CumDeathsByDate,152991
09/06/2021,England,CumDeathsByDate,130683
10/06/2021,England,CumDeathsByDate,130697
11/06/2021,England,CumDeathsByDate,130710
12/06/2021,England,CumDeathsByDate,130725
13/06/2021,England,CumDeathsByDate,130735
14/06/2021,England,CumDeathsByDate,130745
15/06/2021,England,CumDeathsByDate,130762
16/06/2021,England,CumDeathsByDate,130773
17/06/2021,England,CumDeathsByDate,130785
18/06/2021,England,CumDeathsByDate,130797
19/06/2021,England,CumDeathsByDate,130812
20/06/2021,England,CumDeathsByDate,130824
21/06/2021,England,CumDeathsByDate,130831
22/06/2021,England,CumDeathsByDate,130832
