Date,Nation,Metric,Cases
14/10/2021,England,CumCasesByDate,7073467
14/10/2021,Wales,CumCasesByDate,389152
15/10/2021,Wales,CumCasesByDate,392282
15/10/2021,England,CumCasesByDate,7110513
15/10/2021,Scotland,CumCasesByDate,602524
15/10/2021,Northern Ireland,CumCasesByDate,256332
16/10/2021,Northern Ireland,CumCasesByDate,257550
16/10/2021,Wales,CumCasesByDate,392282
16/10/2021,England,CumCasesByDate,7149533
16/10/2021,Scotland,CumCasesByDate,605104
17/10/2021,Scotland,CumCasesByDate,607767
17/10/2021,Northern Ireland,CumCasesByDate,258516
17/10/2021,Wales,CumCasesByDate,395247
17/10/2021,England,CumCasesByDate,7187635
18/10/2021,Wales,CumCasesByDate,401644
18/10/2021,England,CumCasesByDate,7226658
18/10/2021,Scotland,CumCasesByDate,609959
18/10/2021,Northern Ireland,CumCasesByDate,259607
19/10/2021,Northern Ireland,CumCasesByDate,260974
19/10/2021,England,CumCasesByDate,7262958
19/10/2021,Wales,CumCasesByDate,404844
19/10/2021,Scotland,CumCasesByDate,612416
20/10/2021,Scotland,CumCasesByDate,615182
20/10/2021,Northern Ireland,CumCasesByDate,262397
20/10/2021,England,CumCasesByDate,7303864
20/10/2021,Wales,CumCasesByDate,408294
21/10/2021,England,CumCasesByDate,7347703
21/10/2021,Wales,CumCasesByDate,412534
21/10/2021,Scotland,CumCasesByDate,617536
21/10/2021,Northern Ireland,CumCasesByDate,263448
22/10/2021,Northern Ireland,CumCasesByDate,264803
22/10/2021,Wales,CumCasesByDate,415829
22/10/2021,England,CumCasesByDate,7388884
22/10/2021,Scotland,CumCasesByDate,620433
23/10/2021,Scotland,CumCasesByDate,622836
23/10/2021,Northern Ireland,CumCasesByDate,266126
23/10/2021,England,CumCasesByDate,7430143
23/10/2021,Wales,CumCasesByDate,415829
24/10/2021,Wales,CumCasesByDate,418980
24/10/2021,England,CumCasesByDate,7462144
24/10/2021,Scotland,CumCasesByDate,625363
24/10/2021,Northern Ireland,CumCasesByDate,267187
25/10/2021,Northern Ireland,CumCasesByDate,268206
25/10/2021,England,CumCasesByDate,7494992
25/10/2021,Wales,CumCasesByDate,418980
25/10/2021,Scotland,CumCasesByDate,627596
26/10/2021,Scotland,CumCasesByDate,629849
26/10/2021,Northern Ireland,CumCasesByDate,269330
26/10/2021,Wales,CumCasesByDate,427150
26/10/2021,England,CumCasesByDate,7526898
27/10/2021,England,CumCasesByDate,7564400
27/10/2021,Wales,CumCasesByDate,429731
27/10/2021,Scotland,CumCasesByDate,632397
27/10/2021,Northern Ireland,CumCasesByDate,270621
28/10/2021,Northern Ireland,CumCasesByDate,271743
28/10/2021,Wales,CumCasesByDate,432395
28/10/2021,England,CumCasesByDate,7597473
28/10/2021,Scotland,CumCasesByDate,634544
29/10/2021,Scotland,CumCasesByDate,637266
29/10/2021,Northern Ireland,CumCasesByDate,273064
29/10/2021,England,CumCasesByDate,7633950
29/10/2021,Wales,CumCasesByDate,434956
30/10/2021,England,CumCasesByDate,7669614
30/10/2021,Wales,CumCasesByDate,434956
30/10/2021,Scotland,CumCasesByDate,641121
30/10/2021,Northern Ireland,CumCasesByDate,274271
31/10/2021,Northern Ireland,CumCasesByDate,275272
31/10/2021,Wales,CumCasesByDate,437972
31/10/2021,England,CumCasesByDate,7700753
31/10/2021,Scotland,CumCasesByDate,643632
01/11/2021,Scotland,CumCasesByDate,645697
01/11/2021,Northern Ireland,CumCasesByDate,276220
01/11/2021,England,CumCasesByDate,7732441
01/11/2021,Wales,CumCasesByDate,442953
02/11/2021,Wales,CumCasesByDate,445163
02/11/2021,England,CumCasesByDate,7760671
02/11/2021,Scotland,CumCasesByDate,647689
02/11/2021,Northern Ireland,CumCasesByDate,277334
03/11/2021,Northern Ireland,CumCasesByDate,278329
03/11/2021,England,CumCasesByDate,7794507
03/11/2021,Wales,CumCasesByDate,447655
03/11/2021,Scotland,CumCasesByDate,651169
04/11/2021,Scotland,CumCasesByDate,653975
04/11/2021,Northern Ireland,CumCasesByDate,279810
04/11/2021,England,CumCasesByDate,7823979
04/11/2021,Wales,CumCasesByDate,450455
05/11/2021,England,CumCasesByDate,7852005
05/11/2021,Wales,CumCasesByDate,452440
05/11/2021,Scotland,CumCasesByDate,656497
05/11/2021,Northern Ireland,CumCasesByDate,280974
06/11/2021,Northern Ireland,CumCasesByDate,282168
06/11/2021,Wales,CumCasesByDate,452440
06/11/2021,England,CumCasesByDate,7877720
06/11/2021,Scotland,CumCasesByDate,659738
07/11/2021,Scotland,CumCasesByDate,662644
07/11/2021,Northern Ireland,CumCasesByDate,283203
07/11/2021,Wales,CumCasesByDate,455023
07/11/2021,England,CumCasesByDate,7901039
08/11/2021,Wales,CumCasesByDate,459325
08/11/2021,England,CumCasesByDate,7925681
08/11/2021,Scotland,CumCasesByDate,664654
08/11/2021,Northern Ireland,CumCasesByDate,284231
09/11/2021,Northern Ireland,CumCasesByDate,285459
09/11/2021,Wales,CumCasesByDate,461109
09/11/2021,England,CumCasesByDate,7953228
09/11/2021,Scotland,CumCasesByDate,666880
10/11/2021,Scotland,CumCasesByDate,670729
10/11/2021,Northern Ireland,CumCasesByDate,287224
10/11/2021,Wales,CumCasesByDate,463279
10/11/2021,England,CumCasesByDate,7984769
11/11/2021,England,CumCasesByDate,8020241
11/11/2021,Wales,CumCasesByDate,465413
11/11/2021,Scotland,CumCasesByDate,674062
11/11/2021,Northern Ireland,CumCasesByDate,288686
12/11/2021,Northern Ireland,CumCasesByDate,289773
12/11/2021,England,CumCasesByDate,8051924
12/11/2021,Wales,CumCasesByDate,468197
12/11/2021,Scotland,CumCasesByDate,677408
13/11/2021,Scotland,CumCasesByDate,680455
13/11/2021,Northern Ireland,CumCasesByDate,291579
13/11/2021,Wales,CumCasesByDate,468197
13/11/2021,England,CumCasesByDate,8084740
14/11/2021,England,CumCasesByDate,8113757
14/11/2021,Wales,CumCasesByDate,470856
14/11/2021,Scotland,CumCasesByDate,683530
14/11/2021,Northern Ireland,CumCasesByDate,292956
15/11/2021,Northern Ireland,CumCasesByDate,294413
15/11/2021,England,CumCasesByDate,8144766
15/11/2021,Wales,CumCasesByDate,475375
15/11/2021,Scotland,CumCasesByDate,685815
16/11/2021,Scotland,CumCasesByDate,688582
16/11/2021,Northern Ireland,CumCasesByDate,296111
16/11/2021,Wales,CumCasesByDate,477295
16/11/2021,England,CumCasesByDate,8175202
17/11/2021,Wales,CumCasesByDate,479712
17/11/2021,England,CumCasesByDate,8205448
17/11/2021,Scotland,CumCasesByDate,691939
17/11/2021,Northern Ireland,CumCasesByDate,297959
18/11/2021,Northern Ireland,CumCasesByDate,299640
18/11/2021,England,CumCasesByDate,8244111
18/11/2021,Wales,CumCasesByDate,482288
18/11/2021,Scotland,CumCasesByDate,695877
19/11/2021,Scotland,CumCasesByDate,698962
19/11/2021,Northern Ireland,CumCasesByDate,301330
19/11/2021,England,CumCasesByDate,8281117
19/11/2021,Wales,CumCasesByDate,484744
20/11/2021,England,CumCasesByDate,8316395
20/11/2021,Wales,CumCasesByDate,484744
20/11/2021,Scotland,CumCasesByDate,701719
20/11/2021,Northern Ireland,CumCasesByDate,303176
21/11/2021,Northern Ireland,CumCasesByDate,304582
21/11/2021,England,CumCasesByDate,8349363
21/11/2021,Wales,CumCasesByDate,487152
21/11/2021,Scotland,CumCasesByDate,704395
22/11/2021,Scotland,CumCasesByDate,706874
22/11/2021,Northern Ireland,CumCasesByDate,306051
22/11/2021,Wales,CumCasesByDate,491640
22/11/2021,England,CumCasesByDate,8385361
23/11/2021,England,CumCasesByDate,8421911
23/11/2021,Wales,CumCasesByDate,493571
23/11/2021,Scotland,CumCasesByDate,709399
23/11/2021,Northern Ireland,CumCasesByDate,307527
24/11/2021,Northern Ireland,CumCasesByDate,309458
24/11/2021,England,CumCasesByDate,8457187
24/11/2021,Wales,CumCasesByDate,495724
24/11/2021,Scotland,CumCasesByDate,712474
25/11/2021,Scotland,CumCasesByDate,715399
25/11/2021,Northern Ireland,CumCasesByDate,311007
25/11/2021,Wales,CumCasesByDate,498101
25/11/2021,England,CumCasesByDate,8496990
26/11/2021,Wales,CumCasesByDate,501028
26/11/2021,England,CumCasesByDate,8538517
26/11/2021,Scotland,CumCasesByDate,718285
26/11/2021,Northern Ireland,CumCasesByDate,313011
27/11/2021,Northern Ireland,CumCasesByDate,314493
27/11/2021,England,CumCasesByDate,8574315
27/11/2021,Wales,CumCasesByDate,501028
27/11/2021,Scotland,CumCasesByDate,720572
28/11/2021,Scotland,CumCasesByDate,722742
28/11/2021,Northern Ireland,CumCasesByDate,315898
28/11/2021,England,CumCasesByDate,8605284
28/11/2021,Wales,CumCasesByDate,502991
29/11/2021,Wales,CumCasesByDate,506960
29/11/2021,England,CumCasesByDate,8639754
29/11/2021,Scotland,CumCasesByDate,724983
29/11/2021,Northern Ireland,CumCasesByDate,317362
30/11/2021,Northern Ireland,CumCasesByDate,318947
30/11/2021,Wales,CumCasesByDate,508932
30/11/2021,England,CumCasesByDate,8673344
30/11/2021,Scotland,CumCasesByDate,727549
01/12/2021,Scotland,CumCasesByDate,730331
01/12/2021,Northern Ireland,CumCasesByDate,320939
01/12/2021,England,CumCasesByDate,8713738
01/12/2021,Wales,CumCasesByDate,510999
02/12/2021,Wales,CumCasesByDate,513790
02/12/2021,England,CumCasesByDate,8758744
02/12/2021,Scotland,CumCasesByDate,733329
02/12/2021,Northern Ireland,CumCasesByDate,323211
03/12/2021,Northern Ireland,CumCasesByDate,325119
03/12/2021,England,CumCasesByDate,8802632
03/12/2021,Wales,CumCasesByDate,516146
03/12/2021,Scotland,CumCasesByDate,735750
04/12/2021,Scotland,CumCasesByDate,737003
04/12/2021,Northern Ireland,CumCasesByDate,326761
04/12/2021,Wales,CumCasesByDate,516146
04/12/2021,England,CumCasesByDate,8841194
05/12/2021,England,CumCasesByDate,8877883
05/12/2021,Wales,CumCasesByDate,518713
05/12/2021,Scotland,CumCasesByDate,739610
05/12/2021,Northern Ireland,CumCasesByDate,328183
06/12/2021,Northern Ireland,CumCasesByDate,329818
06/12/2021,Wales,CumCasesByDate,523118
06/12/2021,England,CumCasesByDate,8918807
06/12/2021,Scotland,CumCasesByDate,743496
07/12/2021,Scotland,CumCasesByDate,746549
07/12/2021,Northern Ireland,CumCasesByDate,331476
07/12/2021,England,CumCasesByDate,8957091
07/12/2021,Wales,CumCasesByDate,525225
08/12/2021,Wales,CumCasesByDate,527538
08/12/2021,England,CumCasesByDate,9000391
08/12/2021,Scotland,CumCasesByDate,749620
08/12/2021,Northern Ireland,CumCasesByDate,333409
09/12/2021,Northern Ireland,CumCasesByDate,335228
09/12/2021,Wales,CumCasesByDate,529840
09/12/2021,England,CumCasesByDate,9043108
09/12/2021,Scotland,CumCasesByDate,752805
10/12/2021,Scotland,CumCasesByDate,757813
10/12/2021,Northern Ireland,CumCasesByDate,337034
10/12/2021,England,CumCasesByDate,9092016
10/12/2021,Wales,CumCasesByDate,532302
11/12/2021,Wales,CumCasesByDate,532302
11/12/2021,England,CumCasesByDate,9138773
11/12/2021,Scotland,CumCasesByDate,761889
11/12/2021,Northern Ireland,CumCasesByDate,338480
12/12/2021,Northern Ireland,CumCasesByDate,340028
12/12/2021,England,CumCasesByDate,9178705
12/12/2021,Wales,CumCasesByDate,534893
12/12/2021,Scotland,CumCasesByDate,765889
13/12/2021,Scotland,CumCasesByDate,769642
13/12/2021,Northern Ireland,CumCasesByDate,341459
13/12/2021,England,CumCasesByDate,9222932
13/12/2021,Wales,CumCasesByDate,539435
14/12/2021,Wales,CumCasesByDate,541254
14/12/2021,England,CumCasesByDate,9275513
14/12/2021,Scotland,CumCasesByDate,772738
14/12/2021,Northern Ireland,CumCasesByDate,343040
15/12/2021,Northern Ireland,CumCasesByDate,345196
15/12/2021,England,CumCasesByDate,9343520
15/12/2021,Wales,CumCasesByDate,543685
15/12/2021,Scotland,CumCasesByDate,777885
16/12/2021,Scotland,CumCasesByDate,783828
16/12/2021,Northern Ireland,CumCasesByDate,347433
16/12/2021,England,CumCasesByDate,9420017
16/12/2021,Wales,CumCasesByDate,546573
17/12/2021,England,CumCasesByDate,9503176
17/12/2021,Wales,CumCasesByDate,549702
17/12/2021,Scotland,CumCasesByDate,788156
17/12/2021,Northern Ireland,CumCasesByDate,349320
18/12/2021,Northern Ireland,CumCasesByDate,351395
18/12/2021,Wales,CumCasesByDate,549702
18/12/2021,England,CumCasesByDate,9584269
18/12/2021,Scotland,CumCasesByDate,794062
19/12/2021,Scotland,CumCasesByDate,799970
19/12/2021,Northern Ireland,CumCasesByDate,353193
19/12/2021,Wales,CumCasesByDate,553163
19/12/2021,England,CumCasesByDate,9655061
20/12/2021,Wales,CumCasesByDate,559959
20/12/2021,England,CumCasesByDate,9731126
20/12/2021,Scotland,CumCasesByDate,806695
20/12/2021,Northern Ireland,CumCasesByDate,355341
21/12/2021,Northern Ireland,CumCasesByDate,357437
21/12/2021,Wales,CumCasesByDate,562333
21/12/2021,England,CumCasesByDate,9810446
21/12/2021,Scotland,CumCasesByDate,811927
22/12/2021,Scotland,CumCasesByDate,814359
22/12/2021,Northern Ireland,CumCasesByDate,360668
22/12/2021,Wales,CumCasesByDate,566995
22/12/2021,England,CumCasesByDate,9905451
23/12/2021,England,CumCasesByDate,10011650
23/12/2021,Wales,CumCasesByDate,570288
23/12/2021,Scotland,CumCasesByDate,824088
23/12/2021,Northern Ireland,CumCasesByDate,363895
24/12/2021,Northern Ireland,CumCasesByDate,367181
24/12/2021,Wales,CumCasesByDate,577043
24/12/2021,England,CumCasesByDate,10115910
24/12/2021,Scotland,CumCasesByDate,831158
25/12/2021,Scotland,CumCasesByDate,839391
25/12/2021,Northern Ireland,CumCasesByDate,367181
25/12/2021,Wales,CumCasesByDate,577043
25/12/2021,England,CumCasesByDate,10229538
26/12/2021,Wales,CumCasesByDate,582378
26/12/2021,England,CumCasesByDate,10332128
26/12/2021,Scotland,CumCasesByDate,850411
26/12/2021,Northern Ireland,CumCasesByDate,367181
27/12/2021,Northern Ireland,CumCasesByDate,367181
27/12/2021,Wales,CumCasesByDate,582378
27/12/2021,England,CumCasesByDate,10429274
27/12/2021,Scotland,CumCasesByDate,860964
28/12/2021,Scotland,CumCasesByDate,870304
28/12/2021,Northern Ireland,CumCasesByDate,367181
28/12/2021,England,CumCasesByDate,10545584
28/12/2021,Wales,CumCasesByDate,594753
29/12/2021,England,CumCasesByDate,10683026
29/12/2021,Wales,CumCasesByDate,600682
29/12/2021,Scotland,CumCasesByDate,886065
29/12/2021,Northern Ireland,CumCasesByDate,390153
30/12/2021,Northern Ireland,CumCasesByDate,394854
30/12/2021,Wales,CumCasesByDate,621732
30/12/2021,England,CumCasesByDate,10828575
30/12/2021,Scotland,CumCasesByDate,902889
31/12/2021,Scotland,CumCasesByDate,914841
31/12/2021,Northern Ireland,CumCasesByDate,402069
31/12/2021,Wales,CumCasesByDate,632125
31/12/2021,England,CumCasesByDate,10988851
01/01/2022,Wales,CumCasesByDate,632125
01/01/2022,England,CumCasesByDate,11151423
01/01/2022,Scotland,CumCasesByDate,931852
01/01/2022,Northern Ireland,CumCasesByDate,402069
02/01/2022,Northern Ireland,CumCasesByDate,402069
02/01/2022,England,CumCasesByDate,11272332
02/01/2022,Wales,CumCasesByDate,646159
02/01/2022,Scotland,CumCasesByDate,945871
03/01/2022,Scotland,CumCasesByDate,966027
03/01/2022,Northern Ireland,CumCasesByDate,402069
03/01/2022,Wales,CumCasesByDate,646159
03/01/2022,England,CumCasesByDate,11408560
04/01/2022,Wales,CumCasesByDate,668473
04/01/2022,England,CumCasesByDate,11557285
04/01/2022,Scotland,CumCasesByDate,983270
04/01/2022,Northern Ireland,CumCasesByDate,432492
05/01/2022,Northern Ireland,CumCasesByDate,439625
05/01/2022,England,CumCasesByDate,11706635
05/01/2022,Wales,CumCasesByDate,689750
05/01/2022,Scotland,CumCasesByDate,999324
06/01/2022,Scotland,CumCasesByDate,1010660
06/01/2022,Northern Ireland,CumCasesByDate,446502
06/01/2022,England,CumCasesByDate,11858941
06/01/2022,Wales,CumCasesByDate,698962
07/01/2022,England,CumCasesByDate,12008346
07/01/2022,Wales,CumCasesByDate,706873
07/01/2022,Scotland,CumCasesByDate,1025063
07/01/2022,Northern Ireland,CumCasesByDate,452946
08/01/2022,Northern Ireland,CumCasesByDate,456404
08/01/2022,Wales,CumCasesByDate,706873
08/01/2022,England,CumCasesByDate,12132895
08/01/2022,Scotland,CumCasesByDate,1037622
09/01/2022,Scotland,CumCasesByDate,1045109
09/01/2022,Northern Ireland,CumCasesByDate,460164
09/01/2022,Wales,CumCasesByDate,715796
09/01/2022,England,CumCasesByDate,12254123
10/01/2022,England,CumCasesByDate,12370121
10/01/2022,Wales,CumCasesByDate,727486
10/01/2022,Scotland,CumCasesByDate,1056837
10/01/2022,Northern Ireland,CumCasesByDate,462870
11/01/2022,Northern Ireland,CumCasesByDate,466290
11/01/2022,Wales,CumCasesByDate,729662
11/01/2022,England,CumCasesByDate,12469614
11/01/2022,Scotland,CumCasesByDate,1067028
12/01/2022,Scotland,CumCasesByDate,1074591
12/01/2022,Northern Ireland,CumCasesByDate,469212
12/01/2022,England,CumCasesByDate,12585787
12/01/2022,Wales,CumCasesByDate,732548
13/01/2022,Wales,CumCasesByDate,735745
13/01/2022,England,CumCasesByDate,12680151
13/01/2022,Scotland,CumCasesByDate,1079729
13/01/2022,Northern Ireland,CumCasesByDate,472192
14/01/2022,Northern Ireland,CumCasesByDate,475146
14/01/2022,England,CumCasesByDate,12766944
14/01/2022,Wales,CumCasesByDate,738609
14/01/2022,Scotland,CumCasesByDate,1085696
15/01/2022,Scotland,CumCasesByDate,1090144
15/01/2022,Northern Ireland,CumCasesByDate,477814
15/01/2022,England,CumCasesByDate,12840532
15/01/2022,Wales,CumCasesByDate,738609
16/01/2022,Wales,CumCasesByDate,740742
16/01/2022,England,CumCasesByDate,12906041
16/01/2022,Scotland,CumCasesByDate,1094251
16/01/2022,Northern Ireland,CumCasesByDate,480332
17/01/2022,Northern Ireland,CumCasesByDate,483627
17/01/2022,Wales,CumCasesByDate,744717
17/01/2022,England,CumCasesByDate,12979908
17/01/2022,Scotland,CumCasesByDate,1097158
18/01/2022,Scotland,CumCasesByDate,1100526
18/01/2022,Northern Ireland,CumCasesByDate,487708
18/01/2022,England,CumCasesByDate,13064494
18/01/2022,Wales,CumCasesByDate,746572
19/01/2022,Wales,CumCasesByDate,748708
19/01/2022,England,CumCasesByDate,13160429
19/01/2022,Scotland,CumCasesByDate,1105454
19/01/2022,Northern Ireland,CumCasesByDate,492159
20/01/2022,Northern Ireland,CumCasesByDate,496038
20/01/2022,Wales,CumCasesByDate,751473
20/01/2022,England,CumCasesByDate,13255586
20/01/2022,Scotland,CumCasesByDate,1110186
21/01/2022,Scotland,CumCasesByDate,1114066
21/01/2022,Northern Ireland,CumCasesByDate,499606
21/01/2022,Wales,CumCasesByDate,753899
21/01/2022,England,CumCasesByDate,13341488
22/01/2022,England,CumCasesByDate,13413441
22/01/2022,Wales,CumCasesByDate,753899
22/01/2022,Scotland,CumCasesByDate,1117515
22/01/2022,Northern Ireland,CumCasesByDate,503082
23/01/2022,Northern Ireland,CumCasesByDate,506141
23/01/2022,England,CumCasesByDate,13482354
23/01/2022,Wales,CumCasesByDate,756727
23/01/2022,Scotland,CumCasesByDate,1121094
24/01/2022,Scotland,CumCasesByDate,1124048
24/01/2022,Northern Ireland,CumCasesByDate,510073
24/01/2022,Wales,CumCasesByDate,761054
24/01/2022,England,CumCasesByDate,13558510
25/01/2022,England,CumCasesByDate,13642522
25/01/2022,Wales,CumCasesByDate,763031
25/01/2022,Scotland,CumCasesByDate,1127067
25/01/2022,Northern Ireland,CumCasesByDate,515096
26/01/2022,Northern Ireland,CumCasesByDate,519479
26/01/2022,Wales,CumCasesByDate,765737
26/01/2022,England,CumCasesByDate,13732435
26/01/2022,Scotland,CumCasesByDate,1131668
27/01/2022,Scotland,CumCasesByDate,1135991
27/01/2022,Northern Ireland,CumCasesByDate,523722
27/01/2022,England,CumCasesByDate,13817017
27/01/2022,Wales,CumCasesByDate,768744
28/01/2022,England,CumCasesByDate,13895065
28/01/2022,Wales,CumCasesByDate,771516
28/01/2022,Scotland,CumCasesByDate,1139939
28/01/2022,Northern Ireland,CumCasesByDate,527460
29/01/2022,Northern Ireland,CumCasesByDate,531050
29/01/2022,England,CumCasesByDate,13963618
29/01/2022,Wales,CumCasesByDate,771516
29/01/2022,Scotland,CumCasesByDate,1143275
30/01/2022,Scotland,CumCasesByDate,1146815
30/01/2022,Northern Ireland,CumCasesByDate,534119
30/01/2022,Wales,CumCasesByDate,774356
30/01/2022,England,CumCasesByDate,14023177
31/01/2022,England,CumCasesByDate,14845382
31/01/2022,Wales,CumCasesByDate,778884
31/01/2022,Scotland,CumCasesByDate,1148772
31/01/2022,Northern Ireland,CumCasesByDate,542855
01/02/2022,Northern Ireland,CumCasesByDate,547477
01/02/2022,England,CumCasesByDate,14948735
01/02/2022,Wales,CumCasesByDate,780519
01/02/2022,Scotland,CumCasesByDate,1151614
02/02/2022,Scotland,CumCasesByDate,1156123
02/02/2022,Northern Ireland,CumCasesByDate,552246
02/02/2022,England,CumCasesByDate,15028951
02/02/2022,Wales,CumCasesByDate,782388
03/02/2022,Wales,CumCasesByDate,784811
03/02/2022,England,CumCasesByDate,15106124
03/02/2022,Scotland,CumCasesByDate,1160448
03/02/2022,Northern Ireland,CumCasesByDate,556449
04/02/2022,Northern Ireland,CumCasesByDate,560282
04/02/2022,England,CumCasesByDate,15177316
04/02/2022,Wales,CumCasesByDate,787417
04/02/2022,Scotland,CumCasesByDate,1164870
05/02/2022,Scotland,CumCasesByDate,1167763
05/02/2022,Northern Ireland,CumCasesByDate,563483
05/02/2022,England,CumCasesByDate,15234229
05/02/2022,Wales,CumCasesByDate,787417
06/02/2022,Wales,CumCasesByDate,789285
06/02/2022,England,CumCasesByDate,15282993
06/02/2022,Scotland,CumCasesByDate,1171004
06/02/2022,Northern Ireland,CumCasesByDate,566177
07/02/2022,Northern Ireland,CumCasesByDate,569282
07/02/2022,Wales,CumCasesByDate,792667
07/02/2022,England,CumCasesByDate,15331148
07/02/2022,Scotland,CumCasesByDate,1173535
08/02/2022,Scotland,CumCasesByDate,1176188
08/02/2022,Northern Ireland,CumCasesByDate,573241
08/02/2022,England,CumCasesByDate,15389601
08/02/2022,Wales,CumCasesByDate,793773
09/02/2022,Wales,CumCasesByDate,795161
09/02/2022,England,CumCasesByDate,15447906
09/02/2022,Scotland,CumCasesByDate,1179974
09/02/2022,Northern Ireland,CumCasesByDate,577078
10/02/2022,Northern Ireland,CumCasesByDate,580687
10/02/2022,Wales,CumCasesByDate,796922
10/02/2022,England,CumCasesByDate,15501331
10/02/2022,Scotland,CumCasesByDate,1283259
11/02/2022,Scotland,CumCasesByDate,1290487
11/02/2022,Northern Ireland,CumCasesByDate,583610
11/02/2022,Wales,CumCasesByDate,798821
11/02/2022,England,CumCasesByDate,15547597
12/02/2022,Wales,CumCasesByDate,798821
12/02/2022,England,CumCasesByDate,15584863
12/02/2022,Scotland,CumCasesByDate,1295991
12/02/2022,Northern Ireland,CumCasesByDate,586243
13/02/2022,Northern Ireland,CumCasesByDate,588401
13/02/2022,Wales,CumCasesByDate,800316
13/02/2022,England,CumCasesByDate,15616753
13/02/2022,Scotland,CumCasesByDate,1301234
14/02/2022,Scotland,CumCasesByDate,1306292
14/02/2022,Northern Ireland,CumCasesByDate,590866
14/02/2022,England,CumCasesByDate,15648433
14/02/2022,Wales,CumCasesByDate,802438
15/02/2022,England,CumCasesByDate,15684719
15/02/2022,Wales,CumCasesByDate,803360
15/02/2022,Scotland,CumCasesByDate,1312019
15/02/2022,Northern Ireland,CumCasesByDate,593853
16/02/2022,Northern Ireland,CumCasesByDate,596742
16/02/2022,Wales,CumCasesByDate,804484
16/02/2022,England,CumCasesByDate,15727107
16/02/2022,Scotland,CumCasesByDate,1319373
17/02/2022,Scotland,CumCasesByDate,1326382
17/02/2022,Northern Ireland,CumCasesByDate,599769
17/02/2022,England,CumCasesByDate,15767071
17/02/2022,Wales,CumCasesByDate,805836
18/02/2022,Wales,CumCasesByDate,807096
18/02/2022,England,CumCasesByDate,15803539
18/02/2022,Scotland,CumCasesByDate,1333332
18/02/2022,Northern Ireland,CumCasesByDate,602238
19/02/2022,Northern Ireland,CumCasesByDate,604385
19/02/2022,England,CumCasesByDate,15835403
19/02/2022,Wales,CumCasesByDate,807096
19/02/2022,Scotland,CumCasesByDate,1338539
20/02/2022,Scotland,CumCasesByDate,1344013
20/02/2022,Northern Ireland,CumCasesByDate,606250
20/02/2022,Wales,CumCasesByDate,807096
20/02/2022,England,CumCasesByDate,15859074
21/02/2022,England,CumCasesByDate,15888557
21/02/2022,Wales,CumCasesByDate,808210
21/02/2022,Scotland,CumCasesByDate,1349320
21/02/2022,Northern Ireland,CumCasesByDate,608485
22/02/2022,Northern Ireland,CumCasesByDate,611437
22/02/2022,England,CumCasesByDate,15918472
22/02/2022,Wales,CumCasesByDate,809882
22/02/2022,Scotland,CumCasesByDate,1355657
23/02/2022,Scotland,CumCasesByDate,1362296
23/02/2022,Northern Ireland,CumCasesByDate,613731
23/02/2022,England,CumCasesByDate,15947871
23/02/2022,Wales,CumCasesByDate,810785
24/02/2022,England,CumCasesByDate,15975718
24/02/2022,Wales,CumCasesByDate,811844
24/02/2022,Scotland,CumCasesByDate,1369385
24/02/2022,Northern Ireland,CumCasesByDate,616217
25/02/2022,Northern Ireland,CumCasesByDate,618285
25/02/2022,England,CumCasesByDate,15998983
25/02/2022,Wales,CumCasesByDate,812699
25/02/2022,Scotland,CumCasesByDate,1374798
26/02/2022,Scotland,CumCasesByDate,1374798
26/02/2022,Northern Ireland,CumCasesByDate,618285
26/02/2022,Wales,CumCasesByDate,812699
26/02/2022,England,CumCasesByDate,15998983
27/02/2022,Wales,CumCasesByDate,812699
27/02/2022,England,CumCasesByDate,15998983
27/02/2022,Scotland,CumCasesByDate,1374798
27/02/2022,Northern Ireland,CumCasesByDate,618285
28/02/2022,Northern Ireland,CumCasesByDate,623453
28/02/2022,Wales,CumCasesByDate,813038
28/02/2022,England,CumCasesByDate,16059214
28/02/2022,Scotland,CumCasesByDate,1390996
01/03/2022,Scotland,CumCasesByDate,1458444
01/03/2022,Northern Ireland,CumCasesByDate,626020
01/03/2022,England,CumCasesByDate,16085841
01/03/2022,Wales,CumCasesByDate,815263
02/03/2022,Wales,CumCasesByDate,816071
02/03/2022,England,CumCasesByDate,16117745
02/03/2022,Scotland,CumCasesByDate,1467078
02/03/2022,Northern Ireland,CumCasesByDate,628427
03/03/2022,Northern Ireland,CumCasesByDate,630835
03/03/2022,Wales,CumCasesByDate,816969
03/03/2022,England,CumCasesByDate,16150464
03/03/2022,Scotland,CumCasesByDate,1476428
04/03/2022,Scotland,CumCasesByDate,1485872
04/03/2022,Northern Ireland,CumCasesByDate,633071
04/03/2022,Wales,CumCasesByDate,818146
04/03/2022,England,CumCasesByDate,16182092
05/03/2022,Wales,CumCasesByDate,818146
05/03/2022,England,CumCasesByDate,16182092
05/03/2022,Scotland,CumCasesByDate,1485872
05/03/2022,Northern Ireland,CumCasesByDate,633071
06/03/2022,Northern Ireland,CumCasesByDate,633071
06/03/2022,England,CumCasesByDate,16182092
06/03/2022,Wales,CumCasesByDate,818146
06/03/2022,Scotland,CumCasesByDate,1485872
07/03/2022,Scotland,CumCasesByDate,1510238
07/03/2022,Northern Ireland,CumCasesByDate,638840
07/03/2022,England,CumCasesByDate,16277054
07/03/2022,Wales,CumCasesByDate,819169
08/03/2022,England,CumCasesByDate,16321911
08/03/2022,Wales,CumCasesByDate,821797
