Date,Nation,Metric,Cases
17/01/2021,Wales,CumCasesByDate,180161
18/01/2021,Northern Ireland,CumCasesByDate,96001
18/01/2021,Scotland,CumCasesByDate,163762
18/01/2021,Wales,CumCasesByDate,181493
18/01/2021,England,CumCasesByDate,2992238
19/01/2021,England,CumCasesByDate,3022609
19/01/2021,Wales,CumCasesByDate,182599
19/01/2021,Northern Ireland,CumCasesByDate,96714
19/01/2021,Scotland,CumCasesByDate,164927
20/01/2021,Scotland,CumCasesByDate,166583
20/01/2021,Northern Ireland,CumCasesByDate,97619
20/01/2021,Wales,CumCasesByDate,183882
20/01/2021,England,CumCasesByDate,3057670
21/01/2021,England,CumCasesByDate,3092041
21/01/2021,Scotland,CumCasesByDate,168219
21/01/2021,Northern Ireland,CumCasesByDate,98351
21/01/2021,Wales,CumCasesByDate,185035
22/01/2021,Wales,CumCasesByDate,185836
22/01/2021,Scotland,CumCasesByDate,169699
22/01/2021,Northern Ireland,CumCasesByDate,99216
22/01/2021,England,CumCasesByDate,3129156
23/01/2021,England,CumCasesByDate,3159652
23/01/2021,Northern Ireland,CumCasesByDate,99886
23/01/2021,Scotland,CumCasesByDate,171006
23/01/2021,Wales,CumCasesByDate,186915
24/01/2021,Northern Ireland,CumCasesByDate,100319
24/01/2021,Wales,CumCasesByDate,187711
24/01/2021,Scotland,CumCasesByDate,172201
24/01/2021,England,CumCasesByDate,3187232
25/01/2021,England,CumCasesByDate,3207381
25/01/2021,Northern Ireland,CumCasesByDate,100741
25/01/2021,Scotland,CumCasesByDate,172953
25/01/2021,Wales,CumCasesByDate,188583
26/01/2021,Wales,CumCasesByDate,189152
26/01/2021,Scotland,CumCasesByDate,174002
26/01/2021,Northern Ireland,CumCasesByDate,101291
26/01/2021,England,CumCasesByDate,3225301
27/01/2021,England,CumCasesByDate,3248215
27/01/2021,Wales,CumCasesByDate,189689
27/01/2021,Northern Ireland,CumCasesByDate,101818
27/01/2021,Scotland,CumCasesByDate,175332
28/01/2021,Wales,CumCasesByDate,190394
28/01/2021,Northern Ireland,CumCasesByDate,102410
28/01/2021,Scotland,CumCasesByDate,176533
28/01/2021,England,CumCasesByDate,3274397
29/01/2021,England,CumCasesByDate,3301106
29/01/2021,Northern Ireland,CumCasesByDate,103079
29/01/2021,Scotland,CumCasesByDate,177688
29/01/2021,Wales,CumCasesByDate,190940
30/01/2021,Wales,CumCasesByDate,191677
30/01/2021,Scotland,CumCasesByDate,178682
30/01/2021,Northern Ireland,CumCasesByDate,103534
30/01/2021,England,CumCasesByDate,3322195
31/01/2021,England,CumCasesByDate,3341249
31/01/2021,Northern Ireland,CumCasesByDate,103960
31/01/2021,Wales,CumCasesByDate,192282
31/01/2021,Scotland,CumCasesByDate,179685
01/02/2021,Northern Ireland,CumCasesByDate,104274
01/02/2021,Wales,CumCasesByDate,192912
01/02/2021,Scotland,CumCasesByDate,180533
01/02/2021,England,CumCasesByDate,3358064
02/02/2021,England,CumCasesByDate,3373085
02/02/2021,Northern Ireland,CumCasesByDate,104721
02/02/2021,Wales,CumCasesByDate,193526
02/02/2021,Scotland,CumCasesByDate,181291
03/02/2021,Scotland,CumCasesByDate,182269
03/02/2021,Wales,CumCasesByDate,193981
03/02/2021,Northern Ireland,CumCasesByDate,105225
03/02/2021,England,CumCasesByDate,3390350
04/02/2021,England,CumCasesByDate,3408879
04/02/2021,Scotland,CumCasesByDate,183418
04/02/2021,Wales,CumCasesByDate,194525
04/02/2021,Northern Ireland,CumCasesByDate,105637
05/02/2021,Northern Ireland,CumCasesByDate,106143
05/02/2021,Wales,CumCasesByDate,194924
05/02/2021,Scotland,CumCasesByDate,184313
05/02/2021,England,CumCasesByDate,3426193
06/02/2021,England,CumCasesByDate,3442495
06/02/2021,Wales,CumCasesByDate,195599
06/02/2021,Northern Ireland,CumCasesByDate,106533
06/02/2021,Scotland,CumCasesByDate,185208
07/02/2021,Wales,CumCasesByDate,196060
07/02/2021,Scotland,CumCasesByDate,185792
07/02/2021,Northern Ireland,CumCasesByDate,106867
07/02/2021,England,CumCasesByDate,3456961
08/02/2021,England,CumCasesByDate,3469231
08/02/2021,Scotland,CumCasesByDate,186720
08/02/2021,Northern Ireland,CumCasesByDate,107163
08/02/2021,Wales,CumCasesByDate,196670
09/02/2021,Northern Ireland,CumCasesByDate,107438
09/02/2021,Scotland,CumCasesByDate,187542
09/02/2021,Wales,CumCasesByDate,197021
09/02/2021,England,CumCasesByDate,3480147
10/02/2021,England,CumCasesByDate,3491698
10/02/2021,Scotland,CumCasesByDate,188345
10/02/2021,Northern Ireland,CumCasesByDate,107774
10/02/2021,Wales,CumCasesByDate,197344
11/02/2021,Scotland,CumCasesByDate,189175
11/02/2021,Northern Ireland,CumCasesByDate,108027
11/02/2021,Wales,CumCasesByDate,197754
11/02/2021,England,CumCasesByDate,3503699
12/02/2021,England,CumCasesByDate,3516998
12/02/2021,Wales,CumCasesByDate,198362
12/02/2021,Northern Ireland,CumCasesByDate,108434
12/02/2021,Scotland,CumCasesByDate,190005
13/02/2021,Wales,CumCasesByDate,198761
13/02/2021,Northern Ireland,CumCasesByDate,108737
13/02/2021,Scotland,CumCasesByDate,190913
13/02/2021,England,CumCasesByDate,3528695
14/02/2021,England,CumCasesByDate,3538194
14/02/2021,Scotland,CumCasesByDate,191816
14/02/2021,Northern Ireland,CumCasesByDate,108913
14/02/2021,Wales,CumCasesByDate,199155
15/02/2021,Northern Ireland,CumCasesByDate,109147
15/02/2021,Scotland,CumCasesByDate,192375
15/02/2021,Wales,CumCasesByDate,199518
15/02/2021,England,CumCasesByDate,3546803
16/02/2021,England,CumCasesByDate,3556039
16/02/2021,Scotland,CumCasesByDate,193148
16/02/2021,Wales,CumCasesByDate,199793
16/02/2021,Northern Ireland,CumCasesByDate,109488
17/02/2021,Northern Ireland,CumCasesByDate,109785
17/02/2021,Wales,CumCasesByDate,200166
17/02/2021,Scotland,CumCasesByDate,194269
17/02/2021,England,CumCasesByDate,3566965
18/02/2021,England,CumCasesByDate,3577705
18/02/2021,Northern Ireland,CumCasesByDate,110127
18/02/2021,Wales,CumCasesByDate,200456
18/02/2021,Scotland,CumCasesByDate,194954
19/02/2021,Northern Ireland,CumCasesByDate,110440
19/02/2021,Wales,CumCasesByDate,200989
19/02/2021,Scotland,CumCasesByDate,195839
19/02/2021,England,CumCasesByDate,3588001
20/02/2021,England,CumCasesByDate,3596965
20/02/2021,Northern Ireland,CumCasesByDate,110716
20/02/2021,Wales,CumCasesByDate,201352
20/02/2021,Scotland,CumCasesByDate,196642
21/02/2021,Wales,CumCasesByDate,201688
21/02/2021,Scotland,CumCasesByDate,197469
21/02/2021,Northern Ireland,CumCasesByDate,110979
21/02/2021,England,CumCasesByDate,3605373
22/02/2021,England,CumCasesByDate,3614793
22/02/2021,Wales,CumCasesByDate,202007
22/02/2021,Northern Ireland,CumCasesByDate,111166
22/02/2021,Scotland,CumCasesByDate,198184
23/02/2021,Scotland,CumCasesByDate,198839
23/02/2021,Northern Ireland,CumCasesByDate,111391
23/02/2021,Wales,CumCasesByDate,202324
23/02/2021,England,CumCasesByDate,3622085
24/02/2021,England,CumCasesByDate,3630729
24/02/2021,Northern Ireland,CumCasesByDate,111651
24/02/2021,Scotland,CumCasesByDate,199637
24/02/2021,Wales,CumCasesByDate,202560
25/02/2021,Scotland,CumCasesByDate,200406
25/02/2021,Northern Ireland,CumCasesByDate,111932
25/02/2021,Wales,CumCasesByDate,202872
25/02/2021,England,CumCasesByDate,3639352
26/02/2021,England,CumCasesByDate,3646745
26/02/2021,Wales,CumCasesByDate,203180
26/02/2021,Scotland,CumCasesByDate,200987
26/02/2021,Northern Ireland,CumCasesByDate,112173
27/02/2021,Wales,CumCasesByDate,203378
27/02/2021,Northern Ireland,CumCasesByDate,112357
27/02/2021,Scotland,CumCasesByDate,201512
27/02/2021,England,CumCasesByDate,3653272
28/02/2021,England,CumCasesByDate,3658352
28/02/2021,Northern Ireland,CumCasesByDate,112493
28/02/2021,Scotland,CumCasesByDate,202084
28/02/2021,Wales,CumCasesByDate,203625
01/03/2021,Wales,CumCasesByDate,203818
01/03/2021,England,CumCasesByDate,3663090
01/03/2021,Scotland,CumCasesByDate,202470
01/03/2021,Northern Ireland,CumCasesByDate,112631
02/03/2021,Northern Ireland,CumCasesByDate,112780
02/03/2021,Wales,CumCasesByDate,203988
02/03/2021,England,CumCasesByDate,3668620
02/03/2021,Scotland,CumCasesByDate,203012
03/03/2021,Scotland,CumCasesByDate,203555
03/03/2021,England,CumCasesByDate,3674028
03/03/2021,Northern Ireland,CumCasesByDate,113006
03/03/2021,Wales,CumCasesByDate,204196
04/03/2021,Wales,CumCasesByDate,204463
04/03/2021,Scotland,CumCasesByDate,204055
04/03/2021,England,CumCasesByDate,3679671
04/03/2021,Northern Ireland,CumCasesByDate,113169
05/03/2021,Northern Ireland,CumCasesByDate,113335
05/03/2021,Wales,CumCasesByDate,204692
05/03/2021,Scotland,CumCasesByDate,204553
05/03/2021,England,CumCasesByDate,3684724
06/03/2021,Scotland,CumCasesByDate,205108
06/03/2021,England,CumCasesByDate,3689842
06/03/2021,Northern Ireland,CumCasesByDate,113507
06/03/2021,Wales,CumCasesByDate,204886
07/03/2021,Wales,CumCasesByDate,205038
07/03/2021,England,CumCasesByDate,3694339
07/03/2021,Scotland,CumCasesByDate,205498
07/03/2021,Northern Ireland,CumCasesByDate,113645
08/03/2021,Northern Ireland,CumCasesByDate,113789
08/03/2021,Wales,CumCasesByDate,205202
08/03/2021,England,CumCasesByDate,3698242
08/03/2021,Scotland,CumCasesByDate,205999
09/03/2021,Scotland,CumCasesByDate,206465
09/03/2021,England,CumCasesByDate,3703136
09/03/2021,Northern Ireland,CumCasesByDate,114029
09/03/2021,Wales,CumCasesByDate,205368
10/03/2021,Wales,CumCasesByDate,205593
10/03/2021,Scotland,CumCasesByDate,207156
10/03/2021,England,CumCasesByDate,3707999
10/03/2021,Northern Ireland,CumCasesByDate,114176
11/03/2021,Northern Ireland,CumCasesByDate,114399
11/03/2021,Wales,CumCasesByDate,205788
11/03/2021,Scotland,CumCasesByDate,207747
11/03/2021,England,CumCasesByDate,3713743
12/03/2021,England,CumCasesByDate,3719272
12/03/2021,Scotland,CumCasesByDate,208429
12/03/2021,Northern Ireland,CumCasesByDate,114607
12/03/2021,Wales,CumCasesByDate,205978
13/03/2021,Wales,CumCasesByDate,206188
13/03/2021,Scotland,CumCasesByDate,209068
13/03/2021,England,CumCasesByDate,3723811
13/03/2021,Northern Ireland,CumCasesByDate,114753
14/03/2021,Northern Ireland,CumCasesByDate,114896
14/03/2021,Wales,CumCasesByDate,206405
14/03/2021,England,CumCasesByDate,3727585
14/03/2021,Scotland,CumCasesByDate,209552
15/03/2021,England,CumCasesByDate,3731849
15/03/2021,Scotland,CumCasesByDate,210008
15/03/2021,Northern Ireland,CumCasesByDate,115017
15/03/2021,Wales,CumCasesByDate,206653
16/03/2021,Wales,CumCasesByDate,206795
16/03/2021,Scotland,CumCasesByDate,210605
16/03/2021,England,CumCasesByDate,3736240
16/03/2021,Northern Ireland,CumCasesByDate,115181
17/03/2021,Northern Ireland,CumCasesByDate,115342
17/03/2021,Wales,CumCasesByDate,206940
17/03/2021,Scotland,CumCasesByDate,211230
17/03/2021,England,CumCasesByDate,3741067
18/03/2021,England,CumCasesByDate,3746280
18/03/2021,Scotland,CumCasesByDate,211854
18/03/2021,Northern Ireland,CumCasesByDate,115511
18/03/2021,Wales,CumCasesByDate,207237
19/03/2021,Wales,CumCasesByDate,207438
19/03/2021,England,CumCasesByDate,3750089
19/03/2021,Scotland,CumCasesByDate,212509
19/03/2021,Northern Ireland,CumCasesByDate,115648
20/03/2021,Northern Ireland,CumCasesByDate,115807
20/03/2021,Wales,CumCasesByDate,207646
20/03/2021,England,CumCasesByDate,3754821
20/03/2021,Scotland,CumCasesByDate,212997
21/03/2021,Scotland,CumCasesByDate,213529
21/03/2021,England,CumCasesByDate,3759280
21/03/2021,Northern Ireland,CumCasesByDate,115932
21/03/2021,Wales,CumCasesByDate,207842
22/03/2021,Wales,CumCasesByDate,207992
22/03/2021,Scotland,CumCasesByDate,213888
22/03/2021,England,CumCasesByDate,3764026
22/03/2021,Northern Ireland,CumCasesByDate,116019
23/03/2021,Northern Ireland,CumCasesByDate,116193
23/03/2021,Wales,CumCasesByDate,208119
23/03/2021,Scotland,CumCasesByDate,214383
23/03/2021,England,CumCasesByDate,3768609
24/03/2021,England,CumCasesByDate,3773224
24/03/2021,Scotland,CumCasesByDate,215075
24/03/2021,Northern Ireland,CumCasesByDate,116332
24/03/2021,Wales,CumCasesByDate,208277
25/03/2021,Wales,CumCasesByDate,208504
25/03/2021,England,CumCasesByDate,3778510
25/03/2021,Scotland,CumCasesByDate,215599
25/03/2021,Northern Ireland,CumCasesByDate,116515
26/03/2021,Northern Ireland,CumCasesByDate,116696
26/03/2021,Wales,CumCasesByDate,208694
26/03/2021,England,CumCasesByDate,3783783
26/03/2021,Scotland,CumCasesByDate,216142
27/03/2021,England,CumCasesByDate,3786746
27/03/2021,Scotland,CumCasesByDate,216705
27/03/2021,Northern Ireland,CumCasesByDate,116834
27/03/2021,Wales,CumCasesByDate,208895
28/03/2021,Wales,CumCasesByDate,209066
28/03/2021,England,CumCasesByDate,3789899
28/03/2021,Scotland,CumCasesByDate,217127
28/03/2021,Northern Ireland,CumCasesByDate,116950
29/03/2021,Northern Ireland,CumCasesByDate,117015
29/03/2021,England,CumCasesByDate,3794011
29/03/2021,Wales,CumCasesByDate,209191
29/03/2021,Scotland,CumCasesByDate,217479
30/03/2021,Scotland,CumCasesByDate,217890
30/03/2021,Northern Ireland,CumCasesByDate,117166
30/03/2021,England,CumCasesByDate,3797395
30/03/2021,Wales,CumCasesByDate,209285
31/03/2021,England,CumCasesByDate,3800722
31/03/2021,Wales,CumCasesByDate,209345
31/03/2021,Scotland,CumCasesByDate,218432
31/03/2021,Northern Ireland,CumCasesByDate,117289
01/04/2021,Northern Ireland,CumCasesByDate,117396
01/04/2021,England,CumCasesByDate,3804506
01/04/2021,Wales,CumCasesByDate,209532
01/04/2021,Scotland,CumCasesByDate,218832
02/04/2021,Scotland,CumCasesByDate,219246
02/04/2021,Northern Ireland,CumCasesByDate,117503
02/04/2021,Wales,CumCasesByDate,209532
02/04/2021,England,CumCasesByDate,3807387
03/04/2021,England,CumCasesByDate,3810234
03/04/2021,Wales,CumCasesByDate,209627
03/04/2021,Scotland,CumCasesByDate,219643
03/04/2021,Northern Ireland,CumCasesByDate,117587
04/04/2021,Northern Ireland,CumCasesByDate,117587
04/04/2021,England,CumCasesByDate,3812188
04/04/2021,Wales,CumCasesByDate,209627
04/04/2021,Scotland,CumCasesByDate,219986
05/04/2021,Scotland,CumCasesByDate,220234
05/04/2021,Northern Ireland,CumCasesByDate,117676
05/04/2021,Wales,CumCasesByDate,209816
05/04/2021,England,CumCasesByDate,3814424
06/04/2021,England,CumCasesByDate,3816361
06/04/2021,Wales,CumCasesByDate,209942
06/04/2021,Scotland,CumCasesByDate,220493
06/04/2021,Northern Ireland,CumCasesByDate,117733
07/04/2021,Northern Ireland,CumCasesByDate,117821
07/04/2021,England,CumCasesByDate,3818665
07/04/2021,Wales,CumCasesByDate,210023
07/04/2021,Scotland,CumCasesByDate,220782
08/04/2021,Scotland,CumCasesByDate,221146
08/04/2021,Northern Ireland,CumCasesByDate,117919
08/04/2021,England,CumCasesByDate,3821151
08/04/2021,Wales,CumCasesByDate,210105
09/04/2021,Wales,CumCasesByDate,210219
09/04/2021,England,CumCasesByDate,3815779
09/04/2021,Scotland,CumCasesByDate,221431
09/04/2021,Northern Ireland,CumCasesByDate,118032
10/04/2021,Northern Ireland,CumCasesByDate,118178
10/04/2021,Wales,CumCasesByDate,210344
10/04/2021,England,CumCasesByDate,3817811
10/04/2021,Scotland,CumCasesByDate,221712
11/04/2021,Scotland,CumCasesByDate,221962
11/04/2021,Northern Ireland,CumCasesByDate,118267
11/04/2021,England,CumCasesByDate,3819149
11/04/2021,Wales,CumCasesByDate,210397
12/04/2021,Wales,CumCasesByDate,210447
12/04/2021,England,CumCasesByDate,3822371
12/04/2021,Scotland,CumCasesByDate,222161
12/04/2021,Northern Ireland,CumCasesByDate,118364
13/04/2021,Northern Ireland,CumCasesByDate,118476
13/04/2021,England,CumCasesByDate,3824441
13/04/2021,Wales,CumCasesByDate,210515
13/04/2021,Scotland,CumCasesByDate,222382
14/04/2021,Scotland,CumCasesByDate,222660
14/04/2021,Northern Ireland,CumCasesByDate,118573
14/04/2021,England,CumCasesByDate,3826495
14/04/2021,Wales,CumCasesByDate,210577
15/04/2021,Wales,CumCasesByDate,210681
15/04/2021,England,CumCasesByDate,3828666
15/04/2021,Scotland,CumCasesByDate,222897
15/04/2021,Northern Ireland,CumCasesByDate,118732
16/04/2021,Northern Ireland,CumCasesByDate,118851
16/04/2021,Wales,CumCasesByDate,210729
16/04/2021,England,CumCasesByDate,3830891
16/04/2021,Scotland,CumCasesByDate,223261
17/04/2021,Scotland,CumCasesByDate,223471
17/04/2021,Northern Ireland,CumCasesByDate,118950
17/04/2021,England,CumCasesByDate,3832788
17/04/2021,Wales,CumCasesByDate,210729
18/04/2021,Wales,CumCasesByDate,210823
18/04/2021,England,CumCasesByDate,3834283
18/04/2021,Scotland,CumCasesByDate,223682
18/04/2021,Northern Ireland,CumCasesByDate,119032
19/04/2021,Northern Ireland,CumCasesByDate,119111
19/04/2021,England,CumCasesByDate,3836833
19/04/2021,Wales,CumCasesByDate,210925
19/04/2021,Scotland,CumCasesByDate,223914
20/04/2021,Scotland,CumCasesByDate,224092
20/04/2021,Northern Ireland,CumCasesByDate,119235
20/04/2021,England,CumCasesByDate,3839002
20/04/2021,Wales,CumCasesByDate,210978
21/04/2021,England,CumCasesByDate,3840945
21/04/2021,Wales,CumCasesByDate,211042
21/04/2021,Scotland,CumCasesByDate,224365
21/04/2021,Northern Ireland,CumCasesByDate,119351
22/04/2021,Northern Ireland,CumCasesByDate,119471
22/04/2021,Wales,CumCasesByDate,211104
22/04/2021,England,CumCasesByDate,3843260
22/04/2021,Scotland,CumCasesByDate,224596
23/04/2021,Scotland,CumCasesByDate,224851
23/04/2021,Northern Ireland,CumCasesByDate,119559
23/04/2021,Wales,CumCasesByDate,211162
23/04/2021,England,CumCasesByDate,3845537
24/04/2021,England,CumCasesByDate,3847341
24/04/2021,Wales,CumCasesByDate,211162
24/04/2021,Scotland,CumCasesByDate,225028
24/04/2021,Northern Ireland,CumCasesByDate,119639
25/04/2021,Northern Ireland,CumCasesByDate,119712
25/04/2021,England,CumCasesByDate,3848742
25/04/2021,Wales,CumCasesByDate,211224
25/04/2021,Scotland,CumCasesByDate,225204
26/04/2021,Scotland,CumCasesByDate,225346
26/04/2021,Northern Ireland,CumCasesByDate,119785
26/04/2021,England,CumCasesByDate,3850494
26/04/2021,Wales,CumCasesByDate,211321
27/04/2021,Wales,CumCasesByDate,211354
27/04/2021,England,CumCasesByDate,3852904
27/04/2021,Scotland,CumCasesByDate,225479
27/04/2021,Northern Ireland,CumCasesByDate,119894
28/04/2021,Northern Ireland,CumCasesByDate,119992
28/04/2021,Wales,CumCasesByDate,211389
28/04/2021,England,CumCasesByDate,3854733
28/04/2021,Scotland,CumCasesByDate,225683
29/04/2021,Scotland,CumCasesByDate,225861
29/04/2021,Northern Ireland,CumCasesByDate,120087
29/04/2021,England,CumCasesByDate,3856836
29/04/2021,Wales,CumCasesByDate,211458
30/04/2021,England,CumCasesByDate,3858882
30/04/2021,Wales,CumCasesByDate,211494
30/04/2021,Scotland,CumCasesByDate,226052
30/04/2021,Northern Ireland,CumCasesByDate,120195
01/05/2021,Northern Ireland,CumCasesByDate,120285
01/05/2021,England,CumCasesByDate,3860524
01/05/2021,Wales,CumCasesByDate,211494
01/05/2021,Scotland,CumCasesByDate,226227
02/05/2021,Scotland,CumCasesByDate,226373
02/05/2021,Northern Ireland,CumCasesByDate,120354
02/05/2021,England,CumCasesByDate,3861901
02/05/2021,Wales,CumCasesByDate,211573
03/05/2021,Wales,CumCasesByDate,211573
03/05/2021,England,CumCasesByDate,3863354
03/05/2021,Scotland,CumCasesByDate,226505
03/05/2021,Northern Ireland,CumCasesByDate,120418
04/05/2021,Northern Ireland,CumCasesByDate,120501
04/05/2021,Wales,CumCasesByDate,211638
04/05/2021,England,CumCasesByDate,3865013
04/05/2021,Scotland,CumCasesByDate,226644
05/05/2021,Scotland,CumCasesByDate,226729
05/05/2021,Northern Ireland,CumCasesByDate,120600
05/05/2021,Wales,CumCasesByDate,211692
05/05/2021,England,CumCasesByDate,3866919
06/05/2021,Wales,CumCasesByDate,211726
06/05/2021,England,CumCasesByDate,3869113
06/05/2021,Scotland,CumCasesByDate,227012
06/05/2021,Northern Ireland,CumCasesByDate,120702
07/05/2021,Northern Ireland,CumCasesByDate,120767
07/05/2021,England,CumCasesByDate,3871255
07/05/2021,Wales,CumCasesByDate,211773
07/05/2021,Scotland,CumCasesByDate,227248
08/05/2021,Scotland,CumCasesByDate,227472
08/05/2021,Northern Ireland,CumCasesByDate,120848
08/05/2021,Wales,CumCasesByDate,211773
08/05/2021,England,CumCasesByDate,3872997
09/05/2021,Wales,CumCasesByDate,211827
09/05/2021,England,CumCasesByDate,3874415
09/05/2021,Scotland,CumCasesByDate,227672
09/05/2021,Northern Ireland,CumCasesByDate,120946
10/05/2021,Northern Ireland,CumCasesByDate,121022
10/05/2021,Wales,CumCasesByDate,211931
10/05/2021,England,CumCasesByDate,3876424
10/05/2021,Scotland,CumCasesByDate,227840
11/05/2021,Scotland,CumCasesByDate,228078
11/05/2021,Northern Ireland,CumCasesByDate,121111
11/05/2021,Wales,CumCasesByDate,211961
11/05/2021,England,CumCasesByDate,3878541
12/05/2021,Wales,CumCasesByDate,211983
12/05/2021,England,CumCasesByDate,3880345
12/05/2021,Scotland,CumCasesByDate,228423
12/05/2021,Northern Ireland,CumCasesByDate,121224
13/05/2021,Northern Ireland,CumCasesByDate,121323
13/05/2021,Wales,CumCasesByDate,212041
13/05/2021,England,CumCasesByDate,3882574
13/05/2021,Scotland,CumCasesByDate,228693
14/05/2021,Scotland,CumCasesByDate,228908
14/05/2021,Northern Ireland,CumCasesByDate,121419
14/05/2021,England,CumCasesByDate,3884402
14/05/2021,Wales,CumCasesByDate,212095
15/05/2021,England,CumCasesByDate,3886016
15/05/2021,Wales,CumCasesByDate,212095
15/05/2021,Scotland,CumCasesByDate,229321
15/05/2021,Northern Ireland,CumCasesByDate,121419
16/05/2021,Northern Ireland,CumCasesByDate,121528
16/05/2021,England,CumCasesByDate,3887487
16/05/2021,Wales,CumCasesByDate,212149
16/05/2021,Scotland,CumCasesByDate,229613
17/05/2021,Scotland,CumCasesByDate,229774
17/05/2021,Northern Ireland,CumCasesByDate,121610
17/05/2021,Wales,CumCasesByDate,212240
17/05/2021,England,CumCasesByDate,3889132
18/05/2021,England,CumCasesByDate,3886364
18/05/2021,Wales,CumCasesByDate,212272
18/05/2021,Scotland,CumCasesByDate,230042
18/05/2021,Northern Ireland,CumCasesByDate,121714
19/05/2021,Northern Ireland,CumCasesByDate,121821
19/05/2021,Wales,CumCasesByDate,212316
19/05/2021,England,CumCasesByDate,3887954
19/05/2021,Scotland,CumCasesByDate,230436
20/05/2021,Scotland,CumCasesByDate,230868
20/05/2021,Northern Ireland,CumCasesByDate,121911
20/05/2021,England,CumCasesByDate,3890081
20/05/2021,Wales,CumCasesByDate,212361
21/05/2021,Wales,CumCasesByDate,212388
21/05/2021,England,CumCasesByDate,3892258
21/05/2021,Scotland,CumCasesByDate,231282
21/05/2021,Northern Ireland,CumCasesByDate,121995
22/05/2021,Northern Ireland,CumCasesByDate,122077
22/05/2021,England,CumCasesByDate,3894329
22/05/2021,Wales,CumCasesByDate,212388
22/05/2021,Scotland,CumCasesByDate,231652
23/05/2021,Scotland,CumCasesByDate,232030
23/05/2021,Northern Ireland,CumCasesByDate,122154
23/05/2021,England,CumCasesByDate,3895920
23/05/2021,Wales,CumCasesByDate,212434
24/05/2021,England,CumCasesByDate,3897815
24/05/2021,Wales,CumCasesByDate,212535
24/05/2021,Scotland,CumCasesByDate,232343
24/05/2021,Northern Ireland,CumCasesByDate,122207
25/05/2021,Northern Ireland,CumCasesByDate,122282
25/05/2021,Wales,CumCasesByDate,212554
25/05/2021,England,CumCasesByDate,3899813
25/05/2021,Scotland,CumCasesByDate,232661
26/05/2021,Scotland,CumCasesByDate,233207
26/05/2021,Northern Ireland,CumCasesByDate,122348
26/05/2021,Wales,CumCasesByDate,212582
26/05/2021,England,CumCasesByDate,3902160
27/05/2021,England,CumCasesByDate,3904934
27/05/2021,Wales,CumCasesByDate,212640
27/05/2021,Scotland,CumCasesByDate,233671
27/05/2021,Northern Ireland,CumCasesByDate,122432
28/05/2021,Northern Ireland,CumCasesByDate,122507
28/05/2021,Wales,CumCasesByDate,212672
28/05/2021,England,CumCasesByDate,3908214
28/05/2021,Scotland,CumCasesByDate,234312
29/05/2021,Scotland,CumCasesByDate,234895
29/05/2021,Northern Ireland,CumCasesByDate,122575
29/05/2021,England,CumCasesByDate,3910803
29/05/2021,Wales,CumCasesByDate,212672
30/05/2021,Wales,CumCasesByDate,212702
30/05/2021,England,CumCasesByDate,3913295
30/05/2021,Scotland,CumCasesByDate,235421
30/05/2021,Northern Ireland,CumCasesByDate,122638
31/05/2021,Northern Ireland,CumCasesByDate,122677
31/05/2021,England,CumCasesByDate,3916049
31/05/2021,Wales,CumCasesByDate,212702
31/05/2021,Scotland,CumCasesByDate,235911
01/06/2021,Scotland,CumCasesByDate,236389
01/06/2021,Northern Ireland,CumCasesByDate,122731
01/06/2021,England,CumCasesByDate,3918522
01/06/2021,Wales,CumCasesByDate,212796
02/06/2021,Wales,CumCasesByDate,212879
02/06/2021,England,CumCasesByDate,3921939
02/06/2021,Scotland,CumCasesByDate,237066
02/06/2021,Northern Ireland,CumCasesByDate,122815
03/06/2021,Northern Ireland,CumCasesByDate,122895
03/06/2021,England,CumCasesByDate,3926154
03/06/2021,Wales,CumCasesByDate,212928
03/06/2021,Scotland,CumCasesByDate,237901
04/06/2021,Scotland,CumCasesByDate,238893
04/06/2021,Northern Ireland,CumCasesByDate,122968
04/06/2021,England,CumCasesByDate,3931158
04/06/2021,Wales,CumCasesByDate,212999
05/06/2021,England,CumCasesByDate,3935854
05/06/2021,Wales,CumCasesByDate,212999
05/06/2021,Scotland,CumCasesByDate,239753
05/06/2021,Northern Ireland,CumCasesByDate,123063
06/06/2021,Northern Ireland,CumCasesByDate,123132
06/06/2021,England,CumCasesByDate,3940141
06/06/2021,Wales,CumCasesByDate,213091
06/06/2021,Scotland,CumCasesByDate,240528
07/06/2021,Scotland,CumCasesByDate,241169
07/06/2021,Northern Ireland,CumCasesByDate,123186
07/06/2021,England,CumCasesByDate,3944955
07/06/2021,Wales,CumCasesByDate,213166
08/06/2021,England,CumCasesByDate,3950123
08/06/2021,Wales,CumCasesByDate,213188
08/06/2021,Scotland,CumCasesByDate,241864
08/06/2021,Northern Ireland,CumCasesByDate,123267
09/06/2021,Northern Ireland,CumCasesByDate,123372
09/06/2021,England,CumCasesByDate,3956096
09/06/2021,Wales,CumCasesByDate,213411
09/06/2021,Scotland,CumCasesByDate,242875
10/06/2021,Scotland,CumCasesByDate,243610
10/06/2021,Northern Ireland,CumCasesByDate,123481
10/06/2021,Wales,CumCasesByDate,213524
10/06/2021,England,CumCasesByDate,3962371
11/06/2021,England,CumCasesByDate,3968986
11/06/2021,Wales,CumCasesByDate,213642
11/06/2021,Scotland,CumCasesByDate,244714
11/06/2021,Northern Ireland,CumCasesByDate,123602
12/06/2021,Northern Ireland,CumCasesByDate,123709
