Date,Nation,Metric,Vaccine
02/06/2021,Northern Ireland,FullyVaccByDate,8823
02/06/2021,England,FullyVaccByDate,288963
02/06/2021,Wales,FullyVaccByDate,19792
02/06/2021,Scotland,FullyVaccByDate,31441
03/06/2021,England,FullyVaccByDate,313526
03/06/2021,Scotland,FullyVaccByDate,32952
03/06/2021,Wales,FullyVaccByDate,23355
03/06/2021,Northern Ireland,FullyVaccByDate,7808
04/06/2021,Northern Ireland,FullyVaccByDate,7112
04/06/2021,England,FullyVaccByDate,321602
04/06/2021,Wales,FullyVaccByDate,27340
04/06/2021,Scotland,FullyVaccByDate,31977
05/06/2021,Wales,FullyVaccByDate,28524
05/06/2021,Scotland,FullyVaccByDate,24946
05/06/2021,England,FullyVaccByDate,415644
05/06/2021,Northern Ireland,FullyVaccByDate,4264
06/06/2021,Northern Ireland,FullyVaccByDate,6539
06/06/2021,England,FullyVaccByDate,217491
06/06/2021,Wales,FullyVaccByDate,12145
06/06/2021,Scotland,FullyVaccByDate,23766
07/06/2021,Scotland,FullyVaccByDate,30944
07/06/2021,Wales,FullyVaccByDate,21338
07/06/2021,England,FullyVaccByDate,244107
07/06/2021,Northern Ireland,FullyVaccByDate,9679
08/06/2021,Northern Ireland,FullyVaccByDate,8200
08/06/2021,Scotland,FullyVaccByDate,31492
08/06/2021,Wales,FullyVaccByDate,21093
08/06/2021,England,FullyVaccByDate,252697
09/06/2021,Wales,FullyVaccByDate,22669
09/06/2021,Scotland,FullyVaccByDate,31486
09/06/2021,England,FullyVaccByDate,253913
09/06/2021,Northern Ireland,FullyVaccByDate,8190
10/06/2021,Northern Ireland,FullyVaccByDate,7212
10/06/2021,England,FullyVaccByDate,248650
10/06/2021,Wales,FullyVaccByDate,22111
10/06/2021,Scotland,FullyVaccByDate,30065
11/06/2021,Wales,FullyVaccByDate,21679
11/06/2021,England,FullyVaccByDate,251641
11/06/2021,Scotland,FullyVaccByDate,27454
11/06/2021,Northern Ireland,FullyVaccByDate,6418
12/06/2021,Northern Ireland,FullyVaccByDate,536
12/06/2021,Scotland,FullyVaccByDate,23125
12/06/2021,Wales,FullyVaccByDate,19852
12/06/2021,England,FullyVaccByDate,276813
13/06/2021,Wales,FullyVaccByDate,6663
13/06/2021,England,FullyVaccByDate,153449
13/06/2021,Scotland,FullyVaccByDate,21009
13/06/2021,Northern Ireland,FullyVaccByDate,
14/06/2021,Northern Ireland,FullyVaccByDate,12068
14/06/2021,Scotland,FullyVaccByDate,23347
14/06/2021,England,FullyVaccByDate,174262
14/06/2021,Wales,FullyVaccByDate,26251
15/06/2021,Wales,FullyVaccByDate,21277
15/06/2021,England,FullyVaccByDate,175703
15/06/2021,Scotland,FullyVaccByDate,23177
15/06/2021,Northern Ireland,FullyVaccByDate,10509
16/06/2021,Northern Ireland,FullyVaccByDate,9636
16/06/2021,England,FullyVaccByDate,180627
16/06/2021,Scotland,FullyVaccByDate,22708
16/06/2021,Wales,FullyVaccByDate,21863
17/06/2021,Wales,FullyVaccByDate,19863
17/06/2021,Scotland,FullyVaccByDate,19737
17/06/2021,England,FullyVaccByDate,176158
17/06/2021,Northern Ireland,FullyVaccByDate,7502
18/06/2021,Northern Ireland,FullyVaccByDate,7323
18/06/2021,Scotland,FullyVaccByDate,19505
18/06/2021,Wales,FullyVaccByDate,16819
18/06/2021,England,FullyVaccByDate,162030
19/06/2021,Wales,FullyVaccByDate,18398
19/06/2021,England,FullyVaccByDate,195646
19/06/2021,Scotland,FullyVaccByDate,16329
19/06/2021,Northern Ireland,FullyVaccByDate,5990
20/06/2021,Northern Ireland,FullyVaccByDate,7021
20/06/2021,Wales,FullyVaccByDate,8460
20/06/2021,Scotland,FullyVaccByDate,15333
20/06/2021,England,FullyVaccByDate,78594
21/06/2021,Scotland,FullyVaccByDate,15783
21/06/2021,England,FullyVaccByDate,
21/06/2021,Wales,FullyVaccByDate,16769
21/06/2021,Northern Ireland,FullyVaccByDate,6773
22/06/2021,Northern Ireland,FullyVaccByDate,6730
22/06/2021,Wales,FullyVaccByDate,18718
22/06/2021,Scotland,FullyVaccByDate,14697
22/06/2021,England,FullyVaccByDate,210730
23/06/2021,Scotland,FullyVaccByDate,14083
23/06/2021,Wales,FullyVaccByDate,18619
23/06/2021,England,FullyVaccByDate,128688
23/06/2021,Northern Ireland,FullyVaccByDate,6598
24/06/2021,Northern Ireland,FullyVaccByDate,5658
24/06/2021,Wales,FullyVaccByDate,19612
24/06/2021,Scotland,FullyVaccByDate,15864
24/06/2021,England,FullyVaccByDate,136679
25/06/2021,Scotland,FullyVaccByDate,19430
25/06/2021,England,FullyVaccByDate,133375
25/06/2021,Wales,FullyVaccByDate,16463
25/06/2021,Northern Ireland,FullyVaccByDate,5502
26/06/2021,Northern Ireland,FullyVaccByDate,3960
26/06/2021,Scotland,FullyVaccByDate,12530
26/06/2021,England,FullyVaccByDate,172324
26/06/2021,Wales,FullyVaccByDate,10691
27/06/2021,Wales,FullyVaccByDate,8766
27/06/2021,England,FullyVaccByDate,97993
27/06/2021,Scotland,FullyVaccByDate,12418
27/06/2021,Northern Ireland,FullyVaccByDate,4378
28/06/2021,Northern Ireland,FullyVaccByDate,5732
28/06/2021,England,FullyVaccByDate,107318
28/06/2021,Scotland,FullyVaccByDate,9420
28/06/2021,Wales,FullyVaccByDate,15546
29/06/2021,Wales,FullyVaccByDate,16966
29/06/2021,England,FullyVaccByDate,115484
29/06/2021,Scotland,FullyVaccByDate,11042
29/06/2021,Northern Ireland,FullyVaccByDate,7196
30/06/2021,Northern Ireland,FullyVaccByDate,8284
30/06/2021,England,FullyVaccByDate,138993
30/06/2021,Scotland,FullyVaccByDate,10488
30/06/2021,Wales,FullyVaccByDate,17984
01/07/2021,Wales,FullyVaccByDate,18081
01/07/2021,England,FullyVaccByDate,154177
01/07/2021,Scotland,FullyVaccByDate,14622
01/07/2021,Northern Ireland,FullyVaccByDate,6186
02/07/2021,Northern Ireland,FullyVaccByDate,6462
02/07/2021,Scotland,FullyVaccByDate,12026
02/07/2021,England,FullyVaccByDate,142275
02/07/2021,Wales,FullyVaccByDate,16715
03/07/2021,Scotland,FullyVaccByDate,12783
03/07/2021,Wales,FullyVaccByDate,11290
03/07/2021,England,FullyVaccByDate,165665
03/07/2021,Northern Ireland,FullyVaccByDate,6471
04/07/2021,Northern Ireland,FullyVaccByDate,6874
04/07/2021,Wales,FullyVaccByDate,6808
04/07/2021,Scotland,FullyVaccByDate,11980
04/07/2021,England,FullyVaccByDate,85748
05/07/2021,Wales,FullyVaccByDate,15504
05/07/2021,Scotland,FullyVaccByDate,16935
05/07/2021,England,FullyVaccByDate,107977
05/07/2021,Northern Ireland,FullyVaccByDate,7398
06/07/2021,Northern Ireland,FullyVaccByDate,7643
06/07/2021,England,FullyVaccByDate,109148
06/07/2021,Scotland,FullyVaccByDate,17831
06/07/2021,Wales,FullyVaccByDate,18504
07/07/2021,England,FullyVaccByDate,128226
07/07/2021,Wales,FullyVaccByDate,18439
07/07/2021,Scotland,FullyVaccByDate,16984
07/07/2021,Northern Ireland,FullyVaccByDate,7828
08/07/2021,Northern Ireland,FullyVaccByDate,6777
08/07/2021,Scotland,FullyVaccByDate,18052
08/07/2021,England,FullyVaccByDate,135457
08/07/2021,Wales,FullyVaccByDate,15181
09/07/2021,Scotland,FullyVaccByDate,17172
09/07/2021,England,FullyVaccByDate,143603
09/07/2021,Wales,FullyVaccByDate,11936
09/07/2021,Northern Ireland,FullyVaccByDate,6108
10/07/2021,Northern Ireland,FullyVaccByDate,5514
10/07/2021,Wales,FullyVaccByDate,14971
10/07/2021,England,FullyVaccByDate,174745
10/07/2021,Scotland,FullyVaccByDate,16216
11/07/2021,Scotland,FullyVaccByDate,15945
11/07/2021,Wales,FullyVaccByDate,7383
11/07/2021,England,FullyVaccByDate,80755
11/07/2021,Northern Ireland,FullyVaccByDate,3537
12/07/2021,Northern Ireland,FullyVaccByDate,1764
12/07/2021,Scotland,FullyVaccByDate,10286
12/07/2021,England,FullyVaccByDate,99817
12/07/2021,Wales,FullyVaccByDate,13493
13/07/2021,Scotland,FullyVaccByDate,11347
13/07/2021,England,FullyVaccByDate,124905
13/07/2021,Wales,FullyVaccByDate,15657
13/07/2021,Northern Ireland,FullyVaccByDate,6367
14/07/2021,Northern Ireland,FullyVaccByDate,7091
14/07/2021,England,FullyVaccByDate,151335
14/07/2021,Wales,FullyVaccByDate,15009
14/07/2021,Scotland,FullyVaccByDate,12226
15/07/2021,England,FullyVaccByDate,167152
15/07/2021,Scotland,FullyVaccByDate,13072
15/07/2021,Wales,FullyVaccByDate,15373
15/07/2021,Northern Ireland,FullyVaccByDate,6296
16/07/2021,Northern Ireland,FullyVaccByDate,10466
16/07/2021,Scotland,FullyVaccByDate,14574
16/07/2021,Wales,FullyVaccByDate,13338
16/07/2021,England,FullyVaccByDate,163936
17/07/2021,Scotland,FullyVaccByDate,11278
17/07/2021,England,FullyVaccByDate,196422
17/07/2021,Wales,FullyVaccByDate,12925
17/07/2021,Northern Ireland,FullyVaccByDate,4589
18/07/2021,Northern Ireland,FullyVaccByDate,3975
18/07/2021,Wales,FullyVaccByDate,6739
18/07/2021,England,FullyVaccByDate,105472
18/07/2021,Scotland,FullyVaccByDate,12692
19/07/2021,England,FullyVaccByDate,112544
19/07/2021,Scotland,FullyVaccByDate,16340
19/07/2021,Wales,FullyVaccByDate,8580
19/07/2021,Northern Ireland,FullyVaccByDate,6096
20/07/2021,Northern Ireland,FullyVaccByDate,6835
20/07/2021,Wales,FullyVaccByDate,12862
20/07/2021,England,FullyVaccByDate,126163
20/07/2021,Scotland,FullyVaccByDate,15419
21/07/2021,Scotland,FullyVaccByDate,17766
21/07/2021,England,FullyVaccByDate,146281
21/07/2021,Wales,FullyVaccByDate,13115
21/07/2021,Northern Ireland,FullyVaccByDate,6176
22/07/2021,Northern Ireland,FullyVaccByDate,1965
22/07/2021,Wales,FullyVaccByDate,13555
22/07/2021,Scotland,FullyVaccByDate,16532
22/07/2021,England,FullyVaccByDate,156245
23/07/2021,Scotland,FullyVaccByDate,19638
23/07/2021,England,FullyVaccByDate,154761
23/07/2021,Wales,FullyVaccByDate,11851
23/07/2021,Northern Ireland,FullyVaccByDate,3091
24/07/2021,Northern Ireland,FullyVaccByDate,2181
24/07/2021,England,FullyVaccByDate,177885
24/07/2021,Wales,FullyVaccByDate,8769
24/07/2021,Scotland,FullyVaccByDate,15051
25/07/2021,Scotland,FullyVaccByDate,12610
25/07/2021,England,FullyVaccByDate,94435
25/07/2021,Wales,FullyVaccByDate,8346
25/07/2021,Northern Ireland,FullyVaccByDate,2565
26/07/2021,Northern Ireland,FullyVaccByDate,5220
26/07/2021,Scotland,FullyVaccByDate,16826
26/07/2021,England,FullyVaccByDate,115924
26/07/2021,Wales,FullyVaccByDate,10966
27/07/2021,Wales,FullyVaccByDate,10605
27/07/2021,Scotland,FullyVaccByDate,16762
27/07/2021,England,FullyVaccByDate,118328
27/07/2021,Northern Ireland,FullyVaccByDate,5955
28/07/2021,Scotland,FullyVaccByDate,19327
28/07/2021,Northern Ireland,FullyVaccByDate,7861
28/07/2021,Wales,FullyVaccByDate,12937
28/07/2021,England,FullyVaccByDate,131048
29/07/2021,Northern Ireland,FullyVaccByDate,5855
29/07/2021,Wales,FullyVaccByDate,10946
29/07/2021,England,FullyVaccByDate,145472
29/07/2021,Scotland,FullyVaccByDate,17645
30/07/2021,England,FullyVaccByDate,142715
30/07/2021,Wales,FullyVaccByDate,6980
30/07/2021,Scotland,FullyVaccByDate,17498
30/07/2021,Northern Ireland,FullyVaccByDate,3903
31/07/2021,Northern Ireland,FullyVaccByDate,3644
31/07/2021,Wales,FullyVaccByDate,7806
31/07/2021,Scotland,FullyVaccByDate,17739
31/07/2021,England,FullyVaccByDate,182825
01/08/2021,Scotland,FullyVaccByDate,16902
01/08/2021,Northern Ireland,FullyVaccByDate,4686
01/08/2021,England,FullyVaccByDate,92416
01/08/2021,Wales,FullyVaccByDate,4040
02/08/2021,Wales,FullyVaccByDate,7554
02/08/2021,England,FullyVaccByDate,94425
02/08/2021,Northern Ireland,FullyVaccByDate,7683
02/08/2021,Scotland,FullyVaccByDate,16530
03/08/2021,Northern Ireland,FullyVaccByDate,6519
03/08/2021,Wales,FullyVaccByDate,9347
03/08/2021,England,FullyVaccByDate,108604
03/08/2021,Scotland,FullyVaccByDate,18291
04/08/2021,Scotland,FullyVaccByDate,19265
04/08/2021,England,FullyVaccByDate,131581
04/08/2021,Northern Ireland,FullyVaccByDate,6063
04/08/2021,Wales,FullyVaccByDate,8760
05/08/2021,England,FullyVaccByDate,143423
05/08/2021,Scotland,FullyVaccByDate,17266
05/08/2021,Northern Ireland,FullyVaccByDate,4482
05/08/2021,Wales,FullyVaccByDate,7521
06/08/2021,Northern Ireland,FullyVaccByDate,6483
06/08/2021,Wales,FullyVaccByDate,5529
06/08/2021,England,FullyVaccByDate,137172
06/08/2021,Scotland,FullyVaccByDate,19172
07/08/2021,Wales,FullyVaccByDate,6135
07/08/2021,Northern Ireland,FullyVaccByDate,4438
07/08/2021,England,FullyVaccByDate,184869
07/08/2021,Scotland,FullyVaccByDate,18141
08/08/2021,Northern Ireland,FullyVaccByDate,4959
08/08/2021,Wales,FullyVaccByDate,4189
08/08/2021,England,FullyVaccByDate,94332
08/08/2021,Scotland,FullyVaccByDate,18590
09/08/2021,Northern Ireland,FullyVaccByDate,5765
09/08/2021,Wales,FullyVaccByDate,3230
09/08/2021,Scotland,FullyVaccByDate,15747
09/08/2021,England,FullyVaccByDate,112286
10/08/2021,Wales,FullyVaccByDate,4452
10/08/2021,Northern Ireland,FullyVaccByDate,5249
10/08/2021,England,FullyVaccByDate,123721
10/08/2021,Scotland,FullyVaccByDate,17721
11/08/2021,Scotland,FullyVaccByDate,18376
11/08/2021,Northern Ireland,FullyVaccByDate,4669
11/08/2021,England,FullyVaccByDate,145954
11/08/2021,Wales,FullyVaccByDate,4762
12/08/2021,Scotland,FullyVaccByDate,18151
12/08/2021,Wales,FullyVaccByDate,4195
12/08/2021,Northern Ireland,FullyVaccByDate,4788
12/08/2021,England,FullyVaccByDate,165425
13/08/2021,Scotland,FullyVaccByDate,19011
13/08/2021,Northern Ireland,FullyVaccByDate,4251
13/08/2021,Wales,FullyVaccByDate,4633
13/08/2021,England,FullyVaccByDate,143690
14/08/2021,Scotland,FullyVaccByDate,18839
14/08/2021,Northern Ireland,FullyVaccByDate,2737
14/08/2021,Wales,FullyVaccByDate,4290
14/08/2021,England,FullyVaccByDate,173718
15/08/2021,Scotland,FullyVaccByDate,17916
15/08/2021,England,FullyVaccByDate,101881
15/08/2021,Northern Ireland,FullyVaccByDate,3506
15/08/2021,Wales,FullyVaccByDate,3080
16/08/2021,England,FullyVaccByDate,117998
16/08/2021,Scotland,FullyVaccByDate,14371
16/08/2021,Northern Ireland,FullyVaccByDate,3749
16/08/2021,Wales,FullyVaccByDate,2272
17/08/2021,Scotland,FullyVaccByDate,16069
17/08/2021,England,FullyVaccByDate,120908
17/08/2021,Wales,FullyVaccByDate,3750
17/08/2021,Northern Ireland,FullyVaccByDate,5148
18/08/2021,Wales,FullyVaccByDate,3376
18/08/2021,Northern Ireland,FullyVaccByDate,3862
18/08/2021,Scotland,FullyVaccByDate,14416
18/08/2021,England,FullyVaccByDate,147569
19/08/2021,Wales,FullyVaccByDate,3136
19/08/2021,Scotland,FullyVaccByDate,14081
19/08/2021,England,FullyVaccByDate,153886
19/08/2021,Northern Ireland,FullyVaccByDate,3956
20/08/2021,Wales,FullyVaccByDate,2944
20/08/2021,England,FullyVaccByDate,145473
20/08/2021,Northern Ireland,FullyVaccByDate,4021
20/08/2021,Scotland,FullyVaccByDate,14954
21/08/2021,Scotland,FullyVaccByDate,15239
21/08/2021,Wales,FullyVaccByDate,2821
21/08/2021,Northern Ireland,FullyVaccByDate,2783
21/08/2021,England,FullyVaccByDate,174038
22/08/2021,Wales,FullyVaccByDate,2701
22/08/2021,Northern Ireland,FullyVaccByDate,2310
22/08/2021,England,FullyVaccByDate,96246
22/08/2021,Scotland,FullyVaccByDate,15095
23/08/2021,Scotland,FullyVaccByDate,15103
23/08/2021,England,FullyVaccByDate,113005
23/08/2021,Northern Ireland,FullyVaccByDate,1725
23/08/2021,Wales,FullyVaccByDate,1450
24/08/2021,Wales,FullyVaccByDate,2789
24/08/2021,England,FullyVaccByDate,109221
24/08/2021,Northern Ireland,FullyVaccByDate,2382
24/08/2021,Scotland,FullyVaccByDate,16284
25/08/2021,Scotland,FullyVaccByDate,14258
25/08/2021,England,FullyVaccByDate,142307
25/08/2021,Wales,FullyVaccByDate,2141
25/08/2021,Northern Ireland,FullyVaccByDate,2999
26/08/2021,England,FullyVaccByDate,127267
26/08/2021,Wales,FullyVaccByDate,3438
26/08/2021,Northern Ireland,FullyVaccByDate,2436
26/08/2021,Scotland,FullyVaccByDate,11795
27/08/2021,Scotland,FullyVaccByDate,11383
27/08/2021,Northern Ireland,FullyVaccByDate,1616
27/08/2021,England,FullyVaccByDate,115249
27/08/2021,Wales,FullyVaccByDate,3208
28/08/2021,England,FullyVaccByDate,116583
28/08/2021,Northern Ireland,FullyVaccByDate,1175
28/08/2021,Wales,FullyVaccByDate,1508
28/08/2021,Scotland,FullyVaccByDate,14422
29/08/2021,Scotland,FullyVaccByDate,12754
29/08/2021,Wales,FullyVaccByDate,569
29/08/2021,England,FullyVaccByDate,64710
29/08/2021,Northern Ireland,FullyVaccByDate,1407
30/08/2021,Northern Ireland,FullyVaccByDate,1677
30/08/2021,Wales,FullyVaccByDate,114
30/08/2021,England,FullyVaccByDate,52137
30/08/2021,Scotland,FullyVaccByDate,12720
31/08/2021,Scotland,FullyVaccByDate,10305
31/08/2021,Northern Ireland,FullyVaccByDate,2129
31/08/2021,England,FullyVaccByDate,105003
31/08/2021,Wales,FullyVaccByDate,1965
01/09/2021,Wales,FullyVaccByDate,1355
01/09/2021,England,FullyVaccByDate,102086
01/09/2021,Northern Ireland,FullyVaccByDate,1760
01/09/2021,Scotland,FullyVaccByDate,8184
02/09/2021,Scotland,FullyVaccByDate,10078
02/09/2021,Northern Ireland,FullyVaccByDate,2252
02/09/2021,England,FullyVaccByDate,103997
02/09/2021,Wales,FullyVaccByDate,3048
03/09/2021,England,FullyVaccByDate,98122
03/09/2021,Wales,FullyVaccByDate,2300
03/09/2021,Northern Ireland,FullyVaccByDate,1909
03/09/2021,Scotland,FullyVaccByDate,8259
04/09/2021,Scotland,FullyVaccByDate,9182
04/09/2021,England,FullyVaccByDate,116327
04/09/2021,Northern Ireland,FullyVaccByDate,1647
04/09/2021,Wales,FullyVaccByDate,1397
05/09/2021,Northern Ireland,FullyVaccByDate,2891
05/09/2021,Wales,FullyVaccByDate,1044
05/09/2021,England,FullyVaccByDate,59265
05/09/2021,Scotland,FullyVaccByDate,9993
06/09/2021,Scotland,FullyVaccByDate,6064
06/09/2021,Wales,FullyVaccByDate,896
06/09/2021,England,FullyVaccByDate,69758
06/09/2021,Northern Ireland,FullyVaccByDate,3297
07/09/2021,England,FullyVaccByDate,73004
07/09/2021,Wales,FullyVaccByDate,1734
07/09/2021,Northern Ireland,FullyVaccByDate,4169
07/09/2021,Scotland,FullyVaccByDate,6941
08/09/2021,Scotland,FullyVaccByDate,7570
08/09/2021,Northern Ireland,FullyVaccByDate,3500
08/09/2021,Wales,FullyVaccByDate,1342
08/09/2021,England,FullyVaccByDate,75548
09/09/2021,England,FullyVaccByDate,86592
09/09/2021,Wales,FullyVaccByDate,1540
09/09/2021,Northern Ireland,FullyVaccByDate,3540
09/09/2021,Scotland,FullyVaccByDate,5030
10/09/2021,Scotland,FullyVaccByDate,6953
10/09/2021,Northern Ireland,FullyVaccByDate,4116
10/09/2021,Wales,FullyVaccByDate,1979
10/09/2021,England,FullyVaccByDate,78763
11/09/2021,Northern Ireland,FullyVaccByDate,2226
11/09/2021,Wales,FullyVaccByDate,1624
11/09/2021,England,FullyVaccByDate,86068
11/09/2021,Scotland,FullyVaccByDate,8141
12/09/2021,Scotland,FullyVaccByDate,7753
12/09/2021,England,FullyVaccByDate,42902
12/09/2021,Wales,FullyVaccByDate,829
12/09/2021,Northern Ireland,FullyVaccByDate,1131
13/09/2021,Northern Ireland,FullyVaccByDate,1505
13/09/2021,England,FullyVaccByDate,54807
13/09/2021,Wales,FullyVaccByDate,1004
13/09/2021,Scotland,FullyVaccByDate,3337
14/09/2021,Scotland,FullyVaccByDate,3046
14/09/2021,Northern Ireland,FullyVaccByDate,1091
14/09/2021,England,FullyVaccByDate,56521
14/09/2021,Wales,FullyVaccByDate,6067
15/09/2021,Northern Ireland,FullyVaccByDate,569
15/09/2021,Wales,FullyVaccByDate,1325
15/09/2021,England,FullyVaccByDate,57096
15/09/2021,Scotland,FullyVaccByDate,4300
16/09/2021,Scotland,FullyVaccByDate,3041
16/09/2021,England,FullyVaccByDate,58941
16/09/2021,Northern Ireland,FullyVaccByDate,741
16/09/2021,Wales,FullyVaccByDate,1250
17/09/2021,Wales,FullyVaccByDate,1352
17/09/2021,Northern Ireland,FullyVaccByDate,530
17/09/2021,England,FullyVaccByDate,55257
17/09/2021,Scotland,FullyVaccByDate,3245
18/09/2021,Scotland,FullyVaccByDate,4797
18/09/2021,Wales,FullyVaccByDate,1396
18/09/2021,England,FullyVaccByDate,66134
18/09/2021,Northern Ireland,FullyVaccByDate,170
19/09/2021,Wales,FullyVaccByDate,436
19/09/2021,England,FullyVaccByDate,30458
19/09/2021,Northern Ireland,FullyVaccByDate,468
19/09/2021,Scotland,FullyVaccByDate,3795
20/09/2021,Scotland,FullyVaccByDate,2772
20/09/2021,England,FullyVaccByDate,41438
20/09/2021,Wales,FullyVaccByDate,1549
20/09/2021,Northern Ireland,FullyVaccByDate,583
21/09/2021,England,FullyVaccByDate,39248
21/09/2021,Wales,FullyVaccByDate,1144
21/09/2021,Northern Ireland,FullyVaccByDate,654
21/09/2021,Scotland,FullyVaccByDate,2360
22/09/2021,Scotland,FullyVaccByDate,2521
22/09/2021,Wales,FullyVaccByDate,1044
22/09/2021,Northern Ireland,FullyVaccByDate,806
22/09/2021,England,FullyVaccByDate,39676
23/09/2021,England,FullyVaccByDate,41728
23/09/2021,Wales,FullyVaccByDate,559
23/09/2021,Northern Ireland,FullyVaccByDate,547
23/09/2021,Scotland,FullyVaccByDate,1754
24/09/2021,Scotland,FullyVaccByDate,3892
24/09/2021,Northern Ireland,FullyVaccByDate,342
24/09/2021,Wales,FullyVaccByDate,958
24/09/2021,England,FullyVaccByDate,39567
25/09/2021,Northern Ireland,FullyVaccByDate,432
25/09/2021,England,FullyVaccByDate,43049
25/09/2021,Wales,FullyVaccByDate,601
25/09/2021,Scotland,FullyVaccByDate,3036
26/09/2021,Scotland,FullyVaccByDate,2771
26/09/2021,Northern Ireland,FullyVaccByDate,604
26/09/2021,Wales,FullyVaccByDate,688
26/09/2021,England,FullyVaccByDate,21476
27/09/2021,England,FullyVaccByDate,28590
27/09/2021,Wales,FullyVaccByDate,850
27/09/2021,Northern Ireland,FullyVaccByDate,1120
27/09/2021,Scotland,FullyVaccByDate,2617
28/09/2021,Scotland,FullyVaccByDate,2515
28/09/2021,Wales,FullyVaccByDate,590
28/09/2021,England,FullyVaccByDate,29670
28/09/2021,Northern Ireland,FullyVaccByDate,757
29/09/2021,Northern Ireland,FullyVaccByDate,882
29/09/2021,Wales,FullyVaccByDate,628
29/09/2021,England,FullyVaccByDate,29907
29/09/2021,Scotland,FullyVaccByDate,2676
30/09/2021,Scotland,FullyVaccByDate,2562
30/09/2021,England,FullyVaccByDate,30318
30/09/2021,Wales,FullyVaccByDate,715
30/09/2021,Northern Ireland,FullyVaccByDate,864
01/10/2021,Wales,FullyVaccByDate,651
01/10/2021,Northern Ireland,FullyVaccByDate,896
01/10/2021,England,FullyVaccByDate,29993
01/10/2021,Scotland,FullyVaccByDate,2749
02/10/2021,Scotland,FullyVaccByDate,2180
02/10/2021,Wales,FullyVaccByDate,465
02/10/2021,Northern Ireland,FullyVaccByDate,897
02/10/2021,England,FullyVaccByDate,30849
03/10/2021,England,FullyVaccByDate,17502
03/10/2021,Northern Ireland,FullyVaccByDate,1228
03/10/2021,Wales,FullyVaccByDate,864
03/10/2021,Scotland,FullyVaccByDate,1938
04/10/2021,Scotland,FullyVaccByDate,2538
04/10/2021,England,FullyVaccByDate,24746
04/10/2021,Northern Ireland,FullyVaccByDate,1438
04/10/2021,Wales,FullyVaccByDate,615
05/10/2021,Northern Ireland,FullyVaccByDate,1340
05/10/2021,England,FullyVaccByDate,24253
05/10/2021,Wales,FullyVaccByDate,568
05/10/2021,Scotland,FullyVaccByDate,2411
06/10/2021,Scotland,FullyVaccByDate,2780
06/10/2021,England,FullyVaccByDate,24135
06/10/2021,Northern Ireland,FullyVaccByDate,847
06/10/2021,Wales,FullyVaccByDate,814
07/10/2021,England,FullyVaccByDate,24208
07/10/2021,Wales,FullyVaccByDate,600
07/10/2021,Northern Ireland,FullyVaccByDate,1253
07/10/2021,Scotland,FullyVaccByDate,2595
08/10/2021,Scotland,FullyVaccByDate,2397
08/10/2021,England,FullyVaccByDate,25006
08/10/2021,Wales,FullyVaccByDate,664
08/10/2021,Northern Ireland,FullyVaccByDate,1001
09/10/2021,Wales,FullyVaccByDate,722
09/10/2021,Northern Ireland,FullyVaccByDate,944
09/10/2021,England,FullyVaccByDate,29751
09/10/2021,Scotland,FullyVaccByDate,2060
10/10/2021,Scotland,FullyVaccByDate,2771
10/10/2021,Wales,FullyVaccByDate,448
10/10/2021,England,FullyVaccByDate,15643
10/10/2021,Northern Ireland,FullyVaccByDate,589
11/10/2021,Northern Ireland,FullyVaccByDate,862
11/10/2021,England,FullyVaccByDate,20350
11/10/2021,Wales,FullyVaccByDate,718
11/10/2021,Scotland,FullyVaccByDate,1702
12/10/2021,Scotland,FullyVaccByDate,2284
12/10/2021,Northern Ireland,FullyVaccByDate,1085
12/10/2021,Wales,FullyVaccByDate,1130
12/10/2021,England,FullyVaccByDate,22447
13/10/2021,England,FullyVaccByDate,24828
13/10/2021,Northern Ireland,FullyVaccByDate,740
13/10/2021,Wales,FullyVaccByDate,1163
13/10/2021,Scotland,FullyVaccByDate,2750
