Date,Nation,Metric,Vaccine
02/09/2021,England,CumFullyVaccByDate,35235268
02/09/2021,Scotland,CumFullyVaccByDate,3622915
03/09/2021,Scotland,CumFullyVaccByDate,3630837
03/09/2021,England,CumFullyVaccByDate,35334937
04/09/2021,England,CumFullyVaccByDate,35453184
04/09/2021,Scotland,CumFullyVaccByDate,3640006
05/09/2021,Scotland,CumFullyVaccByDate,3649448
05/09/2021,England,CumFullyVaccByDate,35513495
06/09/2021,England,CumFullyVaccByDate,35584318
06/09/2021,Scotland,CumFullyVaccByDate,3655344
07/09/2021,Scotland,CumFullyVaccByDate,3661999
07/09/2021,England,CumFullyVaccByDate,35656135
08/09/2021,England,CumFullyVaccByDate,35732092
08/09/2021,Scotland,CumFullyVaccByDate,3669489
09/09/2021,Scotland,CumFullyVaccByDate,3674530
09/09/2021,England,CumFullyVaccByDate,35819795
10/09/2021,England,CumFullyVaccByDate,35899646
10/09/2021,Scotland,CumFullyVaccByDate,3680893
11/09/2021,Scotland,CumFullyVaccByDate,3688523
11/09/2021,England,CumFullyVaccByDate,35987964
12/09/2021,England,CumFullyVaccByDate,36031533
12/09/2021,Scotland,CumFullyVaccByDate,3695555
13/09/2021,Scotland,CumFullyVaccByDate,3698759
13/09/2021,England,CumFullyVaccByDate,36085899
14/09/2021,England,CumFullyVaccByDate,36142287
14/09/2021,Scotland,CumFullyVaccByDate,3702191
15/09/2021,Scotland,CumFullyVaccByDate,3705511
15/09/2021,England,CumFullyVaccByDate,36199307
16/09/2021,England,CumFullyVaccByDate,36258479
16/09/2021,Scotland,CumFullyVaccByDate,3708489
17/09/2021,Scotland,CumFullyVaccByDate,3711345
17/09/2021,England,CumFullyVaccByDate,36314425
18/09/2021,England,CumFullyVaccByDate,36382301
18/09/2021,Scotland,CumFullyVaccByDate,3716144
19/09/2021,Scotland,CumFullyVaccByDate,3719867
19/09/2021,England,CumFullyVaccByDate,36413468
20/09/2021,England,CumFullyVaccByDate,36454975
20/09/2021,Scotland,CumFullyVaccByDate,3722274
21/09/2021,Scotland,CumFullyVaccByDate,3724303
21/09/2021,England,CumFullyVaccByDate,36494445
22/09/2021,England,CumFullyVaccByDate,36534761
22/09/2021,Scotland,CumFullyVaccByDate,3726514
23/09/2021,Scotland,CumFullyVaccByDate,3729270
23/09/2021,England,CumFullyVaccByDate,36577458
24/09/2021,England,CumFullyVaccByDate,36617587
24/09/2021,Scotland,CumFullyVaccByDate,3731580
25/09/2021,Scotland,CumFullyVaccByDate,3734495
25/09/2021,England,CumFullyVaccByDate,36662688
26/09/2021,England,CumFullyVaccByDate,36684763
26/09/2021,Scotland,CumFullyVaccByDate,3737163
27/09/2021,Scotland,CumFullyVaccByDate,3739657
27/09/2021,England,CumFullyVaccByDate,36713551
28/09/2021,England,CumFullyVaccByDate,36743512
28/09/2021,Scotland,CumFullyVaccByDate,3742034
29/09/2021,Scotland,CumFullyVaccByDate,3744516
29/09/2021,England,CumFullyVaccByDate,36774261
30/09/2021,England,CumFullyVaccByDate,36805219
30/09/2021,Scotland,CumFullyVaccByDate,3746776
01/10/2021,Scotland,CumFullyVaccByDate,3749285
01/10/2021,England,CumFullyVaccByDate,36833698
02/10/2021,England,CumFullyVaccByDate,36866099
02/10/2021,Scotland,CumFullyVaccByDate,3751241
03/10/2021,Scotland,CumFullyVaccByDate,3753121
03/10/2021,England,CumFullyVaccByDate,36883981
04/10/2021,England,CumFullyVaccByDate,36908027
04/10/2021,Scotland,CumFullyVaccByDate,3755468
05/10/2021,Scotland,CumFullyVaccByDate,3757750
05/10/2021,England,CumFullyVaccByDate,36932418
06/10/2021,England,CumFullyVaccByDate,36958131
06/10/2021,Scotland,CumFullyVaccByDate,3759701
07/10/2021,Scotland,CumFullyVaccByDate,3762057
07/10/2021,England,CumFullyVaccByDate,36983851
08/10/2021,England,CumFullyVaccByDate,37010418
08/10/2021,Scotland,CumFullyVaccByDate,3764300
09/10/2021,Scotland,CumFullyVaccByDate,3766200
09/10/2021,England,CumFullyVaccByDate,37043587
10/10/2021,England,CumFullyVaccByDate,37061510
10/10/2021,Scotland,CumFullyVaccByDate,3768930
11/10/2021,Scotland,CumFullyVaccByDate,3770523
11/10/2021,England,CumFullyVaccByDate,37084567
12/10/2021,England,CumFullyVaccByDate,37107142
12/10/2021,Scotland,CumFullyVaccByDate,3772614
13/10/2021,Scotland,CumFullyVaccByDate,3774267
13/10/2021,England,CumFullyVaccByDate,37130534
14/10/2021,England,CumFullyVaccByDate,37153680
14/10/2021,Scotland,CumFullyVaccByDate,3776401
15/10/2021,Scotland,CumFullyVaccByDate,3778329
15/10/2021,England,CumFullyVaccByDate,37179452
16/10/2021,England,CumFullyVaccByDate,37210895
16/10/2021,Scotland,CumFullyVaccByDate,3780083
17/10/2021,Scotland,CumFullyVaccByDate,3782106
17/10/2021,England,CumFullyVaccByDate,37226349
18/10/2021,England,CumFullyVaccByDate,37246336
18/10/2021,Scotland,CumFullyVaccByDate,3783746
19/10/2021,Scotland,CumFullyVaccByDate,3785676
19/10/2021,England,CumFullyVaccByDate,37267004
20/10/2021,England,CumFullyVaccByDate,37288822
20/10/2021,Scotland,CumFullyVaccByDate,3787728
21/10/2021,Scotland,CumFullyVaccByDate,3789731
21/10/2021,England,CumFullyVaccByDate,37310255
22/10/2021,England,CumFullyVaccByDate,37332589
22/10/2021,Scotland,CumFullyVaccByDate,3791566
23/10/2021,Scotland,CumFullyVaccByDate,3793207
23/10/2021,England,CumFullyVaccByDate,37362043
24/10/2021,England,CumFullyVaccByDate,37376351
24/10/2021,Scotland,CumFullyVaccByDate,3796107
25/10/2021,Scotland,CumFullyVaccByDate,3797811
25/10/2021,England,CumFullyVaccByDate,37394129
26/10/2021,England,CumFullyVaccByDate,37413055
26/10/2021,Scotland,CumFullyVaccByDate,3799623
27/10/2021,Scotland,CumFullyVaccByDate,3801488
27/10/2021,England,CumFullyVaccByDate,37433106
28/10/2021,England,CumFullyVaccByDate,37452544
28/10/2021,Scotland,CumFullyVaccByDate,3803216
29/10/2021,Scotland,CumFullyVaccByDate,3804619
29/10/2021,England,CumFullyVaccByDate,37471724
30/10/2021,England,CumFullyVaccByDate,37494942
30/10/2021,Scotland,CumFullyVaccByDate,3806330
31/10/2021,Scotland,CumFullyVaccByDate,3807443
31/10/2021,England,CumFullyVaccByDate,37507015
01/11/2021,England,CumFullyVaccByDate,37522642
01/11/2021,Scotland,CumFullyVaccByDate,3809227
02/11/2021,Scotland,CumFullyVaccByDate,3810596
02/11/2021,England,CumFullyVaccByDate,37539243
03/11/2021,England,CumFullyVaccByDate,37557043
03/11/2021,Scotland,CumFullyVaccByDate,3811715
04/11/2021,Scotland,CumFullyVaccByDate,3812866
04/11/2021,England,CumFullyVaccByDate,37573914
05/11/2021,England,CumFullyVaccByDate,37592839
05/11/2021,Scotland,CumFullyVaccByDate,3814477
06/11/2021,Scotland,CumFullyVaccByDate,3815967
06/11/2021,England,CumFullyVaccByDate,37616916
07/11/2021,England,CumFullyVaccByDate,37628518
07/11/2021,Scotland,CumFullyVaccByDate,3817133
08/11/2021,Scotland,CumFullyVaccByDate,3818315
08/11/2021,England,CumFullyVaccByDate,37645689
09/11/2021,England,CumFullyVaccByDate,37663530
09/11/2021,Scotland,CumFullyVaccByDate,3819616
10/11/2021,Scotland,CumFullyVaccByDate,3821383
10/11/2021,England,CumFullyVaccByDate,37683954
11/11/2021,England,CumFullyVaccByDate,37703692
11/11/2021,Scotland,CumFullyVaccByDate,3822603
12/11/2021,Scotland,CumFullyVaccByDate,3823926
12/11/2021,England,CumFullyVaccByDate,37722660
13/11/2021,England,CumFullyVaccByDate,37746577
13/11/2021,Scotland,CumFullyVaccByDate,3825410
14/11/2021,Scotland,CumFullyVaccByDate,3828581
14/11/2021,England,CumFullyVaccByDate,37758467
15/11/2021,England,CumFullyVaccByDate,37773718
15/11/2021,Scotland,CumFullyVaccByDate,3829803
16/11/2021,Scotland,CumFullyVaccByDate,3831098
16/11/2021,England,CumFullyVaccByDate,37790254
17/11/2021,England,CumFullyVaccByDate,37809103
17/11/2021,Scotland,CumFullyVaccByDate,3832698
18/11/2021,Scotland,CumFullyVaccByDate,3834159
18/11/2021,England,CumFullyVaccByDate,37826536
19/11/2021,England,CumFullyVaccByDate,37845461
19/11/2021,Scotland,CumFullyVaccByDate,3835406
20/11/2021,Scotland,CumFullyVaccByDate,3836753
20/11/2021,England,CumFullyVaccByDate,37868831
21/11/2021,England,CumFullyVaccByDate,37880585
21/11/2021,Scotland,CumFullyVaccByDate,3837915
22/11/2021,Scotland,CumFullyVaccByDate,3838978
22/11/2021,England,CumFullyVaccByDate,37896039
23/11/2021,England,CumFullyVaccByDate,37915402
23/11/2021,Scotland,CumFullyVaccByDate,3840260
24/11/2021,Scotland,CumFullyVaccByDate,3841391
24/11/2021,England,CumFullyVaccByDate,37936485
25/11/2021,England,CumFullyVaccByDate,37958815
25/11/2021,Scotland,CumFullyVaccByDate,3842563
26/11/2021,Scotland,CumFullyVaccByDate,3843696
26/11/2021,England,CumFullyVaccByDate,37982808
27/11/2021,England,CumFullyVaccByDate,38017055
27/11/2021,Scotland,CumFullyVaccByDate,3844748
28/11/2021,Scotland,CumFullyVaccByDate,3846721
28/11/2021,England,CumFullyVaccByDate,38041019
29/11/2021,England,CumFullyVaccByDate,38065068
29/11/2021,Scotland,CumFullyVaccByDate,3847879
30/11/2021,Scotland,CumFullyVaccByDate,3849411
30/11/2021,England,CumFullyVaccByDate,38093506
01/12/2021,England,CumFullyVaccByDate,38123701
01/12/2021,Scotland,CumFullyVaccByDate,3851139
02/12/2021,Scotland,CumFullyVaccByDate,3852827
02/12/2021,England,CumFullyVaccByDate,38151960
03/12/2021,England,CumFullyVaccByDate,38179885
03/12/2021,Scotland,CumFullyVaccByDate,3854488
04/12/2021,Scotland,CumFullyVaccByDate,3855936
04/12/2021,England,CumFullyVaccByDate,38216788
05/12/2021,England,CumFullyVaccByDate,38238659
05/12/2021,Scotland,CumFullyVaccByDate,3858442
06/12/2021,Scotland,CumFullyVaccByDate,3859863
06/12/2021,England,CumFullyVaccByDate,38260212
07/12/2021,England,CumFullyVaccByDate,38283610
07/12/2021,Scotland,CumFullyVaccByDate,3861802
08/12/2021,Scotland,CumFullyVaccByDate,3863624
08/12/2021,England,CumFullyVaccByDate,38309723
09/12/2021,England,CumFullyVaccByDate,38340243
09/12/2021,Scotland,CumFullyVaccByDate,3865474
10/12/2021,Scotland,CumFullyVaccByDate,3867354
10/12/2021,England,CumFullyVaccByDate,38369465
11/12/2021,England,CumFullyVaccByDate,38404988
11/12/2021,Scotland,CumFullyVaccByDate,3869558
12/12/2021,Scotland,CumFullyVaccByDate,3872461
12/12/2021,England,CumFullyVaccByDate,38430389
13/12/2021,England,CumFullyVaccByDate,38455465
13/12/2021,Scotland,CumFullyVaccByDate,3874523
14/12/2021,Scotland,CumFullyVaccByDate,3877211
14/12/2021,England,CumFullyVaccByDate,38486251
15/12/2021,England,CumFullyVaccByDate,38519803
15/12/2021,Scotland,CumFullyVaccByDate,3879916
16/12/2021,Scotland,CumFullyVaccByDate,3882086
16/12/2021,England,CumFullyVaccByDate,38556535
17/12/2021,England,CumFullyVaccByDate,38592684
17/12/2021,Scotland,CumFullyVaccByDate,3884527
18/12/2021,Scotland,CumFullyVaccByDate,3887480
18/12/2021,England,CumFullyVaccByDate,38633804
19/12/2021,England,CumFullyVaccByDate,38669676
19/12/2021,Scotland,CumFullyVaccByDate,3890365
20/12/2021,Scotland,CumFullyVaccByDate,3892733
20/12/2021,England,CumFullyVaccByDate,38711968
21/12/2021,England,CumFullyVaccByDate,38757820
21/12/2021,Scotland,CumFullyVaccByDate,3895548
22/12/2021,Scotland,CumFullyVaccByDate,3898603
22/12/2021,England,CumFullyVaccByDate,38802453
23/12/2021,England,CumFullyVaccByDate,38838754
23/12/2021,Scotland,CumFullyVaccByDate,3901256
24/12/2021,Scotland,CumFullyVaccByDate,3902076
24/12/2021,England,CumFullyVaccByDate,38850402
25/12/2021,England,CumFullyVaccByDate,38850875
25/12/2021,Scotland,CumFullyVaccByDate,3902076
26/12/2021,Scotland,CumFullyVaccByDate,3902076
26/12/2021,England,CumFullyVaccByDate,38852705
27/12/2021,England,CumFullyVaccByDate,38871089
27/12/2021,Scotland,CumFullyVaccByDate,3903266
28/12/2021,Scotland,CumFullyVaccByDate,3904940
28/12/2021,England,CumFullyVaccByDate,38897003
29/12/2021,England,CumFullyVaccByDate,38935784
29/12/2021,Scotland,CumFullyVaccByDate,3907457
30/12/2021,Scotland,CumFullyVaccByDate,3910319
30/12/2021,England,CumFullyVaccByDate,38974313
31/12/2021,England,CumFullyVaccByDate,38992146
31/12/2021,Scotland,CumFullyVaccByDate,3911946
01/01/2022,Scotland,CumFullyVaccByDate,3911946
01/01/2022,England,CumFullyVaccByDate,38994647
02/01/2022,England,CumFullyVaccByDate,39010193
02/01/2022,Scotland,CumFullyVaccByDate,3911949
03/01/2022,Scotland,CumFullyVaccByDate,3917678
03/01/2022,England,CumFullyVaccByDate,39032052
04/01/2022,England,CumFullyVaccByDate,39064800
04/01/2022,Scotland,CumFullyVaccByDate,3922859
05/01/2022,Scotland,CumFullyVaccByDate,3928380
05/01/2022,England,CumFullyVaccByDate,39094391
06/01/2022,England,CumFullyVaccByDate,39120401
06/01/2022,Scotland,CumFullyVaccByDate,3932112
07/01/2022,Scotland,CumFullyVaccByDate,3936149
07/01/2022,England,CumFullyVaccByDate,39147320
08/01/2022,England,CumFullyVaccByDate,39188919
08/01/2022,Scotland,CumFullyVaccByDate,3940253
09/01/2022,Scotland,CumFullyVaccByDate,3943261
09/01/2022,England,CumFullyVaccByDate,39214453
10/01/2022,England,CumFullyVaccByDate,39235262
10/01/2022,Scotland,CumFullyVaccByDate,3946183
11/01/2022,Scotland,CumFullyVaccByDate,3949198
11/01/2022,England,CumFullyVaccByDate,39257551
12/01/2022,England,CumFullyVaccByDate,39283049
12/01/2022,Scotland,CumFullyVaccByDate,3951942
13/01/2022,Scotland,CumFullyVaccByDate,3955139
13/01/2022,England,CumFullyVaccByDate,39309534
14/01/2022,England,CumFullyVaccByDate,39334005
14/01/2022,Scotland,CumFullyVaccByDate,3958738
15/01/2022,Scotland,CumFullyVaccByDate,3971321
15/01/2022,England,CumFullyVaccByDate,39372970
16/01/2022,England,CumFullyVaccByDate,39396509
16/01/2022,Scotland,CumFullyVaccByDate,3981700
17/01/2022,Scotland,CumFullyVaccByDate,3984342
17/01/2022,England,CumFullyVaccByDate,39418209
18/01/2022,England,CumFullyVaccByDate,39442585
18/01/2022,Scotland,CumFullyVaccByDate,3986571
19/01/2022,Scotland,CumFullyVaccByDate,3988590
19/01/2022,England,CumFullyVaccByDate,39467932
20/01/2022,England,CumFullyVaccByDate,39495067
20/01/2022,Scotland,CumFullyVaccByDate,3990725
21/01/2022,Scotland,CumFullyVaccByDate,3993441
21/01/2022,England,CumFullyVaccByDate,39523952
22/01/2022,England,CumFullyVaccByDate,39563054
22/01/2022,Scotland,CumFullyVaccByDate,3996588
23/01/2022,Scotland,CumFullyVaccByDate,3999574
23/01/2022,England,CumFullyVaccByDate,39587043
24/01/2022,England,CumFullyVaccByDate,39611573
24/01/2022,Scotland,CumFullyVaccByDate,4003520
25/01/2022,Scotland,CumFullyVaccByDate,4006497
25/01/2022,England,CumFullyVaccByDate,39635528
26/01/2022,England,CumFullyVaccByDate,39662483
26/01/2022,Scotland,CumFullyVaccByDate,4008645
27/01/2022,Scotland,CumFullyVaccByDate,4010572
27/01/2022,England,CumFullyVaccByDate,39688997
28/01/2022,England,CumFullyVaccByDate,39719231
28/01/2022,Scotland,CumFullyVaccByDate,4012762
29/01/2022,Scotland,CumFullyVaccByDate,4015123
29/01/2022,England,CumFullyVaccByDate,39754023
30/01/2022,England,CumFullyVaccByDate,39776554
30/01/2022,Scotland,CumFullyVaccByDate,4017571
31/01/2022,Scotland,CumFullyVaccByDate,4018693
31/01/2022,England,CumFullyVaccByDate,39797339
01/02/2022,England,CumFullyVaccByDate,39821210
01/02/2022,Scotland,CumFullyVaccByDate,4019693
02/02/2022,Scotland,CumFullyVaccByDate,4020836
02/02/2022,England,CumFullyVaccByDate,39844901
03/02/2022,England,CumFullyVaccByDate,39869410
03/02/2022,Scotland,CumFullyVaccByDate,4021743
04/02/2022,Scotland,CumFullyVaccByDate,4023217
04/02/2022,England,CumFullyVaccByDate,39892598
05/02/2022,England,CumFullyVaccByDate,39918116
05/02/2022,Scotland,CumFullyVaccByDate,4024321
06/02/2022,Scotland,CumFullyVaccByDate,4025274
06/02/2022,England,CumFullyVaccByDate,39931231
07/02/2022,England,CumFullyVaccByDate,39952171
07/02/2022,Scotland,CumFullyVaccByDate,4026210
08/02/2022,Scotland,CumFullyVaccByDate,4027011
08/02/2022,England,CumFullyVaccByDate,39974362
09/02/2022,England,CumFullyVaccByDate,39996949
09/02/2022,Scotland,CumFullyVaccByDate,4027905
10/02/2022,Scotland,CumFullyVaccByDate,4028676
10/02/2022,England,CumFullyVaccByDate,40020418
11/02/2022,England,CumFullyVaccByDate,40044560
11/02/2022,Scotland,CumFullyVaccByDate,4029879
12/02/2022,Scotland,CumFullyVaccByDate,4030817
12/02/2022,England,CumFullyVaccByDate,40068110
13/02/2022,England,CumFullyVaccByDate,40078747
13/02/2022,Scotland,CumFullyVaccByDate,4031602
14/02/2022,Scotland,CumFullyVaccByDate,4032555
14/02/2022,England,CumFullyVaccByDate,40093929
15/02/2022,England,CumFullyVaccByDate,40111609
15/02/2022,Scotland,CumFullyVaccByDate,4033704
16/02/2022,Scotland,CumFullyVaccByDate,4034727
16/02/2022,England,CumFullyVaccByDate,40130483
17/02/2022,England,CumFullyVaccByDate,40149609
17/02/2022,Scotland,CumFullyVaccByDate,4035976
18/02/2022,Scotland,CumFullyVaccByDate,4037207
18/02/2022,England,CumFullyVaccByDate,40161059
19/02/2022,England,CumFullyVaccByDate,40178895
19/02/2022,Scotland,CumFullyVaccByDate,4038102
20/02/2022,Scotland,CumFullyVaccByDate,4038729
20/02/2022,England,CumFullyVaccByDate,40187220
21/02/2022,England,CumFullyVaccByDate,40199986
21/02/2022,Scotland,CumFullyVaccByDate,4039456
22/02/2022,Scotland,CumFullyVaccByDate,4040303
22/02/2022,England,CumFullyVaccByDate,40215070
23/02/2022,England,CumFullyVaccByDate,40230255
23/02/2022,Scotland,CumFullyVaccByDate,4040988
24/02/2022,Scotland,CumFullyVaccByDate,4041664
24/02/2022,England,CumFullyVaccByDate,40243643
25/02/2022,England,CumFullyVaccByDate,40257701
25/02/2022,Scotland,CumFullyVaccByDate,4042558
26/02/2022,Scotland,CumFullyVaccByDate,4043201
26/02/2022,England,CumFullyVaccByDate,40275515
27/02/2022,England,CumFullyVaccByDate,40284347
27/02/2022,Scotland,CumFullyVaccByDate,4043701
28/02/2022,Scotland,CumFullyVaccByDate,4044289
28/02/2022,England,CumFullyVaccByDate,40297239
01/03/2022,England,CumFullyVaccByDate,40310386
01/03/2022,Scotland,CumFullyVaccByDate,4045068
02/03/2022,Scotland,CumFullyVaccByDate,4045697
02/03/2022,England,CumFullyVaccByDate,40322994
03/03/2022,England,CumFullyVaccByDate,40337107
03/03/2022,Scotland,CumFullyVaccByDate,4046368
04/03/2022,Scotland,CumFullyVaccByDate,4046929
04/03/2022,England,CumFullyVaccByDate,40351448
05/03/2022,England,CumFullyVaccByDate,40368506
05/03/2022,Scotland,CumFullyVaccByDate,4047533
06/03/2022,Scotland,CumFullyVaccByDate,4048219
06/03/2022,England,CumFullyVaccByDate,40376682
07/03/2022,England,CumFullyVaccByDate,40387750
07/03/2022,Scotland,CumFullyVaccByDate,4049191
08/03/2022,Scotland,CumFullyVaccByDate,4050180
08/03/2022,England,CumFullyVaccByDate,40399788
09/03/2022,England,CumFullyVaccByDate,40412508
09/03/2022,Scotland,CumFullyVaccByDate,4051076
10/03/2022,Scotland,CumFullyVaccByDate,4051887
10/03/2022,England,CumFullyVaccByDate,40426070
11/03/2022,England,CumFullyVaccByDate,40439202
11/03/2022,Scotland,CumFullyVaccByDate,4052616
12/03/2022,Scotland,CumFullyVaccByDate,4053820
12/03/2022,England,CumFullyVaccByDate,40457918
13/03/2022,England,CumFullyVaccByDate,40467567
13/03/2022,Scotland,CumFullyVaccByDate,4055407
14/03/2022,Scotland,CumFullyVaccByDate,4056085
14/03/2022,England,CumFullyVaccByDate,40479082
15/03/2022,England,CumFullyVaccByDate,40491696
15/03/2022,Scotland,CumFullyVaccByDate,4056784
16/03/2022,Scotland,CumFullyVaccByDate,4057580
16/03/2022,England,CumFullyVaccByDate,40504370
17/03/2022,England,CumFullyVaccByDate,40516965
17/03/2022,Scotland,CumFullyVaccByDate,4058245
18/03/2022,Scotland,CumFullyVaccByDate,4059040
18/03/2022,England,CumFullyVaccByDate,40530601
19/03/2022,England,CumFullyVaccByDate,40548727
19/03/2022,Scotland,CumFullyVaccByDate,4059342
20/03/2022,Scotland,CumFullyVaccByDate,4059694
20/03/2022,England,CumFullyVaccByDate,40557381
21/03/2022,England,CumFullyVaccByDate,40568174
21/03/2022,Scotland,CumFullyVaccByDate,4060343
22/03/2022,Scotland,CumFullyVaccByDate,4060932
22/03/2022,England,CumFullyVaccByDate,40578525
23/03/2022,England,CumFullyVaccByDate,40590084
23/03/2022,Scotland,CumFullyVaccByDate,4061501
24/03/2022,Scotland,CumFullyVaccByDate,4062145
24/03/2022,England,CumFullyVaccByDate,40600614
25/03/2022,England,CumFullyVaccByDate,40612947
25/03/2022,Scotland,CumFullyVaccByDate,4062823
26/03/2022,Scotland,CumFullyVaccByDate,4063334
26/03/2022,England,CumFullyVaccByDate,40630715
27/03/2022,England,CumFullyVaccByDate,40637627
27/03/2022,Scotland,CumFullyVaccByDate,4063729
28/03/2022,Scotland,CumFullyVaccByDate,4064339
28/03/2022,England,CumFullyVaccByDate,40646944
29/03/2022,England,CumFullyVaccByDate,40657086
29/03/2022,Scotland,CumFullyVaccByDate,4064936
30/03/2022,Scotland,CumFullyVaccByDate,4065487
30/03/2022,England,CumFullyVaccByDate,40668212
31/03/2022,England,CumFullyVaccByDate,40679337
31/03/2022,Scotland,CumFullyVaccByDate,4065957
01/04/2022,Scotland,CumFullyVaccByDate,4066649
01/04/2022,England,CumFullyVaccByDate,40689023
02/04/2022,England,CumFullyVaccByDate,40704058
02/04/2022,Scotland,CumFullyVaccByDate,4067217
03/04/2022,Scotland,CumFullyVaccByDate,4067778
03/04/2022,England,CumFullyVaccByDate,40711641
04/04/2022,England,CumFullyVaccByDate,40720311
04/04/2022,Scotland,CumFullyVaccByDate,4068324
05/04/2022,Scotland,CumFullyVaccByDate,4068918
05/04/2022,England,CumFullyVaccByDate,40728703
06/04/2022,England,CumFullyVaccByDate,40737366
06/04/2022,Scotland,CumFullyVaccByDate,4069582
07/04/2022,Scotland,CumFullyVaccByDate,4070292
07/04/2022,England,CumFullyVaccByDate,40745968
08/04/2022,England,CumFullyVaccByDate,40755822
08/04/2022,Scotland,CumFullyVaccByDate,4070945
09/04/2022,Scotland,CumFullyVaccByDate,4071427
09/04/2022,England,CumFullyVaccByDate,40770982
10/04/2022,England,CumFullyVaccByDate,40778583
10/04/2022,Scotland,CumFullyVaccByDate,4071836
11/04/2022,Scotland,CumFullyVaccByDate,4072676
11/04/2022,England,CumFullyVaccByDate,40788782
12/04/2022,England,CumFullyVaccByDate,40798623
12/04/2022,Scotland,CumFullyVaccByDate,4073422
13/04/2022,Scotland,CumFullyVaccByDate,4074147
13/04/2022,England,CumFullyVaccByDate,40809794
14/04/2022,England,CumFullyVaccByDate,40820465
14/04/2022,Scotland,CumFullyVaccByDate,4074918
15/04/2022,Scotland,CumFullyVaccByDate,4075367
15/04/2022,England,CumFullyVaccByDate,40824983
16/04/2022,England,CumFullyVaccByDate,40835421
16/04/2022,Scotland,CumFullyVaccByDate,4075920
17/04/2022,Scotland,CumFullyVaccByDate,4076254
17/04/2022,England,CumFullyVaccByDate,40837434
18/04/2022,England,CumFullyVaccByDate,40840576
18/04/2022,Scotland,CumFullyVaccByDate,4076447
19/04/2022,Scotland,CumFullyVaccByDate,4076987
19/04/2022,England,CumFullyVaccByDate,40850260
20/04/2022,England,CumFullyVaccByDate,40859868
20/04/2022,Scotland,CumFullyVaccByDate,4077436
21/04/2022,Scotland,CumFullyVaccByDate,4077956
21/04/2022,England,CumFullyVaccByDate,40868921
22/04/2022,England,CumFullyVaccByDate,40878891
22/04/2022,Scotland,CumFullyVaccByDate,4078463
23/04/2022,Scotland,CumFullyVaccByDate,4078992
23/04/2022,England,CumFullyVaccByDate,40894468
24/04/2022,England,CumFullyVaccByDate,40901996
24/04/2022,Scotland,CumFullyVaccByDate,4079436
25/04/2022,Scotland,CumFullyVaccByDate,4080003
25/04/2022,England,CumFullyVaccByDate,40908649
26/04/2022,England,CumFullyVaccByDate,40914888
26/04/2022,Scotland,CumFullyVaccByDate,4080481
27/04/2022,Scotland,CumFullyVaccByDate,4080968
27/04/2022,England,CumFullyVaccByDate,40922142
28/04/2022,England,CumFullyVaccByDate,40929146
28/04/2022,Scotland,CumFullyVaccByDate,4081437
29/04/2022,Scotland,CumFullyVaccByDate,4082079
29/04/2022,England,CumFullyVaccByDate,40937271
30/04/2022,England,CumFullyVaccByDate,40951046
30/04/2022,Scotland,CumFullyVaccByDate,4082613
01/05/2022,Scotland,CumFullyVaccByDate,4082993
01/05/2022,England,CumFullyVaccByDate,40956138
02/05/2022,England,CumFullyVaccByDate,40958147
02/05/2022,Scotland,CumFullyVaccByDate,4083231
03/05/2022,Scotland,CumFullyVaccByDate,4083668
03/05/2022,England,CumFullyVaccByDate,40964547
04/05/2022,England,CumFullyVaccByDate,40971806
04/05/2022,Scotland,CumFullyVaccByDate,4084091
05/05/2022,Scotland,CumFullyVaccByDate,4084525
05/05/2022,England,CumFullyVaccByDate,40978602
06/05/2022,England,CumFullyVaccByDate,40986565
06/05/2022,Scotland,CumFullyVaccByDate,4085062
07/05/2022,Scotland,CumFullyVaccByDate,4086082
07/05/2022,England,CumFullyVaccByDate,41000525
08/05/2022,England,CumFullyVaccByDate,41006525
08/05/2022,Scotland,CumFullyVaccByDate,4087050
09/05/2022,Scotland,CumFullyVaccByDate,4087573
09/05/2022,England,CumFullyVaccByDate,41012783
10/05/2022,England,CumFullyVaccByDate,41019413
10/05/2022,Scotland,CumFullyVaccByDate,4087945
11/05/2022,Scotland,CumFullyVaccByDate,4088391
11/05/2022,England,CumFullyVaccByDate,41026131
12/05/2022,England,CumFullyVaccByDate,41032436
12/05/2022,Scotland,CumFullyVaccByDate,4088739
13/05/2022,Scotland,CumFullyVaccByDate,4089199
13/05/2022,England,CumFullyVaccByDate,41038618
14/05/2022,England,CumFullyVaccByDate,41050148
14/05/2022,Scotland,CumFullyVaccByDate,4089769
15/05/2022,Scotland,CumFullyVaccByDate,4090253
15/05/2022,England,CumFullyVaccByDate,41054727
16/05/2022,England,CumFullyVaccByDate,41059253
16/05/2022,Scotland,CumFullyVaccByDate,4090630
17/05/2022,Scotland,CumFullyVaccByDate,4090948
17/05/2022,England,CumFullyVaccByDate,41064177
18/05/2022,England,CumFullyVaccByDate,41069353
18/05/2022,Scotland,CumFullyVaccByDate,4091350
19/05/2022,Scotland,CumFullyVaccByDate,4091702
19/05/2022,England,CumFullyVaccByDate,41074238
20/05/2022,England,CumFullyVaccByDate,41079771
20/05/2022,Scotland,CumFullyVaccByDate,4092147
21/05/2022,Scotland,CumFullyVaccByDate,4092688
21/05/2022,England,CumFullyVaccByDate,41089610
22/05/2022,England,CumFullyVaccByDate,41093035
22/05/2022,Scotland,CumFullyVaccByDate,4093306
23/05/2022,Scotland,CumFullyVaccByDate,4093776
